,index,w1,w2,count1,count2,total1,total2,isDuplicate
45,,District of Columbia,Georgia,32.0,64.0,2720.0,2720.0,0.0
46,,India,Mauritania,1.0,1.0,155.0,155.0,0.0
47,,Vandalism,Larceny,7024.0,21797.0,73590.0,73590.0,0.0
48,,Raleigh,Huntsville,1.0,1.0,558.0,558.0,0.0
49,89.0,OHIO,OH,1776.0,2863.0,374362.0,374362.0,1.0
50,,BEULAH PARK,KILBURN,224.0,497.0,82545.0,82545.0,0.0
51,,Gibraltar,Leicestershire,39.0,571.0,50000.0,50000.0,0.0
52,,Accessibility,Request for Dispute Assistance,2119.0,382.0,943111.0,943111.0,0.0
53,,Maddalam,Writer/Narrator,2.0,8.0,56194.0,56194.0,0.0
54,,balance_of_payments_exports,budgetary_central_government_net_acquisitions_of_non_financial_assets,19050.0,6331.0,884244.0,884244.0,0.0
55,,GRESHAM - MT. HOOD,MONTAVILLA,1.0,1374.0,61497.0,61497.0,0.0
56,901.0,Brindle/Tan,Brindle & Tan,7.0,7.0,82545.0,82545.0,1.0
57,,361,952,1.0,1490.0,70964.0,70964.0,0.0
58,3838.0,VEN,ven,2754.0,14.0,463231.0,463231.0,1.0
59,,FJI,TUR,1.0,1.0,269.0,269.0,0.0
60,,Malleco,Requinoa,3.0,2.0,129971.0,129971.0,0.0
61,,049L,021E,2.0,4.0,198900.0,198900.0,0.0
62,,Mauritius,Finland,1.0,1.0,152.0,152.0,0.0
63,,WA,SC,26678.0,11538.0,943111.0,943111.0,0.0
64,,Hyderabad,Rajkot,49.0,10.0,636.0,636.0,0.0
65,,OR,NY,254.0,1262.0,21112.0,21112.0,0.0
66,,Bermuda;Germany;Switzerland;United States,Nigeria;United States,1.0,1.0,2031.0,2031.0,0.0
67,4009.0,"Counsel for Integrated Computer Solutions, Inc.","Counsel for ICS, Inc.",1.0,1.0,374362.0,374362.0,1.0
68,,Mendoza,Salta,8.0,3.0,90287.0,90287.0,0.0
69,,Chile,French Polynesia,109.0,1.0,59228.0,59228.0,0.0
70,,Vulnerable Populations (Syrian),Kiva City D.C.,890.0,10.0,779092.0,779092.0,0.0
71,,24,26,13.0,9.0,191325.0,191325.0,0.0
72,,DOWNTOWN,GRESHAM - SOUTHWEST GRESH,5053.0,1.0,63279.0,63279.0,0.0
73,,Saudi Arabia,Malta,1.0,1.0,152.0,152.0,0.0
74,,Statewide Contract,Master Purchase/Price Agreement,63488.0,1528.0,346018.0,346018.0,0.0
75,,Vegetarian,Chinese/Japanese,1582.0,1017.0,399918.0,399918.0,0.0
76,,658,962,1.0,2.0,10001.0,10001.0,0.0
77,,SSAN,LAKE,154804.0,236214.0,9971582.0,9971582.0,0.0
78,,GUAYAMA,HORMIGUEROS,10.0,8.0,1351.0,1351.0,0.0
79,,ADJUNTAS,VEGA BAJA,5.0,8.0,1351.0,1351.0,0.0
80,,brown,lynx,359.0,5.0,29421.0,29421.0,0.0
81,,East Midlands,Hungary,367.0,23.0,50000.0,50000.0,0.0
82,3998.0,Corporate Attorney,CORPORATE ATTORNEY,139.0,77.0,374362.0,374362.0,1.0
83,,Nicaragua,Guinea-Bissau,46.0,46.0,9234.0,9234.0,0.0
84,3021.0,MN,MINNESOTA,1405.0,1656.0,374362.0,374362.0,1.0
85,,Individual consumption expenditure,"Capital transfers, receivable less payable",3470.0,3584.0,227092.0,227092.0,0.0
86,,Hungary,England,231.0,9.0,150930.0,150930.0,0.0
87,,CAF,URY,1.0,1.0,269.0,269.0,0.0
88,,COLAC EAST,Coghills Creek,32.0,41.0,158026.0,158026.0,0.0
89,,Ayresome Park,Parque Central,3.0,6.0,4572.0,4572.0,0.0
90,,B-FAMILY,I-NO CLASS,4087.0,10.0,667075.0,667075.0,0.0
91,3632.0,Portuguese Water Dog,Portugese Water Dog,5.0,4.0,82545.0,82545.0,1.0
92,2998.0,MICHIGAN,MI,6549.0,5229.0,374362.0,374362.0,1.0
93,,Bloemfontein,East London,2.0,3.0,636.0,636.0,0.0
94,,86,60,18.0,12.0,225363.0,225363.0,0.0
95,607.0,INDIANA,IN,128.0,185.0,374362.0,374362.0,1.0
96,619.0,MARYLAND,MD,1842.0,3021.0,374362.0,374362.0,1.0
97,,16/11/2012,03/02/2012,45.0,45.0,8190.0,8190.0,0.0
98,,SQL,C,53.0,24481.0,25090.0,25090.0,0.0
99,,Changes in inventories,Gross capital formation,7481.0,9188.0,81106.0,81106.0,0.0
100,,morphological ID by taxonomic expert with molecular sequence data,morphological and genetic ID from sample by taxonomic expert,1.0,17.0,513373.0,513373.0,0.0
101,,other_service_activities,public_administration_and_defence_compulsory_social_security,2889.0,1180.0,68023.0,68023.0,0.0
102,,plus_current_transfers_from_and_to_the_rest_of_the_world_net,gross_domestic_product,9965.0,12537.0,215337.0,215337.0,0.0
103,44.0,IN,INDIANA,1275.0,666.0,374362.0,374362.0,1.0
104,,CHN,SMR,1.0,1.0,269.0,269.0,0.0
105,,United Kingdom,Argentina,1.0,1.0,155.0,155.0,0.0
106,,KY,AS,10606.0,98.0,943111.0,943111.0,0.0
107,,North Carolina,California,32.0,240.0,2720.0,2720.0,0.0
108,,BEAUMONT-WILSHR,LAURELHURST,211.0,243.0,61281.0,61281.0,0.0
109,,Comorian franc,Malagasy ariary,1.0,1.0,263.0,263.0,0.0
110,,Ica,Alibori,1.0,1.0,2772.0,2772.0,0.0
111,,Burglary,Gambling,4902.0,6.0,70964.0,70964.0,0.0
112,,29,26,8.0,21.0,100048.0,100048.0,0.0
113,,Yeongam County,Jerez de la Frontera,1.0,1.0,73.0,73.0,0.0
114,,Motor Vehicle Body and Trailer Manufacturing,Landscape Architectural Services,2.0,8.0,374362.0,374362.0,0.0
115,,DAM,DIR,1.0,1.0,842.0,842.0,0.0
116,,Cat - Aged over 10 Years,Cat (Standard),22.0,372.0,158026.0,158026.0,0.0
117,,West Virginia,New York,32.0,112.0,2720.0,2720.0,0.0
118,,N,A,116.0,3704.0,374362.0,374362.0,0.0
119,,Israel,France,2129.0,3987.0,215337.0,215337.0,0.0
120,,ETHIOPIA,NORWAY,4678.0,6273.0,884244.0,884244.0,0.0
121,,AgeAdjRate,CommHstLiab,31311.0,106.0,403984.0,403984.0,0.0
122,,Benin,Ecuador,368.0,368.0,73646.0,73646.0,0.0
123,,CA-MB CA-SB MBE,CA-SB CA-SBE MOSB,214.0,12.0,346018.0,346018.0,0.0
124,,QUEBRADILLAS,CAYEY,5.0,12.0,1351.0,1351.0,0.0
125,,Lincoln Park,Oceanview/Merced/Ingleside,49.0,2654.0,198900.0,198900.0,0.0
126,,Healthcare Services Other/Not Classified,Financial Services,107.0,124.0,22000.0,22000.0,0.0
127,,expense_net,NormCostRate_tot,1.0,1.0,280.0,280.0,0.0
128,,Sierra Foothills,Long Island,1660.0,771.0,150930.0,150930.0,0.0
129,,Abu Dhabi,County Armagh,19.0,6.0,50000.0,50000.0,0.0
130,,North Carolina,Montana,1362.0,101.0,48722.0,48722.0,0.0
131,4515.0,OR,OREGON,520.0,620.0,374362.0,374362.0,1.0
132,,Athens,Woodinville,3.0,2.0,558.0,558.0,0.0
133,,Alphington,Blackburn,79.0,90.0,34857.0,34857.0,0.0
134,,lari,French franc,9.0,121.0,48269.0,48269.0,0.0
135,,Benin,"Egypt, Arab Rep.",1519.0,1519.0,401016.0,401016.0,0.0
136,,mining_manufacturing_utilities_isic_c_e,other_activities_isic_j_p,9234.0,9234.0,73645.0,73645.0,0.0
137,,Comoros,Suriname,368.0,368.0,73645.0,73645.0,0.0
138,,Illini-Startups,New-York-City-Drawing-and-Story-writing,1.0,26.0,5807.0,5807.0,0.0
139,,OM,PR,8.0,3.0,151623.0,151623.0,0.0
140,,Chicken,Italian,6082.0,17732.0,399918.0,399918.0,0.0
141,,Thai,Argentine,1.0,24.0,842.0,842.0,0.0
142,,Social benefits other than social transfers in kind,Less: Consumption of fixed capital,5991.0,3770.0,227092.0,227092.0,0.0
143,,BHUTAN,GEORGIA,4427.0,2185.0,884244.0,884244.0,0.0
144,,HP3,3,3.0,3.0,61497.0,61497.0,0.0
145,,W50,670,1.0,1008.0,59853.0,59853.0,0.0
146,,BORDER TERRIER CROSS,German Short-haired Pointer Cross,1.0,1.0,82545.0,82545.0,0.0
147,,Former Sudan,Germany,312.0,414.0,80583.0,80583.0,0.0
148,,constr type 3,constr type 4,9360.0,377.0,198900.0,198900.0,0.0
149,,142,962,1.0,1217.0,61779.0,61779.0,0.0
150,,Other Inv. Income,Total COLA Benefits,1.0,1.0,280.0,280.0,0.0
151,,Seychelles,Jamaica,46.0,46.0,9237.0,9237.0,0.0
152,,GRESHAM - POWELL VALLEY,BEAVERTON - VOSE,4.0,1.0,73590.0,73590.0,0.0
153,,SC,NC,25613.0,49255.0,619129.0,619129.0,0.0
154,,frameshift_variant&splice_region_variant,splice_donor_variant&coding_sequence_variant&intron_variant,56.0,18.0,65188.0,65188.0,0.0
155,,AUTHORIZED AGENT,LEGAL ASSISTANT/DOCUMENT PREPARER,2.0,2.0,374362.0,374362.0,0.0
156,4001.0,CORPORATE COUNSEL,Corporate Counsel,2.0,3.0,374362.0,374362.0,1.0
157,2797.0,Battle-no change of territory,Battle-No change of territory,16.0,44005.0,165808.0,165808.0,1.0
158,,MULTNOMAH,BROOKLYN,388.0,328.0,59853.0,59853.0,0.0
159,,10,690,3.0,1767.0,61779.0,61779.0,0.0
160,,Hong Kong dollar,1999 DEM euro / euro,593.0,368.0,61626.0,61626.0,0.0
161,,Valencia,Abu Dhabi,1.0,1.0,73.0,73.0,0.0
162,,lek,Fiji dollar,448.0,145.0,61626.0,61626.0,0.0
163,,GHANA,AUSTRALIA,1.0,16.0,1973.0,1973.0,0.0
164,,00821-0698,09136-9649,1.0,1.0,1973.0,1973.0,0.0
165,,ARGAY,ROSEWAY,499.0,403.0,61779.0,61779.0,0.0
166,,New Mexico,Pennsylvania,272.0,1960.0,48722.0,48722.0,0.0
167,,Office of State Printing (OSP),Master Service Agreement,812.0,15.0,346018.0,346018.0,0.0
168,,Syrah-Carignan,Tokay Pinot Gris,1.0,4.0,150930.0,150930.0,0.0
169,,IL,IA,7354.0,7746.0,403984.0,403984.0,0.0
170,266.0,Healthcare Services Restaurant/Food Services Food and Beverage Production,Healthcare Services;Restaurant/Food Services;Food and Beverage Production,54.0,1.0,22000.0,22000.0,1.0
171,,MLBR,PLZA,195224.0,197496.0,9971582.0,9971582.0,0.0
172,,Sudanese pound,New Romanian Leu,104.0,432.0,48269.0,48269.0,0.0
173,,Santiago UberBlack,Mar del Plata,3.0,1.0,90287.0,90287.0,0.0
174,362.0,"Omaha, NE","Omaha, NE 68124",2.0,1.0,22000.0,22000.0,1.0
175,,CrdPrev,AgeAdjMean,150281.0,10875.0,403984.0,403984.0,0.0
176,423.0,Restaurant/Food ServicesOther/Not Classified,Restaurant/Food Services Other/Not Classified,1.0,1.0,22000.0,22000.0,1.0
177,,chocolate,blue cream,6.0,21.0,29421.0,29421.0,0.0
178,,941,942,2406.0,1263.0,73590.0,73590.0,0.0
179,,Layer 3 Up,Layer 3 Down,213.0,157.0,2314.0,2314.0,0.0
180,,Lithuania,Mali,234.0,368.0,79422.0,79422.0,0.0
181,,equals_value_added_gross_at_basic_prices,electricity_gas_steam_and_air_conditioning_supply,4418.0,1358.0,68023.0,68023.0,0.0
182,,IC.FRM.CRIM.ZS,SP.DYN.TO65.MA.ZS,6.0,56.0,373.0,373.0,0.0
183,,Iceland,Japan,197.0,225.0,8406.0,8406.0,0.0
184,,Dog (Non Std),Dog (Declared Menacing),316.0,1.0,158026.0,158026.0,0.0
185,,Florida,Utah,7747.0,7575.0,403984.0,403984.0,0.0
186,,D114,T40,52.0,54.0,11106.0,11106.0,0.0
187,,Lebanese pound,Gambian dalasi,1.0,1.0,263.0,263.0,0.0
188,,UZB,AUS,123.0,128.0,21477.0,21477.0,0.0
189,,TR,NP,47.0,84.0,2483304.0,2483304.0,0.0
190,,872,580,318.0,845.0,61281.0,61281.0,0.0
191,,GRESHAM - NORTH GRESHAM,GRESHAM - POWELL VALLEY,19.0,11.0,63279.0,63279.0,0.0
192,,WST,LBP,7395.0,2077.0,671205.0,671205.0,0.0
193,,Mareema - Italian Shepherd,Cairn Terrier Cross,8.0,5.0,82545.0,82545.0,0.0
194,,grass-volleyball-beach-volleyball-social,divorced-parents,2.0,16.0,31212.0,31212.0,0.0
195,,NM,CO,7680.0,7647.0,403984.0,403984.0,0.0
196,,Togo,"China, People's Republic of",414.0,414.0,81106.0,81106.0,0.0
197,,West Virginia,Utah,32.0,32.0,2720.0,2720.0,0.0
198,282.0,Construction - Industrial Facilities and InfrastructureConstruction - Residential & Commercial/Office,Construction - Industrial Facilities and Infrastructure; Construction - Residential & Commercial/Office,17.0,1.0,22000.0,22000.0,1.0
199,4518.0,PR,PUERTO RICO,96.0,96.0,374362.0,374362.0,1.0
200,,q21CoreCompFrameworkProf,q23FrameEmber,1.0,1.0,452.0,452.0,0.0
201,,"1,9",61,1.0,26.0,225363.0,225363.0,0.0
202,,"3,9","5,2",3.0,9.0,258.0,258.0,0.0
203,,00840-4073,00823-8378,1.0,1.0,1973.0,1973.0,0.0
204,,Dortmund,Birmingham,10.0,3.0,4572.0,4572.0,0.0
205,,KY,HI,48.0,16.0,2720.0,2720.0,0.0
206,,Sweden,Former Czechoslovakia,414.0,153.0,80583.0,80583.0,0.0
207,,Local_01,Local_08,57.0,29.0,439.0,439.0,0.0
208,,Language & Ethnic Identity,Health & Wellbeing,13.0,36.0,602.0,602.0,0.0
209,,GRESHAM - NORTH GRESHAM,PLEASANT VALLEY,6.0,370.0,61497.0,61497.0,0.0
210,,Kansas,Maine,55.0,55.0,7930.0,7930.0,0.0
211,,public_limited,public,1989.0,14327.0,16330.0,16330.0,0.0
212,,New Jersey,Georgia,13708.0,4594.0,359836.0,359836.0,0.0
213,,530,161,1387.0,43.0,70964.0,70964.0,0.0
214,,RI,NM,5.0,4.0,558.0,558.0,0.0
215,,Billing,Video Description,159290.0,88.0,943111.0,943111.0,0.0
216,,Cuba,Iraq,1.0,1.0,4572.0,4572.0,0.0
217,3056.0,MISSISSIPPI,MS,488.0,223.0,374362.0,374362.0,1.0
218,,ST CROIX,SENEGAL,13.0,2.0,1973.0,1973.0,0.0
219,,Bastardo,Hondarrabi Zuri,2.0,17.0,129971.0,129971.0,0.0
220,,Mozambique,1,1085.0,32.0,61626.0,61626.0,0.0
221,,Jidvei,Lebanon,3.0,13.0,129971.0,129971.0,0.0
222,,sign,prson'l svc tutor,5.0,5.0,198900.0,198900.0,0.0
223,,110,510,19.0,1131.0,73590.0,73590.0,0.0
224,,Bolivia,Sierra Leone,1895.0,532.0,151623.0,151623.0,0.0
225,2907.0,Centre-est,Centre-Est,1.0,2.0,2772.0,2772.0,1.0
226,,Peru,Hungary,1064.0,4948.0,320551.0,320551.0,0.0
227,,Cape Town Stadium,Estadio Irapuato,8.0,3.0,4572.0,4572.0,0.0
228,,East London,Bloemfontein,3.0,2.0,636.0,636.0,0.0
229,,Kidnap,Arson,40.0,325.0,82958.0,82958.0,0.0
230,,Psychic,Electric,33.0,6.0,800.0,800.0,0.0
231,,GEO,ZAF,133.0,140.0,21477.0,21477.0,0.0
232,,WDUB,GLEN,155497.0,228381.0,9971582.0,9971582.0,0.0
233,,Accounting and Auditing Services,Entertainment Venues and Theaters,298.0,20.0,22000.0,22000.0,0.0
234,,655,475,1.0,13.0,10001.0,10001.0,0.0
235,,CDC Breastfeeding Report Card,"NVSS, Mortality",218.0,104.0,403984.0,403984.0,0.0
236,,WE,ND,78.0,26.0,11106.0,11106.0,0.0
237,3351.0,Curly Coat Retriever,Curly Coated Retriever,13.0,26.0,82545.0,82545.0,1.0
238,,COLS,WDUB,81219.0,50656.0,3313625.0,3313625.0,0.0
239,,Registered Nurses,Credit Analysts,31.0,467.0,374362.0,374362.0,0.0
240,,00936-6086,00921-1741,1.0,1.0,1351.0,1351.0,0.0
241,,Texas,Georgia,414.0,185.0,7930.0,7930.0,0.0
242,,Plus: Taxes less Subsidies on products,Accommodation and food service activities,3314.0,1311.0,61626.0,61626.0,0.0
243,2703.0,--,-,1.0,4.0,374362.0,374362.0,1.0
244,267.0,Healthcare Services;Restaurant/Food Services;Food and Beverage Production,Healthcare Services Restaurant/Food Services Food and Beverage Production,1.0,54.0,22000.0,22000.0,1.0
245,,"Chair Dance, Lap Dance",Casino Gaming,2.0,2.0,31212.0,31212.0,0.0
246,,SGP,PRT,2550.0,2863.0,463231.0,463231.0,0.0
247,68.0,MT,MONTANA,65.0,19.0,374362.0,374362.0,1.0
248,,PORTUGAL,MOLDOVA,72.0,40.0,374362.0,374362.0,0.0
249,,El Salvadoran colon,Turkish lira,108.0,20.0,100048.0,100048.0,0.0
250,,BAYF,EMBR,217895.0,310151.0,9971582.0,9971582.0,0.0
251,,Isle of Man,United States Minor Outlying Islands,405.0,74.0,515738.0,515738.0,0.0
252,,Catering,Secretarial Services,653.0,89.0,671205.0,671205.0,0.0
253,,Cea,SubComp,267.0,95.0,1518.0,1518.0,0.0
254,309.0,"Cincinnati, OH 45246","Cincinnati, OH",1.0,7.0,22000.0,22000.0,1.0
255,,"Traffic Safety, Office of","Water Resources Control Board, State",17.0,1357.0,346018.0,346018.0,0.0
256,,Mexico,Lesotho,298.0,368.0,48269.0,48269.0,0.0
257,,Disorderly Conduct,Homicide,3809.0,29.0,70964.0,70964.0,0.0
258,,tolar,sucre,213.0,216.0,100048.0,100048.0,0.0
259,,Sub-Saharan Africa,Latin America & Caribbean,48.0,42.0,263.0,263.0,0.0
260,,Bahrain,Russian Federation,414.0,232.0,80583.0,80583.0,0.0
261,366.0,Accounting and Auditing ServicesBusiness Services - OtherFinancial Services,Accounting and Auditing Services Business Services - Other Financial Services,2.0,1.0,22000.0,22000.0,1.0
262,,PSL,CH,2.0,21.0,24957.0,24957.0,0.0
263,,Romania,Burgundy,21.0,3980.0,129971.0,129971.0,0.0
264,,a1050000006Hp5l,a1050000005Q3Km,14.0,1.0,4861.0,4861.0,0.0
265,666.0,UT,UTAH,298.0,143.0,374362.0,374362.0,1.0
266,,Cayman Islands dollar,Algerian dinar,90.0,40.0,48269.0,48269.0,0.0
267,,LA,FL,19926.0,85977.0,768922.0,768922.0,0.0
268,,Hattiesburg,Pittsburgh,1.0,1.0,558.0,558.0,0.0
269,,steel,normal,24.0,105.0,801.0,801.0,0.0
270,,00659-1847,00909-1820,1.0,1.0,1351.0,1351.0,0.0
271,,Sudan,French Guiana,519.0,2246.0,1189482.0,1189482.0,0.0
272,4106.0,Mr.,MR.,16.0,3.0,374362.0,374362.0,1.0
273,,REED,GRESHAM - GRESHAM BUTTE,234.0,1.0,63279.0,63279.0,0.0
274,,ID Uncertain,field ID,33.0,3709.0,513373.0,513373.0,0.0
275,,Samoa,St. Martin (French part),1.0,1.0,269.0,269.0,0.0
276,354.0,"Santa Clara, CA","Santa Clara, CA 95054",2.0,1.0,22000.0,22000.0,1.0
277,4260.0,Slovak koruna,Slovak Koruna,25.0,22.0,48269.0,48269.0,1.0
278,,Drugs,Homicide,2668.0,27.0,61497.0,61497.0,0.0
279,,CZE,MHL,33.0,14.0,59228.0,59228.0,0.0
280,,APIS,ANRF,321.0,110.0,403984.0,403984.0,0.0
281,990.0,Statistical discrepancy,Statistical Discrepancy,312.0,148.0,227092.0,227092.0,1.0
282,,KOSOVO,AUSTRALIA,9.0,407.0,374362.0,374362.0,0.0
283,4478.0,MAINE,ME,239.0,162.0,374362.0,374362.0,1.0
284,,BMU;CHE,VGB;HKG,87.0,105.0,24957.0,24957.0,0.0
285,,IRREWARRA,POINT COOK,118.0,4935.0,158026.0,158026.0,0.0
286,,Prev,Nmbr,52.0,32419.0,403984.0,403984.0,0.0
287,,L06,Q01,22.0,6.0,1420.0,1420.0,0.0
288,,lempira,lev (re-denom. 1:1000),168.0,132.0,48269.0,48269.0,0.0
289,,mining_and_quarrying,wholesale_retail_trade_repair_of_motor_vehicles_motorcycles_and_personal_and_household_goods,9966.0,5867.0,225363.0,225363.0,0.0
290,,Cyprus,British Indian Ocean Territory,1.0,1.0,152.0,152.0,0.0
291,243.0,Russian rouble,Russian ruble,21.0,54.0,100048.0,100048.0,1.0
292,,ASHCREEK,GRESHAM - NORTH GRESHAM,97.0,12.0,59853.0,59853.0,0.0
293,,13,6,32.0,167.0,100048.0,100048.0,0.0
294,,ZAMBIA,HONDURAS,9.0,17.0,374362.0,374362.0,0.0
295,,OK,HI,6.0,4.0,558.0,558.0,0.0
296,,Robbery,Weapons,1281.0,405.0,73590.0,73590.0,0.0
297,,total_economy,private_households_with_employed_persons_p,71763.0,19964.0,595971.0,595971.0,0.0
298,,Closed Captioning on TV,Tower,835.0,208.0,943111.0,943111.0,0.0
299,253.0,bi,Bi-Weekly,9.0,20.0,374362.0,374362.0,1.0
300,,Vandalism,Stolen Property,6097.0,63.0,82958.0,82958.0,0.0
301,,"2,37",56,2.0,52.0,225363.0,225363.0,0.0
302,,"4,7","11,5",17.0,1.0,258.0,258.0,0.0
303,,Ghana,Slovenia,300.0,1316.0,61626.0,61626.0,0.0
304,,ID by expert from image,field ID by expert from photo,44316.0,187.0,513373.0,513373.0,0.0
305,,SAT,YAM,1.0,1.0,842.0,842.0,0.0
306,,health,education,5730.0,5230.0,100048.0,100048.0,0.0
307,,Lebanon,Democratic Republic of the Congo,390.0,411.0,81106.0,81106.0,0.0
308,,Wholesale and retail trade; repair of motor vehicles and motorcycles,"Electricity, gas, steam and air conditioning supply",1385.0,1312.0,61626.0,61626.0,0.0
309,,DE,KS,26.0,26.0,11106.0,11106.0,0.0
310,,nursing home gt 6,clinics-medic/dental,13.0,581.0,198900.0,198900.0,0.0
311,,Layer 2 Down,Prep,167.0,50.0,1301.0,1301.0,0.0
312,,Biotechnology,Computer Storage & Peripherals,7.0,2.0,505.0,505.0,0.0
313,4541.0,WV,WEST VIRGINIA,128.0,188.0,374362.0,374362.0,1.0
314,,SWE,TEA,1519.0,1519.0,401016.0,401016.0,0.0
315,,580,680,1208.0,1355.0,73590.0,73590.0,0.0
316,,Text Message,Live Voice,13502.0,151932.0,943111.0,943111.0,0.0
317,,MKD,LMY,1888.0,2235.0,463231.0,463231.0,0.0
318,,Burglary,Larceny,4029.0,21929.0,61779.0,61779.0,0.0
319,,352,911,2.0,751.0,59853.0,59853.0,0.0
320,,Agriculture (Women),Biodigester,804.0,128.0,779092.0,779092.0,0.0
321,2912.0,Hour,hr,7619.0,726.0,374362.0,374362.0,1.0
322,,WINCHELSEA,melville forest,616.0,25.0,158026.0,158026.0,0.0
323,,Property income,Subsidies on products,7579.0,5623.0,227092.0,227092.0,0.0
324,,Biotechnology/Pharmaceuticals; Engineering Services,Telecommunications ServicesComputer Software,1.0,1.0,22000.0,22000.0,0.0
325,,DC,SD,7352.0,7680.0,403984.0,403984.0,0.0
326,,Lilangeni,Costa Rican colon,179.0,342.0,100048.0,100048.0,0.0
327,,"Insurance, Department of",Governor's Office of Business and Economic Development,707.0,108.0,346018.0,346018.0,0.0
328,,Moroccan dirham,Cambodian riel,1.0,1.0,263.0,263.0,0.0
329,,Sint Maarten (Dutch part),Papua New Guinea,88.0,414.0,81106.0,81106.0,0.0
330,,Ivanhoe East,Bulla,57.0,1.0,34857.0,34857.0,0.0
331,,2401,2156,1.0,2.0,374362.0,374362.0,0.0
332,,Clothing Sales,Games,22339.0,238.0,671205.0,671205.0,0.0
333,,South Sudan,Tunisia,5144.0,4493.0,165808.0,165808.0,0.0
334,,SP.DYN.CONM.ZS,EN.HPT.THRD.NO,1172.0,1.0,463231.0,463231.0,0.0
335,,Ireland,Lancashire,87.0,2375.0,50000.0,50000.0,0.0
336,,finance jobs,security safety jobs,1793.0,660.0,50000.0,50000.0,0.0
337,,FIS,TMO,1.0,1.0,842.0,842.0,0.0
338,,Norway,Switzerland,414.0,414.0,81106.0,81106.0,0.0
