,index,w1,w2,count1,count2,total1,total2,isDuplicate
93,95,PENNSYLVANIA,PA,2352.0,3567.0,374362.0,374362.0,1.0
94,96,PR,PUERTO RICO,62.0,37.0,374362.0,374362.0,1.0
95,97,PUERTO RICO,PR,37.0,62.0,374362.0,374362.0,1.0
96,98,RI,RHODE ISLAND,353.0,193.0,374362.0,374362.0,1.0
97,99,RHODE ISLAND,RI,193.0,353.0,374362.0,374362.0,1.0
98,100,SC,SOUTH CAROLINA,608.0,308.0,374362.0,374362.0,1.0
99,101,SOUTH CAROLINA,SC,308.0,608.0,374362.0,374362.0,1.0
100,102,SD,SOUTH DAKOTA,103.0,66.0,374362.0,374362.0,1.0
101,103,SOUTH DAKOTA,SD,66.0,103.0,374362.0,374362.0,1.0
102,104,TN,TENNESSEE,1006.0,598.0,374362.0,374362.0,1.0
103,105,TENNESSEE,TN,598.0,1006.0,374362.0,374362.0,1.0
104,106,TX,TEXAS,12075.0,7581.0,374362.0,374362.0,1.0
105,107,TEXAS,TX,7581.0,12075.0,374362.0,374362.0,1.0
106,108,UT,UTAH,540.0,377.0,374362.0,374362.0,1.0
107,109,UTAH,UT,377.0,540.0,374362.0,374362.0,1.0
108,110,VA,VIRGINIA,4508.0,2780.0,374362.0,374362.0,1.0
109,111,VIRGINIA,VA,2780.0,4508.0,374362.0,374362.0,1.0
110,112,VT,VERMONT,53.0,42.0,374362.0,374362.0,1.0
111,113,VERMONT,VT,42.0,53.0,374362.0,374362.0,1.0
112,114,VIRGIN ISLANDS,VI,21.0,17.0,374362.0,374362.0,1.0
113,115,VI,VIRGIN ISLANDS,17.0,21.0,374362.0,374362.0,1.0
114,116,WA,WASHINGTON,8178.0,3413.0,374362.0,374362.0,1.0
115,117,WASHINGTON,WA,3413.0,8178.0,374362.0,374362.0,1.0
116,118,WV,WEST VIRGINIA,115.0,78.0,374362.0,374362.0,1.0
117,119,WEST VIRGINIA,WV,78.0,115.0,374362.0,374362.0,1.0
118,120,WI,WISCONSIN,1437.0,871.0,374362.0,374362.0,1.0
119,121,WISCONSIN,WI,871.0,1437.0,374362.0,374362.0,1.0
120,122,WY,WYOMING,36.0,14.0,374362.0,374362.0,1.0
121,123,WYOMING,WY,14.0,36.0,374362.0,374362.0,1.0
122,124,Euro,euro,10199.0,290.0,100048.0,100048.0,1.0
123,125,euro,Euro,290.0,10199.0,100048.0,100048.0,1.0
124,156,Swedish Krona,Swedish krona,999.0,610.0,100048.0,100048.0,1.0
125,157,Swedish krona,Swedish Krona,610.0,999.0,100048.0,100048.0,1.0
126,160,CFA franc,CFA Franc,867.0,208.0,100048.0,100048.0,1.0
127,161,CFA Franc,CFA franc,208.0,867.0,100048.0,100048.0,1.0
128,170,Forint,forint,765.0,496.0,100048.0,100048.0,1.0
129,171,forint,Forint,496.0,765.0,100048.0,100048.0,1.0
130,172,Rand,rand,752.0,558.0,100048.0,100048.0,1.0
131,173,rand,Rand,558.0,752.0,100048.0,100048.0,1.0
132,176,1999 NLG Euro / Euro,1999 NLG euro / euro,675.0,399.0,100048.0,100048.0,1.0
133,177,1999 NLG euro / euro,1999 NLG Euro / Euro,399.0,675.0,100048.0,100048.0,1.0
134,182,Pataca,pataca,588.0,282.0,100048.0,100048.0,1.0
135,183,pataca,Pataca,282.0,588.0,100048.0,100048.0,1.0
136,200,litas,Litas,396.0,286.0,100048.0,100048.0,1.0
137,201,Litas,litas,286.0,396.0,100048.0,100048.0,1.0
138,208,Estonian Kroon,Estonian kroon,330.0,208.0,100048.0,100048.0,1.0
139,209,Estonian kroon,Estonian Kroon,208.0,330.0,100048.0,100048.0,1.0
140,224,Slovak koruna,Slovak Koruna,234.0,228.0,100048.0,100048.0,1.0
141,225,Slovak Koruna,Slovak koruna,228.0,234.0,100048.0,100048.0,1.0
142,234,leone,Leone,144.0,105.0,100048.0,100048.0,1.0
143,235,Leone,leone,105.0,144.0,100048.0,100048.0,1.0
144,240,Zambian Kwacha,Zambia kwacha,78.0,20.0,100048.0,100048.0,1.0
145,241,Zambia kwacha,Zambian Kwacha,20.0,78.0,100048.0,100048.0,1.0
146,242,Russian ruble,Russian rouble,54.0,21.0,100048.0,100048.0,1.0
147,243,Russian rouble,Russian ruble,21.0,54.0,100048.0,100048.0,1.0
148,244,Year,yr,230591.0,19733.0,374362.0,374362.0,1.0
149,245,yr,Year,19733.0,230591.0,374362.0,374362.0,1.0
150,246,Hour,hr,7038.0,781.0,374362.0,374362.0,1.0
151,247,hr,Hour,781.0,7038.0,374362.0,374362.0,1.0
152,248,Week,wk,142.0,30.0,374362.0,374362.0,1.0
153,249,wk,Week,30.0,142.0,374362.0,374362.0,1.0
154,250,Month,mth,81.0,21.0,374362.0,374362.0,1.0
155,251,mth,Month,21.0,81.0,374362.0,374362.0,1.0
156,252,Bi-Weekly,bi,20.0,9.0,374362.0,374362.0,1.0
157,253,bi,Bi-Weekly,9.0,20.0,374362.0,374362.0,1.0
158,254,Open,open,1459.0,9.0,1518.0,1518.0,1.0
159,255,open,Open,9.0,1459.0,1518.0,1518.0,1.0
160,256,Healthcare Services,•   Healthcare Services,1919.0,3.0,22000.0,22000.0,1.0
161,257,•   Healthcare Services,Healthcare Services,3.0,1919.0,22000.0,22000.0,1.0
162,258,Business Services - Other,Business Services - OtherOther/Not Classified,410.0,6.0,22000.0,22000.0,1.0
163,259,Business Services - OtherOther/Not Classified,Business Services - Other,6.0,410.0,22000.0,22000.0,1.0
164,260,Telecommunications Services Computer/IT Services,Telecommunications Services; Computer/IT Services,1.0,1.0,22000.0,22000.0,1.0
165,261,Telecommunications Services; Computer/IT Services,Telecommunications Services Computer/IT Services,1.0,1.0,22000.0,22000.0,1.0
166,262,"Beaverton, OR","Beaverton, OR 97006",1.0,1.0,22000.0,22000.0,1.0
167,263,"Beaverton, OR 97006","Beaverton, OR",1.0,1.0,22000.0,22000.0,1.0
168,264,"Round Rock, TX","Round Rock, TX 78682",1.0,1.0,22000.0,22000.0,1.0
169,265,"Round Rock, TX 78682","Round Rock, TX",1.0,1.0,22000.0,22000.0,1.0
170,266,Healthcare Services Restaurant/Food Services Food and Beverage Production,Healthcare Services;Restaurant/Food Services;Food and Beverage Production,54.0,1.0,22000.0,22000.0,1.0
171,267,Healthcare Services;Restaurant/Food Services;Food and Beverage Production,Healthcare Services Restaurant/Food Services Food and Beverage Production,1.0,54.0,22000.0,22000.0,1.0
172,268,RetailAdvertising and PR ServicesBusiness Services - Other,Retail Advertising and PR Services Business Services - Other,36.0,8.0,22000.0,22000.0,1.0
173,269,Retail Advertising and PR Services Business Services - Other,RetailAdvertising and PR ServicesBusiness Services - Other,8.0,36.0,22000.0,22000.0,1.0
174,270,"Basking Ridge, NJ","Basking Ridge, NJ 07920",1.0,1.0,22000.0,22000.0,1.0
175,271,"Basking Ridge, NJ 07920","Basking Ridge, NJ",1.0,1.0,22000.0,22000.0,1.0
176,272,RetailAdvertising and PR ServicesManagement Consulting Services,Retail Advertising and PR Services Management Consulting Services,23.0,1.0,22000.0,22000.0,1.0
177,273,Retail Advertising and PR Services Management Consulting Services,RetailAdvertising and PR ServicesManagement Consulting Services,1.0,23.0,22000.0,22000.0,1.0
178,274,"Computer Software, Computer/IT Services",Computer SoftwareComputer/IT Services,22.0,16.0,22000.0,22000.0,1.0
179,275,Computer SoftwareComputer/IT Services,"Computer Software, Computer/IT Services",16.0,22.0,22000.0,22000.0,1.0
180,276,"Milwaukee, WI","Milwaukee, WI 53224",1.0,1.0,22000.0,22000.0,1.0
181,277,"Milwaukee, WI 53224","Milwaukee, WI",1.0,1.0,22000.0,22000.0,1.0
182,278,Computer HardwareComputer SoftwareComputer/IT Services,Computer Hardware Computer Software Computer/IT Services,18.0,11.0,22000.0,22000.0,1.0
183,279,Computer Hardware Computer Software Computer/IT Services,Computer HardwareComputer SoftwareComputer/IT Services,11.0,18.0,22000.0,22000.0,1.0
184,280,Advertising and PR ServicesManagement Consulting ServicesBusiness Services - Other,Advertising and PR Services Management Consulting Services Business Services - Other,18.0,17.0,22000.0,22000.0,1.0
185,281,Advertising and PR Services Management Consulting Services Business Services - Other,Advertising and PR ServicesManagement Consulting ServicesBusiness Services - Other,17.0,18.0,22000.0,22000.0,1.0
186,282,Construction - Industrial Facilities and InfrastructureConstruction - Residential & Commercial/Office,Construction - Industrial Facilities and Infrastructure; Construction - Residential & Commercial/Office,17.0,1.0,22000.0,22000.0,1.0
187,283,Construction - Industrial Facilities and Infrastructure; Construction - Residential & Commercial/Office,Construction - Industrial Facilities and InfrastructureConstruction - Residential & Commercial/Office,1.0,17.0,22000.0,22000.0,1.0
188,284,"Columbus, OH","Columbus, OH 43215",3.0,2.0,22000.0,22000.0,1.0
189,285,"Columbus, OH 43215","Columbus, OH",2.0,3.0,22000.0,22000.0,1.0
190,286,"Dallas, TX","Dallas, TX 75202",16.0,2.0,22000.0,22000.0,1.0
191,287,"Dallas, TX 75202","Dallas, TX",2.0,16.0,22000.0,22000.0,1.0
192,288,RetailAdvertising and PR ServicesOther/Not Classified,Retail Advertising and PR Services Other/Not Classified,15.0,5.0,22000.0,22000.0,1.0
193,289,Retail Advertising and PR Services Other/Not Classified,RetailAdvertising and PR ServicesOther/Not Classified,5.0,15.0,22000.0,22000.0,1.0
194,290,Biotechnology/PharmaceuticalsManufacturing - OtherMedical Devices and Supplies,Biotechnology/Pharmaceuticals; Manufacturing - Other; Medical Devices and Supplies,14.0,1.0,22000.0,22000.0,1.0
195,291,Biotechnology/Pharmaceuticals; Manufacturing - Other; Medical Devices and Supplies,Biotechnology/PharmaceuticalsManufacturing - OtherMedical Devices and Supplies,1.0,14.0,22000.0,22000.0,1.0
196,292,"Elk Grove Village, IL","Elk Grove Village, IL 60016",1.0,1.0,22000.0,22000.0,1.0
197,293,"Elk Grove Village, IL 60016","Elk Grove Village, IL",1.0,1.0,22000.0,22000.0,1.0
198,294,"Sunnyvale, CA","Sunnyvale, CA 94086",1.0,1.0,22000.0,22000.0,1.0
199,295,"Sunnyvale, CA 94086","Sunnyvale, CA",1.0,1.0,22000.0,22000.0,1.0
200,296,Automotive and Parts MfgManufacturing - Other,Automotive and Parts Mfg; Manufacturing - Other,12.0,1.0,22000.0,22000.0,1.0
201,297,Automotive and Parts Mfg; Manufacturing - Other,Automotive and Parts MfgManufacturing - Other,1.0,12.0,22000.0,22000.0,1.0
202,298,Telecommunications Services Advertising and PR Services Business Services - Other,Telecommunications ServicesAdvertising and PR ServicesBusiness Services - Other,11.0,4.0,22000.0,22000.0,1.0
203,299,Telecommunications ServicesAdvertising and PR ServicesBusiness Services - Other,Telecommunications Services Advertising and PR Services Business Services - Other,4.0,11.0,22000.0,22000.0,1.0
204,300,Biotechnology/PharmaceuticalsHealthcare ServicesMedical Devices and Supplies,Biotechnology/Pharmaceuticals; Healthcare Services; Medical Devices and Supplies,9.0,1.0,22000.0,22000.0,1.0
205,301,Biotechnology/Pharmaceuticals; Healthcare Services; Medical Devices and Supplies,Biotechnology/PharmaceuticalsHealthcare ServicesMedical Devices and Supplies,1.0,9.0,22000.0,22000.0,1.0
206,302,Advertising and PR ServicesBusiness Services - OtherOther/Not Classified,Advertising and PR ServicesBusiness Services - Other,11.0,9.0,22000.0,22000.0,1.0
207,303,Advertising and PR ServicesBusiness Services - Other,Advertising and PR ServicesBusiness Services - OtherOther/Not Classified,9.0,11.0,22000.0,22000.0,1.0
208,304,InsuranceFinancial Services,Insurance; Financial Services,8.0,2.0,22000.0,22000.0,1.0
209,305,Insurance; Financial Services,InsuranceFinancial Services,2.0,8.0,22000.0,22000.0,1.0
210,306,"Houston, TX","Houston, TX 77055",7.0,2.0,22000.0,22000.0,1.0
211,307,"Houston, TX 77055","Houston, TX",2.0,7.0,22000.0,22000.0,1.0
212,308,"Cincinnati, OH","Cincinnati, OH 45246",7.0,1.0,22000.0,22000.0,1.0
213,309,"Cincinnati, OH 45246","Cincinnati, OH",1.0,7.0,22000.0,22000.0,1.0
214,310,"Falls Church, VA","Falls Church, VA 22042",1.0,1.0,22000.0,22000.0,1.0
215,311,"Falls Church, VA 22042","Falls Church, VA",1.0,1.0,22000.0,22000.0,1.0
216,312,"Redmond, WA","Redmond, WA 98052",6.0,1.0,22000.0,22000.0,1.0
217,313,"Redmond, WA 98052","Redmond, WA",1.0,6.0,22000.0,22000.0,1.0
218,314,RetailManagement Consulting ServicesBusiness Services - Other,Retail Management Consulting Services Business Services - Other,6.0,1.0,22000.0,22000.0,1.0
219,315,Retail Management Consulting Services Business Services - Other,RetailManagement Consulting ServicesBusiness Services - Other,1.0,6.0,22000.0,22000.0,1.0
220,316,Restaurant/Food ServicesFood and Beverage Production,Restaurant/Food Services Food and Beverage Production,5.0,3.0,22000.0,22000.0,1.0
221,317,Restaurant/Food Services Food and Beverage Production,Restaurant/Food ServicesFood and Beverage Production,3.0,5.0,22000.0,22000.0,1.0
222,318,RetailAdvertising and PR Services,Retail; Advertising and PR Services,5.0,1.0,22000.0,22000.0,1.0
223,319,Retail; Advertising and PR Services,RetailAdvertising and PR Services,1.0,5.0,22000.0,22000.0,1.0
224,320,Healthcare ServicesNonprofit Charitable OrganizationsOther/Not Classified,Healthcare Services; Nonprofit Charitable Organizations; Other/Not Classified,5.0,1.0,22000.0,22000.0,1.0
225,321,Healthcare Services; Nonprofit Charitable Organizations; Other/Not Classified,Healthcare ServicesNonprofit Charitable OrganizationsOther/Not Classified,1.0,5.0,22000.0,22000.0,1.0
226,322,Retail; Advertising and PR Services; Restaurant/Food Services,RetailAdvertising and PR ServicesRestaurant/Food Services,5.0,3.0,22000.0,22000.0,1.0
227,323,RetailAdvertising and PR ServicesRestaurant/Food Services,Retail; Advertising and PR Services; Restaurant/Food Services,3.0,5.0,22000.0,22000.0,1.0
228,324,RetailRental ServicesRestaurant/Food Services,Retail; Rental Services; Restaurant/Food Services,4.0,1.0,22000.0,22000.0,1.0
229,325,Retail; Rental Services; Restaurant/Food Services,RetailRental ServicesRestaurant/Food Services,1.0,4.0,22000.0,22000.0,1.0
230,326,InsuranceHealthcare Services,Insurance Healthcare Services,4.0,1.0,22000.0,22000.0,1.0
231,327,Insurance Healthcare Services,InsuranceHealthcare Services,1.0,4.0,22000.0,22000.0,1.0
232,328,AllAdvertising and PR ServicesBusiness Services - Other,All;Advertising and PR Services;Business Services - Other,4.0,1.0,22000.0,22000.0,1.0
233,329,All;Advertising and PR Services;Business Services - Other,AllAdvertising and PR ServicesBusiness Services - Other,1.0,4.0,22000.0,22000.0,1.0
234,330,"Atlanta, GA","Atlanta, GA 30301",4.0,1.0,22000.0,22000.0,1.0
235,331,"Atlanta, GA 30301","Atlanta, GA",1.0,4.0,22000.0,22000.0,1.0
236,332,Advertising and PR Services Sports and Physical Recreation Business Services - Other,Advertising and PR ServicesSports and Physical RecreationBusiness Services - Other,1.0,1.0,22000.0,22000.0,1.0
237,333,Advertising and PR ServicesSports and Physical RecreationBusiness Services - Other,Advertising and PR Services Sports and Physical Recreation Business Services - Other,1.0,1.0,22000.0,22000.0,1.0
238,334,Advertising and PR ServicesManagement Consulting ServicesOther/Not Classified,Advertising and PR Services Management Consulting Services Other/Not Classified,4.0,2.0,22000.0,22000.0,1.0
239,335,Advertising and PR Services Management Consulting Services Other/Not Classified,Advertising and PR ServicesManagement Consulting ServicesOther/Not Classified,2.0,4.0,22000.0,22000.0,1.0
240,336,Aerospace and DefenseGovernment and Military,Aerospace and Defense; Government and Military,3.0,1.0,22000.0,22000.0,1.0
241,337,Aerospace and Defense; Government and Military,Aerospace and DefenseGovernment and Military,1.0,3.0,22000.0,22000.0,1.0
242,338,"Minnetonka, MN","Minnetonka, MN 55343",1.0,1.0,22000.0,22000.0,1.0
243,339,"Minnetonka, MN 55343","Minnetonka, MN",1.0,1.0,22000.0,22000.0,1.0
244,340,Automotive and Parts Mfg;Automotive Sales and Repair Services,Automotive and Parts Mfg Automotive Sales and Repair Services,3.0,1.0,22000.0,22000.0,1.0
245,341,Automotive and Parts Mfg Automotive Sales and Repair Services,Automotive and Parts Mfg;Automotive Sales and Repair Services,1.0,3.0,22000.0,22000.0,1.0
246,342,Restaurant/Food ServicesFood and Beverage ProductionOther/Not Classified,Restaurant/Food Services;Food and Beverage Production;Other/Not Classified,3.0,2.0,22000.0,22000.0,1.0
247,343,Restaurant/Food Services;Food and Beverage Production;Other/Not Classified,Restaurant/Food ServicesFood and Beverage ProductionOther/Not Classified,2.0,3.0,22000.0,22000.0,1.0
248,344,Biotechnology/PharmaceuticalsMedical Devices and Supplies,Biotechnology/Pharmaceuticals;Medical Devices and Supplies,3.0,1.0,22000.0,22000.0,1.0
249,345,Biotechnology/Pharmaceuticals;Medical Devices and Supplies,Biotechnology/PharmaceuticalsMedical Devices and Supplies,1.0,3.0,22000.0,22000.0,1.0
250,346,Manufacturing - OtherMedical Devices and Supplies,Manufacturing - Other; Medical Devices and Supplies,3.0,1.0,22000.0,22000.0,1.0
251,347,Manufacturing - Other; Medical Devices and Supplies,Manufacturing - OtherMedical Devices and Supplies,1.0,3.0,22000.0,22000.0,1.0
252,348,"Eden Prairie, MN","Eden Prairie, MN 55344",2.0,1.0,22000.0,22000.0,1.0
253,349,"Eden Prairie, MN 55344","Eden Prairie, MN",1.0,2.0,22000.0,22000.0,1.0
254,350,Retail;Advertising and PR Services;Sports and Physical Recreation,Retail Advertising and PR Services Sports and Physical Recreation,2.0,1.0,22000.0,22000.0,1.0
255,351,Retail Advertising and PR Services Sports and Physical Recreation,Retail;Advertising and PR Services;Sports and Physical Recreation,1.0,2.0,22000.0,22000.0,1.0
256,352,"New York, NY","New York, NY 10012",2.0,1.0,22000.0,22000.0,1.0
257,353,"New York, NY 10012","New York, NY",1.0,2.0,22000.0,22000.0,1.0
258,354,"Santa Clara, CA","Santa Clara, CA 95054",2.0,1.0,22000.0,22000.0,1.0
259,355,"Santa Clara, CA 95054","Santa Clara, CA",1.0,2.0,22000.0,22000.0,1.0
260,356,"Milpitas, CA 95035","Milpitas, CA 95134",2.0,1.0,22000.0,22000.0,1.0
261,357,"Milpitas, CA 95134","Milpitas, CA 95035",1.0,2.0,22000.0,22000.0,1.0
262,358,Healthcare ServicesStaffing/Employment AgenciesComputer/IT Services,Healthcare Services Staffing/Employment Agencies Computer/IT Services,2.0,1.0,22000.0,22000.0,1.0
263,359,Healthcare Services Staffing/Employment Agencies Computer/IT Services,Healthcare ServicesStaffing/Employment AgenciesComputer/IT Services,1.0,2.0,22000.0,22000.0,1.0
264,360,Energy and Utilities; Engineering Services,Energy and Utilities Engineering Services,2.0,1.0,22000.0,22000.0,1.0
265,361,Energy and Utilities Engineering Services,Energy and Utilities; Engineering Services,1.0,2.0,22000.0,22000.0,1.0
266,362,"Omaha, NE","Omaha, NE 68124",2.0,1.0,22000.0,22000.0,1.0
267,363,"Omaha, NE 68124","Omaha, NE",1.0,2.0,22000.0,22000.0,1.0
268,364,RetailTelecommunications ServicesAdvertising and PR Services,Retail;Telecommunications Services;Advertising and PR Services,2.0,1.0,22000.0,22000.0,1.0
269,365,Retail;Telecommunications Services;Advertising and PR Services,RetailTelecommunications ServicesAdvertising and PR Services,1.0,2.0,22000.0,22000.0,1.0
270,366,Accounting and Auditing ServicesBusiness Services - OtherFinancial Services,Accounting and Auditing Services Business Services - Other Financial Services,2.0,1.0,22000.0,22000.0,1.0
271,367,Accounting and Auditing Services Business Services - Other Financial Services,Accounting and Auditing ServicesBusiness Services - OtherFinancial Services,1.0,2.0,22000.0,22000.0,1.0
272,368,"Austin, TX","Austin, TX 78701",2.0,1.0,22000.0,22000.0,1.0
273,369,"Austin, TX 78701","Austin, TX",1.0,2.0,22000.0,22000.0,1.0
274,370,"Northbrook, IL 60062","Northbrook, IL",3.0,2.0,22000.0,22000.0,1.0
275,371,"Northbrook, IL","Northbrook, IL 60062",2.0,3.0,22000.0,22000.0,1.0
276,372,InsuranceAccounting and Auditing ServicesFinancial Services,Insurance; Accounting and Auditing Services; Financial Services,2.0,1.0,22000.0,22000.0,1.0
277,373,Insurance; Accounting and Auditing Services; Financial Services,InsuranceAccounting and Auditing ServicesFinancial Services,1.0,2.0,22000.0,22000.0,1.0
278,374,Metals and MineralsManufacturing - Other,Metals and Minerals; Manufacturing - Other,2.0,1.0,22000.0,22000.0,1.0
279,375,Metals and Minerals; Manufacturing - Other,Metals and MineralsManufacturing - Other,1.0,2.0,22000.0,22000.0,1.0
280,376,Manufacturing - Other;Food and Beverage Production,Manufacturing - OtherFood and Beverage Production,2.0,1.0,22000.0,22000.0,1.0
281,377,Manufacturing - OtherFood and Beverage Production,Manufacturing - Other;Food and Beverage Production,1.0,2.0,22000.0,22000.0,1.0
