,w1,w2,count1,count2,total1,total2,isDuplicate
26,Brewers and wine and other beverage machine operators,Hand packers and other manufacturing laborers,5.0,291.0,41544.0,41544.0,0.0
27,Gross fixed capital formation (including Acquisitions less disposals of valuables),Gross capital formation,9043.0,9043.0,79422.0,79422.0,0.0
28,Zimbabwe,United Arab Emirates,18.0,525.0,59228.0,59228.0,0.0
29,Maldives,Palau,392.0,383.0,81106.0,81106.0,0.0
30,"Singles, Friends, Social Network, Enjoying Life",Dice Games,3.0,1.0,31212.0,31212.0,0.0
31,FOREST PARK,HAZELWOOD,148.0,3315.0,59853.0,59853.0,0.0
32,Venezuela (Bolivarian Republic of),Aruba,414.0,404.0,81106.0,81106.0,0.0
33,Round of 16,Play-off for third place,72.0,2.0,4572.0,4572.0,0.0
34,Forgery,Embezzlement,935.0,186.0,59853.0,59853.0,0.0
35,LO3,151,2.0,20.0,61281.0,61281.0,0.0
36,IM,FI,1.0,209.0,151623.0,151623.0,0.0
37,OAKL,POWL,166850.0,317369.0,9971582.0,9971582.0,0.0
38,Somalia,Ukraine,412.0,234.0,81106.0,81106.0,0.0
39,eu,fi,9.0,176.0,85881.0,85881.0,0.0
40,DWRW,SUNDERLAND,2.0,136.0,63279.0,63279.0,0.0
41,NH,PA,80.0,1005.0,21112.0,21112.0,0.0
42,tan,flame,20.0,1.0,29421.0,29421.0,0.0
43,Kentucky,District of Columbia,48.0,32.0,2720.0,2720.0,0.0
44,Stolen Property,Arson,90.0,344.0,80256.0,80256.0,0.0
45,SCH,GRO,1.0,1.0,842.0,842.0,0.0
46,Mexico,Republic of Moldova,701.0,60.0,68023.0,68023.0,0.0
47,FRA,TUR,140.0,128.0,21477.0,21477.0,0.0
48,MR,MK,683.0,1168.0,151623.0,151623.0,0.0
49,Russia,Taiwan Province of China,1.0,1.0,155.0,155.0,0.0
50,Munich,Rome,2995.0,5949.0,125527.0,125527.0,0.0
51,Financial Services,Healthcare Services Other/Not Classified,124.0,107.0,22000.0,22000.0,0.0
52,Glen Eira City Council,Greater Dandenong City Council,2006.0,314.0,34857.0,34857.0,0.0
53,New-York-Real-Estate-Investors-Association,SF-BASE,2.0,1.0,5807.0,5807.0,0.0
54,MontmelÌ_,Baku,1.0,1.0,73.0,73.0,0.0
55,IN,AL,11237.0,1934.0,671205.0,671205.0,0.0
56,GB,NZ,8758.0,355.0,108129.0,108129.0,0.0
57,HP5,550,1.0,862.0,61281.0,61281.0,0.0
58,Oklahoma,Rhode Island,135.0,49.0,10621.0,10621.0,0.0
59,Special Category Request (SCR),Emergency Purchase,677.0,10186.0,346018.0,346018.0,0.0
60,gross_capital_formation,imports_of_goods_and_services,9043.0,9089.0,79422.0,79422.0,0.0
61,Tonga,Viet Nam,46.0,46.0,9237.0,9237.0,0.0
62,Swaziland,Viet Nam,368.0,368.0,73645.0,73645.0,0.0
63,housing_water_electricity_gas_and_other_fuels,food_and_non_alcoholic_beverages,5830.0,5520.0,100048.0,100048.0,0.0
64,LVA,MDG,136.0,125.0,21477.0,21477.0,0.0
65,Gross Domestic Product (GDP),Imports of goods and services,9234.0,9192.0,81106.0,81106.0,0.0
66,655,475,1.0,13.0,10001.0,10001.0,0.0
67,Convention Hall,Union Club,260.0,1.0,806179.0,806179.0,0.0
68,U01,I09,8.0,8.0,1420.0,1420.0,0.0
69,ANRF,APIS,110.0,321.0,403984.0,403984.0,0.0
70,Manzanilla-Sanlúcar de Barrameda,Friuli,5.0,18.0,129971.0,129971.0,0.0
71,KO,TD,70940.0,2466.0,387427.0,387427.0,0.0
72,Georgia,New Jersey,4594.0,13708.0,359836.0,359836.0,0.0
73,Tinta Roriz,Picapoll,15.0,3.0,150930.0,150930.0,0.0
74,agriculture_forestry_and_fishing,public_administration_and_defence_education_human_health_and_social_work_activities,3093.0,2861.0,68023.0,68023.0,0.0
75,Second Year High School,Grade 6,2104.0,237.0,41544.0,41544.0,0.0
76,Australia,Estonia,368.0,208.0,73646.0,73646.0,0.0
77,Cr,Dr,97.0,3267.0,198900.0,198900.0,0.0
78,Community & Environment,Parents & Family,20.0,7.0,602.0,602.0,0.0
79,Romania,Montenegro,1387.0,601.0,151623.0,151623.0,0.0
80,ghost,bug,27.0,72.0,801.0,801.0,0.0
81,BHS;GBR,VGB;LUX,1.0,1.0,24957.0,24957.0,0.0
82,CATEGORY 1,Dog (Free Registration),1894.0,2.0,158026.0,158026.0,0.0
83,Iraq,Burundi,412.0,379.0,81106.0,81106.0,0.0
84,642,630,1167.0,467.0,61281.0,61281.0,0.0
85,GEF Medium Sized Program,Global Environment Project,149.0,5121.0,151623.0,151623.0,0.0
86,1,"1,32",3221.0,12.0,227092.0,227092.0,0.0
87,Pennsylvania,Minnesota,1005.0,463.0,21112.0,21112.0,0.0
88,LAW OFFICES OF BRIAN W. OH,Immigration Coordinator,1.0,1.0,374362.0,374362.0,0.0
89,"6,3","8,7",4.0,1.0,258.0,258.0,0.0
90,HOMESTEAD,BEAVERTON - FIVE OAKS 3C,222.0,2.0,61281.0,61281.0,0.0
91,GRESHAM - NORTHWEST GRESH,PARKROSE,4.0,1013.0,61497.0,61497.0,0.0
92,CVD6_1,CVD3_1,2610.0,1332.0,403984.0,403984.0,0.0
93,CAN,OLD,11605.0,4003.0,403984.0,403984.0,0.0
94,"3,3","9,9",1.0,1.0,258.0,258.0,0.0
95,SABIN,WILKES,246.0,453.0,59853.0,59853.0,0.0
96,BULK,RECYCLING - PAPER,30976.0,32162.0,564403.0,564403.0,0.0
97,financial_corporations_survey_banking_survey_foreign_assets,central_bank_monetary_authorities_liabilities_included_in_definition_of_money,790.0,24769.0,884244.0,884244.0,0.0
98,Santa Monica Mountains Conservancy,"Environmental Health Hazard Assessment, Office of",16.0,424.0,346018.0,346018.0,0.0
99,NZD,SEK,339.0,454.0,63465.0,63465.0,0.0
100,00928-2876,00791-9487,1.0,1.0,1351.0,1351.0,0.0
101,Nigeria,Viet Nam,76.0,20.0,59228.0,59228.0,0.0
102,DOM,EGY,10.0,25.0,2772.0,2772.0,0.0
103,GUY,NZL,3.0,165.0,59228.0,59228.0,0.0
104,CONC,UCTY,73438.0,63649.0,3313625.0,3313625.0,0.0
105,EG,G,4281.0,51164.0,277131.0,277131.0,0.0
106,Yarra City Council,Stonnington City Council,1186.0,1460.0,34857.0,34857.0,0.0
107,TFYR Macedonian Denar,New Turkish lira,602.0,561.0,227092.0,227092.0,0.0
108,South West Highlands,Blantyre City,1.0,1.0,2772.0,2772.0,0.0
109,Greenland,Turkmenistan,46.0,26.0,9234.0,9234.0,0.0
110,New Mexico,California,50.0,1178.0,10621.0,10621.0,0.0
111,WE,ND,78.0,26.0,11106.0,11106.0,0.0
112,AvgAnnNmbr,USD,832.0,321.0,403984.0,403984.0,0.0
113,P15,V15,7.0,8.0,1420.0,1420.0,0.0
114,TCD,ROU,23.0,48.0,6285.0,6285.0,0.0
115,MH,VI,2.0,403.0,3324.0,3324.0,0.0
116,Year plan closed,Other Deductions,1.0,1.0,280.0,280.0,0.0
117,56,"2,37",52.0,2.0,225363.0,225363.0,0.0
118,BROOKLYN,FAR SOUTHWEST,381.0,94.0,61779.0,61779.0,0.0
119,complete,revoked,97077.0,50.0,198900.0,198900.0,0.0
120,"social and personal services"".",Industries,1.0,224044.0,225363.0,225363.0,0.0
121,"GUIANA, FRENCH",BULGARIA,94.0,5547.0,884244.0,884244.0,0.0
122,001S,046C,11.0,1.0,198900.0,198900.0,0.0
123,Australia,6,3828.0,12.0,100048.0,100048.0,0.0
124,plus_taxes_on_products,manufacturing,3685.0,10604.0,223379.0,223379.0,0.0
125,ARNOLD CREEK,ALAMEDA,44.0,189.0,64618.0,64618.0,0.0
126,Certified-Expired,Certified,148586.0,181933.0,374362.0,374362.0,0.0
127,real_estate_renting_and_business_activities,equals_gross_domestic_product,6167.0,13580.0,223379.0,223379.0,0.0
128,gas_coke,direct_use_of_solar_thermal_heat,365.0,3649.0,1189482.0,1189482.0,0.0
129,E_320,E_D119,52.0,52.0,11106.0,11106.0,0.0
130,EGY,BRA,8.0,8.0,15736.0,15736.0,0.0
131,Alaska,Hawaii,32.0,16.0,2720.0,2720.0,0.0
132,Weapons,Liquor Laws,446.0,1648.0,82958.0,82958.0,0.0
133,"NGOs and UN peacekeeping operations.""",Public administration and defence; compulsory social security,1.0,9976.0,225363.0,225363.0,0.0
134,NV,DE,2.0,2.0,558.0,558.0,0.0
135,Hunter College,Palacio Anhembi,7.0,2.0,21607.0,21607.0,0.0
136,Household consumption expenditure (including Non-profit institutions serving households),Final consumption expenditure,9043.0,9089.0,79422.0,79422.0,0.0
137,CS,TS,18.0,3.0,24957.0,24957.0,0.0
138,Mauritania,India,1.0,1.0,155.0,155.0,0.0
139,Wood Container and Pallet Manufacturing,Custom Computer Programming Services,1.0,4100.0,374362.0,374362.0,0.0
140,560,660,757.0,874.0,61281.0,61281.0,0.0
141,OFTA Film Award,PGA Hall of Fame - Motion Pictures,6.0,1.0,331.0,331.0,0.0
142,fmcg jobs,strategy consultancy jobs,1018.0,785.0,50000.0,50000.0,0.0
143,Larceny,Vandalism,19515.0,5113.0,59853.0,59853.0,0.0
144,q23FrameExpressJS,q13EmpMeasTakeHomeProject,1.0,1.0,452.0,452.0,0.0
145,KENTON,KING,1078.0,1244.0,73590.0,73590.0,0.0
146,Includes Information and Communication.,All data for GDP and its components refer to preliminary data for this year.,1.0,2.0,68023.0,68023.0,0.0
147,Office of State Printing (OSP),Master Service Agreement,812.0,15.0,346018.0,346018.0,0.0
148,Casablanca-Curicó Valley,Andalucia,1.0,200.0,150930.0,150930.0,0.0
149,Alliance of Women Film Journalists,"Golden Camera, Germany",2.0,1.0,331.0,331.0,0.0
150,Wyoming,Tennessee,16.0,48.0,2720.0,2720.0,0.0
151,Montenegro,Mauritania,1519.0,1519.0,401016.0,401016.0,0.0
152,Revenue Agreements,Emergency Contract,61.0,7913.0,346018.0,346018.0,0.0
153,MAC,ITA,1.0,1.0,269.0,269.0,0.0
154,Runaway,Disorderly Conduct,1512.0,4046.0,61779.0,61779.0,0.0
155,ITA,CYP,109.0,232.0,59228.0,59228.0,0.0
156,Adjustment for the change in net equity of households on pension funds,Plus: Taxes less Subsidies on products,4097.0,5576.0,227092.0,227092.0,0.0
157,Personal and Domestic Services,Published Products,255.0,5276.0,346018.0,346018.0,0.0
158,Korean Martial Arts,Outdoor Sports,1.0,1.0,31212.0,31212.0,0.0
159,Mount Helen,wando vale,1049.0,4.0,158026.0,158026.0,0.0
160,Trailblazers-Entrepreneurs-Innovators,One-Thousand-and-One-Nights-in-Chicago,3.0,1.0,5807.0,5807.0,0.0
161,96319-0076,00804-1626,1.0,1.0,1973.0,1973.0,0.0
162,Bosnia and Herzegovina,New Zealand,360.0,1048.0,61626.0,61626.0,0.0
163,win_B,draw,40994.0,24772.0,387427.0,387427.0,0.0
164,Colombia,Lesotho,414.0,413.0,81106.0,81106.0,0.0
165,GRESHAM - ROCKWOOD GROUP,IRVINGTON,114.0,539.0,73590.0,73590.0,0.0
166,Trespass,Motor Vehicle Theft,2805.0,3449.0,61497.0,61497.0,0.0
167,Home Improvement Retail,Casinos & Gaming,2.0,1.0,505.0,505.0,0.0
168,Relay and Industrial Control Manufacturing,All Other Miscellaneous Chemical Product and Preparation Manufacturing,10.0,6.0,374362.0,374362.0,0.0
169,Personal Use,Health,36385.0,9223.0,671205.0,671205.0,0.0
170,SPAIN,ROMANIA,526.0,400.0,374362.0,374362.0,0.0
171,ITA,MAC,1.0,1.0,269.0,269.0,0.0
172,Berlin,Shizuoka,6.0,3.0,4572.0,4572.0,0.0
173,00802-3407,00802-6252,1.0,2.0,1973.0,1973.0,0.0
174,Avesso,Códega do Larinho,3.0,3.0,150930.0,150930.0,0.0
175,NPR,MZN,710.0,3482.0,671205.0,671205.0,0.0
176,Small Fair Hall,Avery Fisher Hall,8.0,235073.0,806179.0,806179.0,0.0
177,water_supply_sewerage_waste_management_and_remediation_activities,education,1009.0,1158.0,61626.0,61626.0,0.0
178,RICH,FRMT,213479.0,238059.0,9971582.0,9971582.0,0.0
179,RUS,JPN,1.0,1.0,2031.0,2031.0,0.0
180,Singapore,Malta,46.0,46.0,9234.0,9234.0,0.0
181,Buckinghamshire,Lincolnshire,971.0,227.0,50000.0,50000.0,0.0
182,Hertfordshire,Dunbartonshire,1212.0,20.0,50000.0,50000.0,0.0
183,Vermont,District of Columbia,10.0,41.0,10621.0,10621.0,0.0
184,Cinema for Peace Award,Showmanship Award,3.0,1.0,331.0,331.0,0.0
185,CENTENNIAL,GRESHAM - KELLY CREEK,2650.0,2.0,70964.0,70964.0,0.0
186,Tajikistan,Timor-Leste,19580.0,2690.0,671205.0,671205.0,0.0
187,Sex Offenses,Liquor Laws,404.0,2904.0,61281.0,61281.0,0.0
188,Y11a,Y12,3.0,32.0,2150.0,2150.0,0.0
189,PER,UGA,609.0,304.0,15736.0,15736.0,0.0
190,Photography,Tech,5.0,100.0,602.0,602.0,0.0
191,HLDUST,T12,1.0,52.0,11106.0,11106.0,0.0
192,Australia and New Zealand,Southeastern Asia,2.0,9.0,157.0,157.0,0.0
193,IN,HI,14929.0,2104.0,943111.0,943111.0,0.0
194,IC.FRM.BNKS.ZS,SP.ADO.TFRT,6.0,56.0,373.0,373.0,0.0
195,Myanmar,Norway,78.0,132.0,151623.0,151623.0,0.0
196,730,850,1270.0,1586.0,70964.0,70964.0,0.0
197,Iceland,Australia,856.0,1053.0,61626.0,61626.0,0.0
198,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2010","Core Welfare Indicator Questionnaire Survey (CWIQ), 2012",1.0,1.0,263.0,263.0,0.0
199,520,152,1219.0,2.0,80256.0,80256.0,0.0
200,TRY,PYG,1703.0,11898.0,671205.0,671205.0,0.0
201,New Mexico,Rhode Island,32.0,48.0,2720.0,2720.0,0.0
202,GIN,ISL,25.0,24.0,6285.0,6285.0,0.0
203,ringgit,1999 DEM euro / euro,260.0,184.0,320551.0,320551.0,0.0
204,39,29,3.0,5.0,191325.0,191325.0,0.0
205,Paraguay,Portugal,1.0,1.0,155.0,155.0,0.0
206,Safety Studies,Procurement Technical Assistance,154.0,3186.0,151623.0,151623.0,0.0
207,MS,MD,217.0,371.0,21112.0,21112.0,0.0
208,CA,IE,3736.0,111.0,108129.0,108129.0,0.0
209,Iowa,Oregon,1.0,1.0,52.0,52.0,0.0
210,PB2,130,2.0,10.0,61779.0,61779.0,0.0
211,Austria,Puerto Rico,368.0,368.0,73646.0,73646.0,0.0
212,Mexico,USA,16.0,15.0,4572.0,4572.0,0.0
213,United Arab Emirates,The former Yugoslav Republic of Macedonia,414.0,234.0,81106.0,81106.0,0.0
214,Iceland,Zanzibar,2375.0,9.0,215337.0,215337.0,0.0
215,WV,TN,32.0,48.0,2720.0,2720.0,0.0
216,demolitions,wall or painted sign,600.0,511.0,198900.0,198900.0,0.0
217,Syrah-Carignan,Tokay Pinot Gris,1.0,4.0,150930.0,150930.0,0.0
218,Singapore dollar,Hong Kong dollar,1944.0,1190.0,68023.0,68023.0,0.0
219,"11,50","21,22",3.0,22.0,223379.0,223379.0,0.0
220,POWELHST-GILBRT,LAURELHURST,2437.0,211.0,61497.0,61497.0,0.0
221,Croatia,Italy,178.0,217.0,8406.0,8406.0,0.0
222,Missouri,Los Angeles County,80.0,16.0,2720.0,2720.0,0.0
223,Senegal,Poland,737.0,1236.0,215337.0,215337.0,0.0
224,Harari,Cauca Y Nariðo Sin Litoral,1.0,1.0,2772.0,2772.0,0.0
225,BR,GU,1.0,2.0,161.0,161.0,0.0
226,Faeroe Islands,Liechtenstein,2096.0,415.0,1189482.0,1189482.0,0.0
227,Discrepancy with equivalent item in Table 1.2 (Gross domestic product by expenditures at constant prices).,"Refers to Electricity, gas and water supply, and waste management.",2.0,1.0,68023.0,68023.0,0.0
228,field ID,ID Uncertain,3709.0,33.0,513373.0,513373.0,0.0
229,PL,CC,44.0,189.0,24957.0,24957.0,0.0
230,central_government_cash_receipts,financial_corporations_survey_banking_survey_capital_and_unclassified_liabilities,6493.0,1570.0,884244.0,884244.0,0.0
231,HI,AL,7755.0,21188.0,768922.0,768922.0,0.0
232,Faeroe Islands,31,142.0,1.0,48269.0,48269.0,0.0
233,W60,520,1.0,1180.0,73590.0,73590.0,0.0
234,MNE,MLI,33.0,24.0,6285.0,6285.0,0.0
235,822,921,3163.0,1159.0,82958.0,82958.0,0.0
236,ELIOT,MONTAVILLA,961.0,1560.0,63279.0,63279.0,0.0
237,Minnesota,Mississippi,1.0,1.0,52.0,52.0,0.0
238,Group 4,Final,55.0,20.0,4572.0,4572.0,0.0
239,final_consumption_expenditure,exports_of_goods_and_services,9234.0,9213.0,81106.0,81106.0,0.0
240,Iraq/United Nations,Angola/Burundi/Central African Republic/Democratic Republic of Congo/Kenya/Republic of Congo/Rwanda/Sudan/Tanzania/Uganda/Zambia/(African Great Lakes),2.0,2.0,1518.0,1518.0,0.0
241,phone xchnge/equip,day care home lt 7,36.0,9.0,198900.0,198900.0,0.0
242,Meadows,Rounds,2.0,9.0,34857.0,34857.0,0.0
243,FRA,SMR,1519.0,1519.0,401016.0,401016.0,0.0
244,Delaware,California,35.0,7319.0,48722.0,48722.0,0.0
245,IA,VI,7040.0,89.0,943111.0,943111.0,0.0
246,Ukraine,Guatemala,63.0,186.0,15736.0,15736.0,0.0
247,Velodrome Municipale,El Molinon,1.0,3.0,4572.0,4572.0,0.0
248,R5WX,R4W1,33.0,33.0,2117.0,2117.0,0.0
249,Qatar riyal,Togrog,873.0,1546.0,227092.0,227092.0,0.0
250,GRESHAM - CENTENNIAL EAST,BRIDLEMILE,17.0,113.0,73590.0,73590.0,0.0
251,28,"6,30",5.0,1.0,100048.0,100048.0,0.0
252,Wisconsin,Louisiana,48.0,96.0,2720.0,2720.0,0.0
253,hr jobs,general insurance jobs,1366.0,854.0,50000.0,50000.0,0.0
254,Silvaner,Syrah-Cabernet,39.0,15.0,129971.0,129971.0,0.0
255,Iran,Papua New Guinea,1086.0,14.0,515738.0,515738.0,0.0
256,RTD,SD,9065.0,11323.0,387427.0,387427.0,0.0
257,Albania,Yemen,1934.0,2313.0,671205.0,671205.0,0.0
258,CASTANER,CIALES,2.0,3.0,1351.0,1351.0,0.0
259,Self-employed wihout any employee,Worked for government/government corporation,13766.0,2820.0,41544.0,41544.0,0.0
260,New York,Indiana,16621.0,7566.0,359836.0,359836.0,0.0
261,BR,HT,284.0,3618.0,671205.0,671205.0,0.0
262,Rosso del Salento,Fleurieu Peninsula,1.0,10.0,150930.0,150930.0,0.0
263,Illinois,Wisconsin,1.0,1.0,52.0,52.0,0.0
264,Lithuania,Germany,1.0,1.0,155.0,155.0,0.0
265,Morocco,Switzerland,9.0,22.0,4572.0,4572.0,0.0
266,South Carolina,New York,1.0,1.0,52.0,52.0,0.0
267,SSAN,SFIA,1.0,1.0,46.0,46.0,0.0
268,R1W6,R2Y3,33.0,33.0,2117.0,2117.0,0.0
269,"Inspector General, Office of the","Planning and Research, Governor's Office of",128.0,83.0,346018.0,346018.0,0.0
270,Trincadeira,Verdil,26.0,1.0,129971.0,129971.0,0.0
271,110,510,19.0,1131.0,73590.0,73590.0,0.0
272,DC.DAC.GBRL.CD,DT.NFL.WHOL.CD,995.0,26.0,463231.0,463231.0,0.0
273,Vandalism,Prostitution,4933.0,242.0,63279.0,63279.0,0.0
274,domestic shorthair/manx,domestic shorthair/maine coon,1.0,1.0,29421.0,29421.0,0.0
275,LOVELY BANKS,HIGHTON,434.0,3244.0,158026.0,158026.0,0.0
276,Poland,Hungary,317.0,378.0,48269.0,48269.0,0.0
277,Short Hills Bench,Mendocino-Lake County-Napa,2.0,2.0,150930.0,150930.0,0.0
278,641,10,695.0,4.0,61497.0,61497.0,0.0
279,Gary,Glenview,1.0,1.0,24591.0,24591.0,0.0
280,Lesotho,Mexico,368.0,298.0,48269.0,48269.0,0.0
281,405,040H,6.0,3.0,198900.0,198900.0,0.0
282,VA,ME,29568.0,3294.0,943111.0,943111.0,0.0
283,Seychelles rupee,dong,360.0,500.0,61626.0,61626.0,0.0
284,161,530,43.0,1387.0,70964.0,70964.0,0.0
285,Germany FR,Germany,1.0,3.0,20.0,20.0,0.0
286,Breed Specific,pink,4058.0,2.0,29421.0,29421.0,0.0
287,ca,aa,49.0,1.0,85881.0,85881.0,0.0
288,SOUTH AFRICA,SWEDEN,695.0,447.0,374362.0,374362.0,0.0
289,ALC,CVD,27697.0,62678.0,403984.0,403984.0,0.0
290,Local_05,Local_11,59.0,2.0,439.0,439.0,0.0
291,X13,R1X7,33.0,33.0,2117.0,2117.0,0.0
292,NJ,CA,28520.0,117835.0,943111.0,943111.0,0.0
293,X12,Y09,32.0,33.0,2150.0,2150.0,0.0
294,SSAN,LAKE,154804.0,236214.0,9971582.0,9971582.0,0.0
295,Ohio,New Jersey,80.0,48.0,2720.0,2720.0,0.0
296,HIC,KOR,3530.0,3180.0,463231.0,463231.0,0.0
297,"Chemistry Teachers, Postsecondary",First-Line Supervisors/Managers of Food Preparation and Serving Workers,246.0,34.0,374362.0,374362.0,0.0
298,972,PDX,1366.0,9.0,73590.0,73590.0,0.0
299,"1,9","11,20",19.0,2.0,227092.0,227092.0,0.0
300,Liquor Laws,Weapons,1648.0,446.0,82958.0,82958.0,0.0
301,Libya,Kenya,368.0,368.0,72485.0,72485.0,0.0
302,gross_fixed_capital_formation,imports_of_goods,14766.0,8041.0,191325.0,191325.0,0.0
303,Life Sciences Tools & Services,Construction Materials,2.0,2.0,505.0,505.0,0.0
304,HR,VC,1381.0,135.0,151623.0,151623.0,0.0
305,CENTRAL BEAVERTON,CULLY,1.0,1693.0,80256.0,80256.0,0.0
306,Malawi,Panama,1054.0,323.0,151623.0,151623.0,0.0
307,Uganda,Cyprus,248.0,1510.0,68023.0,68023.0,0.0
308,Weekender ($15 plus tax),24-Hour-Online (Austin B-cycle),566.0,737.0,649231.0,649231.0,0.0
309,Netherlands,Austria,1804.0,2542.0,100048.0,100048.0,0.0
310,Vadászterem [Hunters Hall] in the Hungarian Parliament,Bruno Walter Auditorium,9.0,176.0,806179.0,806179.0,0.0
311,Primetime Emmy,ACCA,10.0,7.0,331.0,331.0,0.0
312,orange tiger,tan,1.0,5.0,29421.0,29421.0,0.0
313,MX,US,172.0,43129.0,63465.0,63465.0,0.0
314,630,151,1213.0,13.0,82958.0,82958.0,0.0
315,Kazakh tenge,Indonesian rupiah,1.0,1.0,263.0,263.0,0.0
316,RIC,FMO,1.0,1.0,842.0,842.0,0.0
317,Pharmacy Aides,Print Binding and Finishing Workers,2.0,7.0,374362.0,374362.0,0.0
318,Bulgaria,Nigeria,46.0,46.0,9234.0,9234.0,0.0
319,E_D213,E_HOR,52.0,1.0,11106.0,11106.0,0.0
320,Australia,Germany,1519.0,1519.0,401016.0,401016.0,0.0
321,Maine,Nevada,32.0,32.0,2720.0,2720.0,0.0
322,gross_capital_formation,collective_consumption_expenditure,14322.0,5496.0,188939.0,188939.0,0.0
323,Iceland krona,Kuwaiti dinar,1.0,1.0,263.0,263.0,0.0
324,"Black, non-Hispanic",Hispanic,49324.0,49324.0,403984.0,403984.0,0.0
325,Quito Cabify Lite,Quito Cabify Executive,400.0,88.0,32366.0,32366.0,0.0
326,South Asia,Afghanistan,83.0,5006.0,151623.0,151623.0,0.0
327,Staffordshire,Gwent,479.0,128.0,50000.0,50000.0,0.0
328,Rapel Valley,Villány,249.0,57.0,150930.0,150930.0,0.0
329,HUNGARY,CAYMAN ISLANDS,4454.0,21.0,884244.0,884244.0,0.0
330,Martinsville,South Deerfield,1.0,1.0,558.0,558.0,0.0
331,Pennsylvania,Oklahoma,1.0,1.0,52.0,52.0,0.0
332,QAT,IMN;CHE,1.0,1.0,2031.0,2031.0,0.0
333,Franchise Tax Board,"Energy Commission, California",5921.0,873.0,346018.0,346018.0,0.0
334,730,550,1361.0,823.0,61779.0,61779.0,0.0
335,Changes in inventories,Final consumption expenditure,6958.0,9234.0,80583.0,80583.0,0.0
336,EAST ASIA AND PACIFIC,OTHER,23617.0,75.0,151623.0,151623.0,0.0
337,J05,L02,19.0,10.0,1420.0,1420.0,0.0
338,Cuba,"China, Hong Kong SAR",46.0,46.0,9234.0,9234.0,0.0
339,Snellville,Mechanicsville,1.0,1.0,24591.0,24591.0,0.0
340,E_120,E_D304,52.0,52.0,11106.0,11106.0,0.0
341,LAURELHURST,BEAUMONT-WILSHR,243.0,211.0,61281.0,61281.0,0.0
342,157,36,12.0,10.0,10001.0,10001.0,0.0
343,W20,902,10.0,1153.0,64618.0,64618.0,0.0
344,Light Brindle,Ginger/Red,10.0,1.0,82545.0,82545.0,0.0
345,CHINA/OLD TOWN,HILLSDALE,3243.0,229.0,61497.0,61497.0,0.0
346,USA,BMU;IMN,24.0,1.0,2031.0,2031.0,0.0
347,Minnesota,Connecticut,112.0,64.0,2720.0,2720.0,0.0
348,10,Chile,5.0,262.0,100048.0,100048.0,0.0
349,15/10/2010,22/03/2013,45.0,45.0,8190.0,8190.0,0.0
350,"Museum of Modern Art, The",Gaillard Municipal Auditorium,160.0,19.0,806179.0,806179.0,0.0
351,day care home 7 - 12,nursing home lte 6,4.0,5.0,198900.0,198900.0,0.0
352,GLEN,WDUB,228381.0,155497.0,9971582.0,9971582.0,0.0
353,Morocco,England,4.0,35.0,4572.0,4572.0,0.0
354,New York City,Illinois,64.0,64.0,2720.0,2720.0,0.0
355,PLEASANT VALLEY,GRESHAM - NORTH GRESHAM,370.0,6.0,61497.0,61497.0,0.0
356,Private households with employed persons,Health and social work,5203.0,4576.0,225363.0,225363.0,0.0
357,Germany,Uruguay,2452.0,92.0,150930.0,150930.0,0.0
