,w1,w2,count1,count2,total1,total2,isDuplicate
35,503,503,3.0,2.0,374362.0,374362.0,1.0
36,Runaway,Sex Offenses,2313.0,593.0,80256.0,80256.0,0.0
37,EUC,MLM,947.0,55.0,610676.0,610676.0,0.0
38,Oklahoma,Rhode Island,135.0,49.0,10621.0,10621.0,0.0
39,U. S. dollar,U.S. dollar,1.0,15.0,263.0,263.0,1.0
40,839,412,1.0,13.0,10001.0,10001.0,0.0
41,2242,2242,32.0,7.0,374362.0,374362.0,1.0
42,Kidnap,Vandalism,32.0,6960.0,70964.0,70964.0,0.0
43,GRESHAM - HOLLYBROOK,PEARL,2.0,1149.0,64618.0,64618.0,0.0
44,106,106,58.0,64.0,374362.0,374362.0,1.0
45,LLOYD,HILLSDALE,1941.0,361.0,70964.0,70964.0,0.0
46,Angola,Former Yugoslavia,368.0,168.0,73646.0,73646.0,0.0
47,Burundi,Eritrea,7396.0,408.0,165808.0,165808.0,0.0
48,Assistant,Assisstant,18.0,1.0,374362.0,374362.0,1.0
49,general_government_final_consumption_expenditure,exports_of_services,14224.0,9155.0,188939.0,188939.0,0.0
50,1249,1249,2.0,1.0,374362.0,374362.0,1.0
51,967,550,1.0,19.0,10001.0,10001.0,0.0
52,Attorney at Law/Partner,"Attorney at Law, Partner",11.0,1.0,374362.0,374362.0,1.0
53,Montreal Protocol,Institutional Development Fund,82.0,1770.0,151623.0,151623.0,0.0
54,"Esq., Attorney at Law","Esq., Attorney-At-Law",2.0,3.0,374362.0,374362.0,1.0
55,Sr. Associate Attorney,Senior Associate Attorney,38.0,912.0,374362.0,374362.0,1.0
56,C,BLDG E,226.0,1.0,198900.0,198900.0,0.0
57,Motor Vehicle Theft,Arson,3283.0,273.0,61281.0,61281.0,0.0
58,GOOSE HOLLOW,SOUTHWEST HILLS,530.0,123.0,61779.0,61779.0,0.0
59,VI,ME,58.0,7.0,2483304.0,2483304.0,0.0
60,Monaco Grand Prix,Japanese Grand Prix,65.0,34.0,997.0,997.0,0.0
61,MD,MS,371.0,217.0,21112.0,21112.0,0.0
62,New Zealand dollar,New Zealand dollar,901.0,147.0,61626.0,61626.0,1.0
63,bi,Bi-Weekly,5.0,23.0,374362.0,374362.0,1.0
64,q21CoreCompFrameworkProf,q23FrameEmber,1.0,1.0,452.0,452.0,0.0
65,Mali,Malta,368.0,368.0,73646.0,73646.0,0.0
66,Niger,Dominican Republic,368.0,368.0,72485.0,72485.0,0.0
67,Macedonia,Slovenia,16.0,94.0,150930.0,150930.0,0.0
68,5506,5506,18.0,8.0,374362.0,374362.0,1.0
69,ARB,OCC,982.0,25.0,610676.0,610676.0,0.0
70,VI,VIRGIN ISLANDS,18.0,53.0,374362.0,374362.0,1.0
71,Pakistan,Monaco,46.0,46.0,9237.0,9237.0,0.0
72,#NULL!,Queue,163.0,19808.0,25090.0,25090.0,0.0
73,New Mexico,Maine,1.0,1.0,52.0,52.0,0.0
74,Huntington Beach,Santa Ana,1.0,1.0,24591.0,24591.0,0.0
75,SBD,KGS,554.0,5424.0,671205.0,671205.0,0.0
76,1225,1225,2.0,1.0,374362.0,374362.0,1.0
77,Trespass,Prostitution,2785.0,309.0,59853.0,59853.0,0.0
78,Manufacturing (ISIC D),"Transport, storage and communication (ISIC I)",9192.0,9188.0,73646.0,73646.0,0.0
79,Syrian Arab Republic,Turks and Caicos Islands,368.0,368.0,72485.0,72485.0,0.0
80,SF-BASE,New-York-Real-Estate-Investors-Association,1.0,2.0,5807.0,5807.0,0.0
81,SFIA,PHIL,89351.0,64097.0,3313625.0,3313625.0,0.0
82,expense_LumpSumBenefits,PVFNC_EE,1.0,1.0,280.0,280.0,0.0
83,HUL,ALB,1.0,1.0,842.0,842.0,0.0
84,electricity_gas_and_water_supply,agriculture_hunting_and_related_service_activities,10479.0,3722.0,225363.0,225363.0,0.0
85,New Zealand Dollars,New Zealand dollar,129.0,131.0,48269.0,48269.0,1.0
86,Pennsylvania,Mississippi,24.0,24.0,1224.0,1224.0,0.0
87,329,329,1.0,1.0,374362.0,374362.0,1.0
88,Chad,Hungary,289.0,1043.0,215337.0,215337.0,0.0
89,Apache/2.2.22,Apache/2.4.25,5.0,6.0,1781.0,1781.0,0.0
90,Mixed Chorus,Vocal preparation,1.0,1.0,56194.0,56194.0,0.0
91,USD,SGD,43129.0,114.0,63465.0,63465.0,0.0
92,recreation_and_culture,less_direct_purchases_in_domestic_market_by_non_residents,5260.0,3826.0,100048.0,100048.0,0.0
93,Rape,Offenses Against Family,188.0,50.0,61281.0,61281.0,0.0
94,69667,69667,10.0,6.0,374362.0,374362.0,1.0
95,Festival Theatre,Festival Theater,4.0,8.0,806179.0,806179.0,1.0
96,607,607,7.0,12.0,374362.0,374362.0,1.0
97,Armenia,South Africa,229.0,414.0,80583.0,80583.0,0.0
98,2323,2323,2.0,1.0,374362.0,374362.0,1.0
99,Indiana,Kentucky,209.0,111.0,10621.0,10621.0,0.0
100,R4Y1,R3Y1,33.0,33.0,2117.0,2117.0,0.0
101,Sweden,Former Czechoslovakia,414.0,153.0,80583.0,80583.0,0.0
102,Peddler,Others,851.0,127.0,41544.0,41544.0,0.0
103,Administrative and support service activities,Real estate activities,860.0,2974.0,68023.0,68023.0,0.0
104,9144,9144,1.0,1.0,374362.0,374362.0,1.0
105,Estonian Kroon,Estonian kroon,165.0,63.0,48269.0,48269.0,1.0
106,Cashflow101Club,Fiction-Addiction-NY,12.0,2.0,5807.0,5807.0,0.0
107,MS,VA,16.0,48.0,2720.0,2720.0,0.0
108,Chilean peso,Chilean peso,77.0,83.0,48269.0,48269.0,1.0
109,1100,1100,2.0,7.0,374362.0,374362.0,1.0
110,Post and telecommunications,Less: Subsidies on products,3448.0,3611.0,225363.0,225363.0,0.0
111,"27,62,63","57,149",14.0,3.0,595971.0,595971.0,0.0
112,HI,AL,7755.0,21188.0,768922.0,768922.0,0.0
113,1113,1113,1.0,3.0,374362.0,374362.0,1.0
114,Hungary,England,231.0,9.0,150930.0,150930.0,0.0
115,Average Benefit,Total Benefits,1.0,1.0,280.0,280.0,0.0
116,216,216,10.0,4.0,374362.0,374362.0,1.0
117,Human Capital Contracts,Mobile transactions - capital growth loan.,11.0,60.0,779092.0,779092.0,0.0
118,6015,6015,11.0,7.0,374362.0,374362.0,1.0
119,013K,025C,1.0,40.0,198900.0,198900.0,0.0
120,NLD,GUM,1519.0,1519.0,401016.0,401016.0,0.0
121,897,396,1.0,16.0,10001.0,10001.0,0.0
122,"Community and Social Service Specialists, All Other","Community and Social Service Specialists, All Other*",4.0,1.0,374362.0,374362.0,1.0
123,splice_acceptor_variant&coding_sequence_variant&intron_variant,stop_gained&protein_altering_variant,8.0,1.0,65188.0,65188.0,0.0
124,NE,CO,104.0,26.0,11106.0,11106.0,0.0
125,NORTHERN MARIANA ISLANDS,MP,22.0,51.0,374362.0,374362.0,1.0
126,LEGAL REPRESENTATIVE,Legal Representative,5.0,4.0,374362.0,374362.0,1.0
127,United Arab Emirates,Yemen: Former Democratic Yemen,46.0,21.0,9237.0,9237.0,0.0
128,MISSISSIPPI,MS,459.0,163.0,374362.0,374362.0,1.0
129,00936-6086,00921-1741,1.0,1.0,1351.0,1351.0,0.0
130,351,142,3.0,2.0,61497.0,61497.0,0.0
131,Danish krone,Danish Krone,509.0,318.0,48269.0,48269.0,1.0
132,96950-7773,00820-6001,1.0,1.0,1973.0,1973.0,0.0
133,108,"23,26",27.0,1.0,595971.0,595971.0,0.0
134,2907,2907,1.0,1.0,374362.0,374362.0,1.0
135,less_subsidies_on_products,memorandum_item_fisim_if_distributed_to_uses,2862.0,362.0,223379.0,223379.0,0.0
136,IRVINGTON,CATHEDRAL PARK,463.0,466.0,59853.0,59853.0,0.0
137,Immigration Consultant,IMMIGRATION CONSULTANT,9.0,5.0,374362.0,374362.0,1.0
138,MS,MISSISSIPPI,163.0,459.0,374362.0,374362.0,1.0
139,Portugal,Ireland,183.0,216.0,8406.0,8406.0,0.0
140,NETHERLANDS ANTILLES,VIETNAM,1.0,2249.0,374362.0,374362.0,0.0
141,Lesotho,Mexico,368.0,298.0,48269.0,48269.0,0.0
142,"Radio, Television, and Other Electronics Stores","Corporate, Subsidiary, and Regional Managing Offices",6.0,21.0,374362.0,374362.0,0.0
143,L09,N02,2.0,12.0,1420.0,1420.0,0.0
144,E_D304,E_120,52.0,52.0,11106.0,11106.0,0.0
145,Bolivia,Vanuatu,8806.0,4.0,671205.0,671205.0,0.0
146,882,W31,535.0,2.0,61779.0,61779.0,0.0
147,Asian,American Indian or Alaska Native,3.0,1.0,466566.0,466566.0,0.0
148,N06,S04,14.0,18.0,1420.0,1420.0,0.0
149,CLAM,BIOS,1319.0,791.0,610676.0,610676.0,0.0
150,R5WX,R4W1,33.0,33.0,2117.0,2117.0,0.0
151,Hardturm,Franken-Stadion,5.0,5.0,4572.0,4572.0,0.0
152,"China, Macao SAR",Turkey,2576.0,12526.0,1189482.0,1189482.0,0.0
153,ID,IDAHO,312.0,336.0,374362.0,374362.0,1.0
154,Andorra,State of Palestine,46.0,46.0,9234.0,9234.0,0.0
155,Estonia,Australia,208.0,368.0,73646.0,73646.0,0.0
156,Belgium,Bahrain,3647.0,837.0,215337.0,215337.0,0.0
157,"Wholesale and retail trade, transportation and storage, accommodation and food service activities (G+H+I)","Public administration and defence, education, human health and social work activities (O+P+Q)",6631.0,6268.0,320551.0,320551.0,0.0
158,loti,loti,96.0,272.0,48269.0,48269.0,1.0
159,Zambia,Saint Vincent and the Grenadines,98.0,118.0,100048.0,100048.0,0.0
160,NZD,DKK,355.0,196.0,108129.0,108129.0,0.0
161,ARKANSAS,AR,533.0,759.0,374362.0,374362.0,1.0
162,Saudi Arabia,Republic of Moldova,658.0,60.0,61626.0,61626.0,0.0
163,Brazil,Belgium,26.0,25.0,4572.0,4572.0,0.0
164,Vina Del Mar,Fortaleza,8.0,8.0,4572.0,4572.0,0.0
165,Snellville,Mechanicsville,1.0,1.0,24591.0,24591.0,0.0
166,T51,URE,52.0,5.0,11106.0,11106.0,0.0
167,Brazil,Portugal,410.0,414.0,80583.0,80583.0,0.0
168,ART1_1,CAN6_1,4404.0,156.0,403984.0,403984.0,0.0
169,Sierra Foothills,Sonoma,1462.0,9028.0,129971.0,129971.0,0.0
170,5407,5407,47.0,23.0,374362.0,374362.0,1.0
171,6092,6092,7.0,12.0,374362.0,374362.0,1.0
172,204,932,4.0,853.0,59853.0,59853.0,0.0
173,Other specialized managers,Other government associate professionals,6.0,7.0,41544.0,41544.0,0.0
174,Administrative and support service activities,"Equals: VALUE ADDED, GROSS, at basic prices",894.0,3390.0,61626.0,61626.0,0.0
175,Age-adjusted Mean,Local control of the regulation of alcohol outlet density,10875.0,109.0,403984.0,403984.0,0.0
176,Maine,Maryland,32.0,64.0,2720.0,2720.0,0.0
177,less_compensation_of_employees_to_the_rest_of_the_world,less_capital_transfers_to_the_rest_of_the_world,4354.0,4825.0,215337.0,215337.0,0.0
178,BMU;CYM;HKG,SLV,1.0,2.0,24957.0,24957.0,0.0
179,00914-6601,00936-0136,1.0,1.0,1351.0,1351.0,0.0
180,7701,7701,246.0,256.0,374362.0,374362.0,1.0
181,Estimate,Actual,8.0,110.0,263.0,263.0,0.0
182,Chile,El Salvador,46.0,46.0,9237.0,9237.0,0.0
183,CHL,FRA,109.0,505.0,59228.0,59228.0,0.0
184,NORTHERN MARIANA ISLANDS,MP,5.0,34.0,374362.0,374362.0,1.0
185,South Africa,Nigeria,61.0,20.0,15736.0,15736.0,0.0
186,35,35,2.0,7.0,374362.0,374362.0,1.0
187,ZAMBIA,PALESTINE,34.0,9.0,374362.0,374362.0,0.0
188,E_102,AVERAG,52.0,1.0,11106.0,11106.0,0.0
189,MDA,HND,1.0,18.0,2772.0,2772.0,0.0
190,RUSSELL,POWELHST-GILBRT,397.0,2576.0,64618.0,64618.0,0.0
191,28,28,1.0,4.0,374362.0,374362.0,1.0
192,Y08,R1Z1,33.0,33.0,2117.0,2117.0,0.0
193,land_transport_transport_via_pipelines_water_transport_air_transport_supporting_and_auxiliary_transport_activities_activities_of_travel_agencies,hotels_and_restaurants,3356.0,5912.0,223379.0,223379.0,0.0
194,5677,5677,11.0,12.0,374362.0,374362.0,1.0
195,Services,Education,45140.0,31013.0,671205.0,671205.0,0.0
196,NIC,TZA,17.0,9.0,2772.0,2772.0,0.0
197,a1050000002XXXT,a1050000000QbWq,39.0,15.0,4861.0,4861.0,0.0
198,Denver,Vermont,32.0,32.0,2720.0,2720.0,0.0
199,12,12,95.0,106.0,374362.0,374362.0,1.0
200,203,203,81.0,118.0,374362.0,374362.0,1.0
201,Slovakia,Bulgaria,3.0,77.0,150930.0,150930.0,0.0
202,forestry_and_logging_02,arts_entertainment_and_recreation_r,5432.0,10996.0,320551.0,320551.0,0.0
203,157,36,12.0,10.0,10001.0,10001.0,0.0
204,201,201,91.0,149.0,374362.0,374362.0,1.0
205,CONC,OAKL,220966.0,149759.0,9971582.0,9971582.0,0.0
206,SST,MAC,1519.0,1519.0,401016.0,401016.0,0.0
207,Layer 2 Up,Repositioning,233.0,96.0,1301.0,1301.0,0.0
208,Bug,Dragon,69.0,32.0,800.0,800.0,0.0
209,R1X7,X13,33.0,33.0,2117.0,2117.0,0.0
210,878,878,1.0,3.0,374362.0,374362.0,1.0
211,270,270,198.0,174.0,374362.0,374362.0,1.0
212,Sugar production machine operators,Secretaries,8.0,52.0,41544.0,41544.0,0.0
213,Connecticut,Illinois,7353.0,7354.0,403984.0,403984.0,0.0
214,BEAUMONT-WILSHR,PARKROSE HGTS,208.0,392.0,61779.0,61779.0,0.0
215,B-NO CLASS,I-TRIVIAL,41.0,1139.0,571153.0,571153.0,0.0
216,MISSOURI,MO,414.0,639.0,374362.0,374362.0,1.0
217,Rancagua,Rosario,7.0,6.0,4572.0,4572.0,0.0
218,9,"6,4",1.0,4.0,258.0,258.0,0.0
219,Slamming (change of your carrier without permission),Hearing Aid Compatibility of Wireline Phones,1070.0,47.0,943111.0,943111.0,0.0
220,Cambodia,Cameroon,567.0,109.0,15736.0,15736.0,0.0
221,CAN6_1,ART1_1,156.0,4404.0,403984.0,403984.0,0.0
222,Turkmenistan,Greenland,26.0,46.0,9234.0,9234.0,0.0
223,ND,WE,26.0,78.0,11106.0,11106.0,0.0
224,England,Israel,27.0,3.0,4572.0,4572.0,0.0
225,Dog (Declared Menacing),Dog (Non Std),1.0,316.0,158026.0,158026.0,0.0
226,202,202,139.0,76.0,374362.0,374362.0,1.0
227,Pennsylvania,New Mexico,1960.0,272.0,48722.0,48722.0,0.0
228,Japan,Czechoslovakia,7.0,20.0,4572.0,4572.0,0.0
229,Bhutan,Chad,442.0,294.0,191325.0,191325.0,0.0
230,"Therapists, All Other","Therapists, All Other*",2.0,3.0,374362.0,374362.0,1.0
231,FL,KS,75794.0,7146.0,943111.0,943111.0,0.0
232,plus_taxes_on_products,wholesale_and_retail_trade_repair_of_motor_vehicles_and_motorcycles,2232.0,1391.0,61626.0,61626.0,0.0
233,1154,1154,1.0,1.0,374362.0,374362.0,1.0
234,AST5_1,RPH3_0,4350.0,55.0,403984.0,403984.0,0.0
235,730,540,1155.0,1050.0,61281.0,61281.0,0.0
236,Turkey,Belize,4.0,8.0,15736.0,15736.0,0.0
237,ATTORNEY &GENERAL COUNSEL,ATTORNEY & GENERAL COUNSEL,21.0,313.0,374362.0,374362.0,1.0
238,A,H,45932.0,89565.0,150684.0,150684.0,0.0
239,2547,2547,10.0,5.0,374362.0,374362.0,1.0
240,655,655,2.0,2.0,374362.0,374362.0,1.0
241,Rwanda,Micronesia (Federated States of),368.0,368.0,73645.0,73645.0,0.0
242,NJ,NEW JERSEY,13864.0,16271.0,374362.0,374362.0,1.0
243,BUCKMAN-WEST,ROSE CITY PARK,1165.0,441.0,59853.0,59853.0,0.0
244,Weapons,Sex Offenses,359.0,501.0,70964.0,70964.0,0.0
245,Saudi Arabia,Korea DPR,7.0,4.0,4572.0,4572.0,0.0
246,Somalia,Algeria,25232.0,5309.0,165808.0,165808.0,0.0
247,agriculture_hunting_forestry_fishing_isic_a_b,manufacturing_isic_d,9142.0,9192.0,73646.0,73646.0,0.0
248,PA,962,28.0,1238.0,61281.0,61281.0,0.0
249,Nigeria,Bulgaria,46.0,46.0,9234.0,9234.0,0.0
250,ground,poison,32.0,32.0,801.0,801.0,0.0
251,CZ,AU,1067.0,146550.0,2483304.0,2483304.0,0.0
252,equals_gross_domestic_product,arts_entertainment_and_recreation,4627.0,884.0,68023.0,68023.0,0.0
253,CY,5C,60.0,1.0,24957.0,24957.0,0.0
254,Barbados,Uzbekistan,368.0,208.0,73646.0,73646.0,0.0
255,8603,8603,3.0,1.0,374362.0,374362.0,1.0
256,human_health_and_social_work_activities,fishing_and_aquaculture,1161.0,857.0,61626.0,61626.0,0.0
257,Mexican Grand Prix,Portuguese Grand Prix,19.0,16.0,997.0,997.0,0.0
258,3600,3600,2.0,1.0,374362.0,374362.0,1.0
259,District of Columbia,Dallas,32.0,16.0,2720.0,2720.0,0.0
260,unspecified_mix_of_hydrofluorocarbons_hfcs_and_perfluorocarbons_pfcs_emissions_in_kilotonne_co2_equivalent,greenhouse_gas_ghgs_emissions_without_land_use_land_use_change_and_forestry_lulucf_in_kilotonne_co2_equivalent,75.0,1074.0,8406.0,8406.0,0.0
261,OREGON,OR,2723.0,1630.0,374362.0,374362.0,1.0
262,WI,MA,48.0,48.0,2720.0,2720.0,0.0
263,Clos Saint-Denis,Del Veneto,6.0,1.0,150930.0,150930.0,0.0
264,3303,3303,10.0,9.0,374362.0,374362.0,1.0
265,ALASKA,AK,56.0,53.0,374362.0,374362.0,1.0
266,Other Benefits,% in International Equities,1.0,1.0,280.0,280.0,0.0
267,PQ,LC,2.0,1.0,161.0,161.0,0.0
268,LATVIA,SAUDI ARABIA,70.0,66.0,374362.0,374362.0,0.0
269,4591,4591,2.0,1.0,374362.0,374362.0,1.0
270,Equatorial Guinea,United Kingdom of Great Britain and Northern Ireland,414.0,414.0,80583.0,80583.0,0.0
271,VND,SRD,10843.0,223.0,671205.0,671205.0,0.0
272,"Water supply; sewerage, waste management and remediation activities",Financial and insurance activities,966.0,3089.0,68023.0,68023.0,0.0
273,COMMERCIAL,PIER 2,10.0,1.0,198900.0,198900.0,0.0
274,h,t,23980.0,3580.0,34857.0,34857.0,0.0
275,BLDG 3,STORE,4.0,1.0,198900.0,198900.0,0.0
276,Illinois,Florida,24093.0,1608.0,359836.0,359836.0,0.0
277,31358,31358,1.0,3.0,374362.0,374362.0,1.0
278,"16,24","6,42",1.0,14.0,595971.0,595971.0,0.0
279,228,228,16.0,17.0,374362.0,374362.0,1.0
280,miscellaneous_goods_and_services,equals_household_final_consumption_expenditure,5364.0,7250.0,100048.0,100048.0,0.0
281,6516,6516,9.0,2.0,374362.0,374362.0,1.0
282,TOB5_0,CVD5_0,162.0,2610.0,403984.0,403984.0,0.0
283,NH,PA,80.0,1005.0,21112.0,21112.0,0.0
284,British Grand Prix,Dutch Grand Prix,69.0,30.0,997.0,997.0,0.0
285,LA,LOUISIANA,574.0,721.0,374362.0,374362.0,1.0
286,2547,2547,5.0,10.0,374362.0,374362.0,1.0
287,Bermuda dollar,Bermuda dollar,130.0,176.0,48269.0,48269.0,1.0
288,IE,SE,249.0,454.0,63465.0,63465.0,0.0
289,South Dakota,Idaho,1.0,1.0,52.0,52.0,0.0
290,Tourism,Weaving,187.0,2961.0,671205.0,671205.0,0.0
291,Education,Services,31013.0,45140.0,671205.0,671205.0,0.0
292,Household Appliances,Data Processing & Outsourced Services,3.0,3.0,505.0,505.0,0.0
293,412,412,5.0,13.0,374362.0,374362.0,1.0
294,Kentucky,Indiana,111.0,209.0,10621.0,10621.0,0.0
295,DE,DELAWARE,868.0,831.0,374362.0,374362.0,1.0
296,00804-0058,00841-0303,1.0,1.0,1973.0,1973.0,0.0
297,TN,WV,48.0,32.0,2720.0,2720.0,0.0
298,ATG,MDV,117.0,104.0,21477.0,21477.0,0.0
299,"Protected spring, river, stream, etc",Dug well,2657.0,3876.0,41544.0,41544.0,0.0
300,Mr.,MR.,16.0,3.0,374362.0,374362.0,1.0
301,Jamaica,Seychelles,46.0,46.0,9237.0,9237.0,0.0
302,1021,1021,1.0,5.0,374362.0,374362.0,1.0
303,2318,2318,2.0,1.0,374362.0,374362.0,1.0
304,ELIOT,LENTS,799.0,3043.0,70964.0,70964.0,0.0
305,USA,HRV,1519.0,1519.0,401016.0,401016.0,0.0
306,MASSACHUSETTS,MA,7240.0,6021.0,374362.0,374362.0,1.0
307,UT,AZ,9630.0,23791.0,768922.0,768922.0,0.0
308,KY,HI,48.0,16.0,2720.0,2720.0,0.0
309,26,29,21.0,8.0,100048.0,100048.0,0.0
310,AK,ALASKA,53.0,56.0,374362.0,374362.0,1.0
311,Attorney for Petitioner,Attorney for petitioner,50.0,39.0,374362.0,374362.0,1.0
312,127,127,6.0,8.0,374362.0,374362.0,1.0
313,Canadian dollar,Canadian dollar,44.0,35.0,48269.0,48269.0,1.0
314,PENNSYLVANIA,PA,2001.0,3471.0,374362.0,374362.0,1.0
315,23283,23283,2.0,1.0,374362.0,374362.0,1.0
316,GRESHAM - NORTHEAST GRESH,WILKES,4.0,576.0,70964.0,70964.0,0.0
317,VERMONT,VT,42.0,53.0,374362.0,374362.0,1.0
318,Level DollarClosed,Level Dollar Closed,1.0,286.0,2720.0,2720.0,1.0
319,Columbia Valley,North Coast,8103.0,584.0,129971.0,129971.0,0.0
320,Euro,euro,11818.0,432.0,61626.0,61626.0,1.0
321,2882,2882,1.0,7.0,374362.0,374362.0,1.0
322,UT,SD,32.0,16.0,2720.0,2720.0,0.0
323,Lithuania,Germany,1.0,1.0,155.0,155.0,0.0
324,Colorado,Wyoming,1.0,1.0,52.0,52.0,0.0
325,NORTHERN MARIANA ISLANDS,MP,23.0,49.0,374362.0,374362.0,1.0
326,q28LoveClojure,q30LearnCodeBooks,2.0,1.0,452.0,452.0,0.0
327,WA,NV,80.0,32.0,2720.0,2720.0,0.0
328,India,Iraq,11237.0,993.0,671205.0,671205.0,0.0
329,Connecticut,Nebraska,1.0,1.0,52.0,52.0,0.0
330,212,212,21.0,36.0,374362.0,374362.0,1.0
331,305,305,19.0,15.0,374362.0,374362.0,1.0
332,GA,GEORGIA,5848.0,5520.0,374362.0,374362.0,1.0
333,Securities Lending Apprec.,% in Other Assets,1.0,1.0,280.0,280.0,0.0
334,Curtefranca,North Fork of Long Island,5.0,642.0,150930.0,150930.0,0.0
335,148,148,5.0,2.0,374362.0,374362.0,1.0
336,Open,Level Percent,6.0,116.0,2720.0,2720.0,0.0
337,Construction,Financial and insurance activities,2751.0,2746.0,61626.0,61626.0,0.0
338,VUT,FIN,96.0,133.0,21477.0,21477.0,0.0
339,Brazil,Slovenia,368.0,208.0,73645.0,73645.0,0.0
340,00823-8378,00840-4073,1.0,1.0,1973.0,1973.0,0.0
341,Master's,None,103662.0,18344.0,374362.0,374362.0,0.0
342,Runaway,Arson,1839.0,252.0,59853.0,59853.0,0.0
343,State of Palestine,Anguilla,368.0,368.0,73646.0,73646.0,0.0
344,LA,LOUISIANA,376.0,269.0,374362.0,374362.0,1.0
345,THB,JOD,79.0,4175.0,671205.0,671205.0,0.0
346,Utah,Illinois,1.0,1.0,52.0,52.0,0.0
347,Middlesbrough,Washington Dc,3.0,5.0,4572.0,4572.0,0.0
348,COLORADO,CO,1495.0,1227.0,374362.0,374362.0,1.0
349,KS,KANSAS,153.0,106.0,374362.0,374362.0,1.0
350,Canada,Slovakia,257.0,1.0,129971.0,129971.0,0.0
351,Slovak koruna,Slovak Koruna,25.0,22.0,48269.0,48269.0,1.0
352,Y12,R3Y1,1.0,33.0,2117.0,2117.0,0.0
353,Russia,UAE,1.0,1.0,73.0,73.0,0.0
354,st,sh,1.0,15.0,85881.0,85881.0,0.0
355,E_218,E_TCASH,52.0,52.0,11106.0,11106.0,0.0
356,"Inspector General, Office of the","Planning and Research, Governor's Office of",128.0,83.0,346018.0,346018.0,0.0
357,Swaziland,Sierra Leone,198.0,4669.0,165808.0,165808.0,0.0
358,NY,NEW YORK,8051.0,5171.0,374362.0,374362.0,1.0
359,a1050000006Tm59,a1050000006TrQj,15.0,9.0,4861.0,4861.0,0.0
360,CT,AL,64.0,48.0,2720.0,2720.0,0.0
361,Ratio,Millions of Dollars,66.0,728.0,11106.0,11106.0,0.0
362,630,642,467.0,1167.0,61281.0,61281.0,0.0
363,stop_retained_variant,synonymous_variant,9.0,17668.0,65188.0,65188.0,0.0
364,COLORADO,CO,1647.0,1381.0,374362.0,374362.0,1.0
365,"Corporate, Subsidiary, and Regional Managing Offices","Radio, Television, and Other Electronics Stores",21.0,6.0,374362.0,374362.0,0.0
366,"Healthcare Practitioners and Technical Workers, All Other*","Healthcare Practitioners and Technical Workers, All Other",4.0,1.0,374362.0,374362.0,1.0
367,Timor-Leste,Lao PDR,1.0,1.0,269.0,269.0,0.0
368,050A,016D,1.0,19.0,198900.0,198900.0,0.0
369,NU,SP,1.0,1.0,161.0,161.0,0.0
