,w1,w2,count1,count2,total1,total2,isDuplicate
46,pan,PAN,14.0,2783.0,463231.0,463231.0,1.0
47,Anatolian Shephard Dog,Anatolian Shepherd Dog,1.0,2.0,82545.0,82545.0,1.0
48,Malagasy ariary,Comorian franc,1.0,1.0,263.0,263.0,0.0
49,SHIH TZU CROSS,Shih-Tzu Cross,12.0,54.0,82545.0,82545.0,1.0
50,Kincardineshire,Greece,2.0,1.0,50000.0,50000.0,0.0
51,Dog,Dog,75575.0,23007.0,158026.0,158026.0,1.0
52,MG,PH,3821.0,160441.0,671205.0,671205.0,0.0
53,ELIZABETH,OLD NOARLUNGA,163.0,331.0,82545.0,82545.0,0.0
54,Blue Merle,Blue/Merle,35.0,70.0,82545.0,82545.0,1.0
55,Runaway,Forgery,2251.0,2523.0,82958.0,82958.0,0.0
56,Malbec-Cabernet Franc,Ugni Blanc-Colombard,1.0,14.0,150930.0,150930.0,0.0
57,Fox Terrier X,Fox Terrier X,151.0,76.0,82545.0,82545.0,1.0
58,GEORGIA,BHUTAN,2185.0,4427.0,884244.0,884244.0,0.0
59,Union Club,Convention Hall,1.0,260.0,806179.0,806179.0,0.0
60,Black/Grey,Black/Grey,134.0,110.0,82545.0,82545.0,1.0
61,Red/Tan,Red/Tan,85.0,37.0,82545.0,82545.0,1.0
62,torbie,brown tiger,1035.0,6.0,29421.0,29421.0,0.0
63,Paraguay,Fiji,6.0,3.0,59228.0,59228.0,0.0
64,2218,1130,2.0,1.0,374362.0,374362.0,0.0
65,Oman,British Virgin Islands,46.0,46.0,9234.0,9234.0,0.0
66,Drugs,Embezzlement,2825.0,269.0,64618.0,64618.0,0.0
67,pula,lev,74.0,198.0,48269.0,48269.0,0.0
68,Champagne & White,White/Champagne,3.0,6.0,82545.0,82545.0,1.0
69,BHR,UZB,22.0,38.0,6285.0,6285.0,0.0
70,Southeastern Film Critics Association Awards,"Cinema Bloggers Awards, Portugal",1.0,1.0,331.0,331.0,0.0
71,"American Cinema Editors, USA",Gold Derby Awards,2.0,2.0,331.0,331.0,0.0
72,deutsche mark,deutsche mark,231.0,150.0,100048.0,100048.0,1.0
73,Castro/Upper Market,Seacliff,8527.0,992.0,198900.0,198900.0,0.0
74,Georgia,Saint Martin,294.0,4.0,515738.0,515738.0,0.0
75,EGYPT,DOMINICAN REPUBLIC,62.0,29.0,374362.0,374362.0,0.0
76,American Cinematheque Award,BSFC Award,1.0,4.0,331.0,331.0,0.0
77,Food Beverage and Tobacco Products,Industrial Manufacturing and Processing Machinery and Accessories,27875.0,2920.0,346018.0,346018.0,0.0
78,Lone Mountain/USF,West of Twin Peaks,3358.0,8739.0,198900.0,198900.0,0.0
79,bra,BRA,14.0,3073.0,463231.0,463231.0,1.0
80,OLD NOARLUNGA,ELIZABETH,331.0,163.0,82545.0,82545.0,0.0
81,"Principal, Law Offices of Stuart J. Reich",TECHNICAL SERVICE REPRESENTATIVE,2.0,1.0,374362.0,374362.0,0.0
82,HONDURAS,ZAMBIA,17.0,9.0,374362.0,374362.0,0.0
83,Portugese Water Dog,Portuguese Water Dog,4.0,5.0,82545.0,82545.0,1.0
84,Mashonaland West,Zomba City,1.0,1.0,2772.0,2772.0,0.0
85,Trans Fat / Re-inspection,Pre-permit (Non-operational) / Initial Inspection,1199.0,3957.0,399918.0,399918.0,0.0
86,HAZELWOOD,BROOKLYN,3676.0,420.0,63279.0,63279.0,0.0
87,Bichon Frise X,Bichon Frise X,86.0,37.0,82545.0,82545.0,1.0
88,CA-SB CA-SBE SB WBE,CA-DVBE CA-MB CA-SB SB WBE,229.0,1.0,346018.0,346018.0,0.0
89,Retail; Advertising and PR Services,RetailAdvertising and PR Services,1.0,5.0,22000.0,22000.0,1.0
90,Cocker Spaniel Cross,COCKER SPANIEL CROSS,127.0,13.0,82545.0,82545.0,1.0
91,Chicken,Italian,6082.0,17732.0,399918.0,399918.0,0.0
92,Cambodia,Gabon,19.0,10.0,2772.0,2772.0,0.0
93,viewbank,Viewbank,1.0,100.0,34857.0,34857.0,1.0
94,10/06/2011,08/10/2010,45.0,45.0,8190.0,8190.0,0.0
95,Bull Terrier (Miniature),Bull Terrier (Miniature),5.0,4.0,82545.0,82545.0,1.0
96,Employer in own family-operated farm or business,Worked for private establishment,2581.0,13731.0,41544.0,41544.0,0.0
97,Chilean peso,2001 GRD euro / euro,551.0,265.0,320551.0,320551.0,0.0
98,Brunei Darussalam,Uzbekistan,1.0,422.0,151623.0,151623.0,0.0
99,Shih Tzu,Shih Tzu,170.0,257.0,82545.0,82545.0,1.0
100,"2,36",30,1.0,10.0,191325.0,191325.0,0.0
101,Tokyo Gymnasium,Herodes Atticus Theatre,7.0,171.0,806179.0,806179.0,0.0
102,Cycle Inspection / Re-inspection,Smoke-Free Air Act / Compliance Inspection,99436.0,67.0,399918.0,399918.0,0.0
103,Scottish Terrier X,Scottish Terrier X,5.0,1.0,82545.0,82545.0,1.0
104,caught,caught and bowled,4373.0,211.0,150460.0,150460.0,0.0
105,Códega do Larinho,Avesso,3.0,3.0,150930.0,150930.0,0.0
106,Brown/Brindle,Brown/Brindle,30.0,17.0,82545.0,82545.0,1.0
107,"Core Welfare Indicator Questionnaire Survey (CWIQ), 2007","Income survey (IS), 2014",2.0,1.0,263.0,263.0,0.0
108,Beige/Black,Beige & Black,8.0,4.0,82545.0,82545.0,1.0
109,MANGILAO,THE NETHERLANDS,5.0,1.0,1973.0,1973.0,0.0
110,SAINT JUST,ANGELES,8.0,2.0,1351.0,1351.0,0.0
111,Montreal,Quebec,1.0,1.0,73.0,73.0,0.0
112,Soul Food,Mediterranean,1160.0,3516.0,399918.0,399918.0,0.0
113,gross_fixed_capital_formation_including_acquisitions_less_disposals_of_valuables,gross_domestic_product_gdp,9188.0,9234.0,80583.0,80583.0,0.0
114,"11,20","1,9",2.0,19.0,227092.0,227092.0,0.0
115,"2,3",34,3.0,2.0,191325.0,191325.0,0.0
116,Moldovan leu,Bermuda dollar,1.0,1.0,263.0,263.0,0.0
117,finance jobs,security safety jobs,1793.0,660.0,50000.0,50000.0,0.0
118,Louisiana,Maine,1.0,1.0,52.0,52.0,0.0
119,Vin de Pays de Velvendo,Northeastern Italy,7.0,1982.0,150930.0,150930.0,0.0
120,Caramel/Black,Black & Caramel,3.0,7.0,82545.0,82545.0,1.0
121,Chocolate/Cream,Fawn/Cream,2.0,3.0,82545.0,82545.0,0.0
122,barber/beauty salon,accessory cottage,258.0,5.0,198900.0,198900.0,0.0
123,SENEGAL,ST CROIX,2.0,13.0,1973.0,1973.0,0.0
124,D5+D61+D62,P.5,9953.0,11559.0,215337.0,215337.0,0.0
125,Singapore dollar,Hong Kong dollar,1944.0,1190.0,68023.0,68023.0,0.0
126,Sunset/Parkside,Haight Ashbury,10207.0,5798.0,198900.0,198900.0,0.0
127,"Northbrook, IL 60062","Northbrook, IL",3.0,2.0,22000.0,22000.0,1.0
128,I,V,328.0,9.0,439.0,439.0,0.0
129,Timor-Leste,Ecuador,319.0,794.0,68023.0,68023.0,0.0
130,meat/produce marts,church,2.0,434.0,198900.0,198900.0,0.0
131,bfa,BFA,14.0,1586.0,463231.0,463231.0,1.0
132,Millions of Dollars,Percent,5204.0,1397.0,11106.0,11106.0,0.0
133,Labradoodle,Labradoodle,107.0,128.0,82545.0,82545.0,1.0
134,Ecuador,Bolivia,8.0,9.0,25090.0,25090.0,0.0
135,Australian Terrier X - Miniature,American Bull Terrier,1.0,11.0,82545.0,82545.0,0.0
136,SAMOA,BURUNDI,2.0,3.0,374362.0,374362.0,0.0
137,AM,CI,1155.0,1546.0,151623.0,151623.0,0.0
138,Malaysia,St. Vincent and the Grenadines,1.0,1.0,269.0,269.0,0.0
139,"Integrated household survey (IHS), 1999","Expenditure survey/budget survey (ES/BS), 2013",1.0,6.0,263.0,263.0,0.0
140,Munich,Rome,2995.0,5949.0,125527.0,125527.0,0.0
141,Cream/White,Cream/White,2.0,47.0,82545.0,82545.0,1.0
142,1999 ESP euro / euro,1999 ESP euro / euro,223.0,422.0,100048.0,100048.0,1.0
143,"33,92",69,2.0,2.0,225363.0,225363.0,0.0
144,Bull Arab,Bull Arab,6.0,6.0,82545.0,82545.0,1.0
145,Tuesday,Monday,4473.0,3944.0,29421.0,29421.0,0.0
146,fine-arts,disney-movies,94.0,2.0,31212.0,31212.0,0.0
147,gnb,GNB,5.0,999.0,463231.0,463231.0,1.0
148,The Armory,Armory,6.0,2.0,21607.0,21607.0,1.0
149,TAFUNA,MEXICO,1.0,15.0,1973.0,1973.0,0.0
150,County Antrim,Cardiff,108.0,24.0,50000.0,50000.0,0.0
151,real,Kyrgyz som,270.0,174.0,68023.0,68023.0,0.0
152,New Romanian Leu,tenge,2341.0,1280.0,227092.0,227092.0,0.0
153,English Bullmastiff,Terrier Fox Mini,1.0,5.0,82545.0,82545.0,0.0
154,Curfew,Rape,24.0,184.0,63279.0,63279.0,0.0
155,ENGLAND,MONACO,16.0,1.0,1973.0,1973.0,0.0
156,Rottweiler X,Rottweiler X,241.0,308.0,82545.0,82545.0,1.0
157,CD,KE,3073.0,75825.0,671205.0,671205.0,0.0
158,Festival Theater,Festival Hall,1.0,22.0,21607.0,21607.0,1.0
159,Fox Terrier,Fox Terrier,207.0,97.0,82545.0,82545.0,1.0
160,"11,50","21,22",3.0,22.0,223379.0,223379.0,0.0
161,KOR,HIC,3180.0,3530.0,463231.0,463231.0,0.0
162,BN,QA,1.0,1.0,151623.0,151623.0,0.0
163,Russia,Czech Republic,428.0,33.0,59228.0,59228.0,0.0
164,Zloty,Zloty,340.0,399.0,68023.0,68023.0,1.0
165,Dinar,New Turkish lira,3100.0,788.0,320551.0,320551.0,0.0
166,Life Achievement Award,Silver Ribbon,1.0,3.0,331.0,331.0,0.0
167,national_accounts_gross_fixed_capital_formation,other_financial_corporations_other_banking_nonbank_financial_institutions_foreign_assets,13115.0,1551.0,884244.0,884244.0,0.0
168,central_government_gross_debt,budgetary_central_government_net_worth,1965.0,5926.0,884244.0,884244.0,0.0
169,921,352,857.0,2.0,63279.0,63279.0,0.0
170,Village,Urban,754.0,16.0,21112.0,21112.0,0.0
171,Italian lira,karbovantsy,176.0,56.0,48269.0,48269.0,0.0
172,Groodle,Groodle,64.0,54.0,82545.0,82545.0,1.0
173,Norwegian Elk Hound,Norwegian Elkhound,6.0,6.0,82545.0,82545.0,1.0
174,headshot-photography,psychic-spiritual-matters,1.0,2.0,31212.0,31212.0,0.0
175,Lebanon,Democratic Republic of the Congo,390.0,411.0,81106.0,81106.0,0.0
176,Dutch,Canadian,3.0,2.0,208.0,208.0,0.0
177,"Basking Ridge, NJ 07920","Basking Ridge, NJ",1.0,1.0,22000.0,22000.0,1.0
178,1413,4349,1.0,1.0,374362.0,374362.0,0.0
179,Blue/Tan,Blue & Tan,51.0,17.0,82545.0,82545.0,1.0
180,911,560,1076.0,1222.0,73590.0,73590.0,0.0
181,RE,Re,15.0,13.0,34857.0,34857.0,1.0
182,Algerian dinar,Cayman Islands dollar,40.0,90.0,48269.0,48269.0,0.0
183,apprenticeships jobs,catering jobs,122.0,1536.0,50000.0,50000.0,0.0
184,RetailRental ServicesRestaurant/Food Services,Retail; Rental Services; Restaurant/Food Services,4.0,1.0,22000.0,22000.0,1.0
185,Belarussian rouble (re-denom. 1:10000),drachma,7.0,381.0,100048.0,100048.0,0.0
186,PGA Awards,Dallas-Fort Worth Film Critics Association Awards,14.0,3.0,331.0,331.0,0.0
187,Saudi Arabia,4,658.0,21.0,68023.0,68023.0,0.0
188,26/08/2011,21/12/2012,45.0,45.0,8190.0,8190.0,0.0
189,923,2,996.0,4.0,70964.0,70964.0,0.0
190,Sudan,Colombia,18.0,16.0,2772.0,2772.0,0.0
191,Turkmenistan,East Asia & Pacific (excluding high income),1519.0,1519.0,401016.0,401016.0,0.0
192,Australian Silky Terrier,Australian Silky Terrier,93.0,98.0,82545.0,82545.0,1.0
193,South of Market,Financial District/South Beach,7572.0,21816.0,198900.0,198900.0,0.0
194,Finnish Spitz,Finnish Spitz,1.0,2.0,82545.0,82545.0,1.0
195,Maranhðo,Atsinanana,1.0,1.0,2772.0,2772.0,0.0
196,Barbados,Rest of the World,1.0,161.0,50000.0,50000.0,0.0
197,464,3624,1.0,1.0,374362.0,374362.0,0.0
198,Retail Advertising and PR Services Management Consulting Services,RetailAdvertising and PR ServicesManagement Consulting Services,1.0,23.0,22000.0,22000.0,1.0
199,lynx,lynx,438.0,48.0,29421.0,29421.0,1.0
200,Security Services Programs,Social Services Programs,252.0,11.0,41544.0,41544.0,0.0
201,MOUNT DUNEED,MOUNT DUNEED,86.0,141.0,158026.0,158026.0,1.0
202,Tanzania,Tajikistan,3.0,2.0,25090.0,25090.0,0.0
203,Biscuit,Biscuit,5.0,17.0,82545.0,82545.0,1.0
204,san francisco,San Francisco,50.0,1619.0,5807.0,5807.0,1.0
205,Quebec,Montreal,1.0,1.0,73.0,73.0,0.0
206,Includes Information and communication (J) of ISIC Rev. 4,Taxes less subsidies on imports.,2.0,1.0,68023.0,68023.0,0.0
207,Polish,Liechtensteiner,1.0,1.0,842.0,842.0,0.0
208,Silver Ribbon,Life Achievement Award,3.0,1.0,331.0,331.0,0.0
209,Taiwan,Puerto Rico,716.0,14.0,59228.0,59228.0,0.0
210,"Credit Authorizers, Checkers, and Clerks","Mechanical Engineers, Non R&D",4.0,2.0,374362.0,374362.0,0.0
211,"Dallas, TX 75202","Dallas, TX",2.0,16.0,22000.0,22000.0,1.0
212,Leone,leone,105.0,144.0,100048.0,100048.0,1.0
213,HI,SC,15.0,3.0,626.0,626.0,0.0
214,CFA Franc,CFA franc,1202.0,2984.0,227092.0,227092.0,1.0
215,ARLINGTON HGHTS,MARSHALL PARK,189.0,29.0,63279.0,63279.0,0.0
216,Health Programs,Grade 5,339.0,2123.0,41544.0,41544.0,0.0
217,I-IDENTIFIER,I-SYSTEMATIC,77.0,2098.0,667075.0,667075.0,0.0
218,Country uses the 1993 System of National Accounts methodology.,Country uses the 1968 System of National Accounts methodology.,125.0,36.0,263.0,263.0,0.0
219,Viewbank,viewbank,100.0,1.0,34857.0,34857.0,1.0
220,Blue/Brown,Blue & Brown,2.0,5.0,82545.0,82545.0,1.0
221,Homicide,Arson,27.0,279.0,64618.0,64618.0,0.0
222,"21,31",12,18.0,312.0,223379.0,223379.0,0.0
223,X Breed,X Breed,2.0,91.0,82545.0,82545.0,1.0
224,Cycle Inspection / Compliance Inspection,Cycle Inspection / Second Compliance Inspection,1444.0,28.0,399918.0,399918.0,0.0
225,"1,7,8",22,5.0,179.0,227092.0,227092.0,0.0
226,Norway,West Lothian,9.0,34.0,50000.0,50000.0,0.0
227,LBN,COD,1699.0,1428.0,463231.0,463231.0,0.0
228,Expert Witneses,Consulting Services,3800.0,1150.0,346018.0,346018.0,0.0
229,Shubert Theater,Shubert-Majestic Theatre,1.0,5.0,21607.0,21607.0,1.0
230,Offenses Against Family,Drugs,80.0,4200.0,73590.0,73590.0,0.0
231,Woodinville,Athens,2.0,3.0,558.0,558.0,0.0
232,25/01/2013,17/06/2011,45.0,45.0,8190.0,8190.0,0.0
233,Lincoln Park,Oceanview/Merced/Ingleside,49.0,2654.0,198900.0,198900.0,0.0
234,"4,13",42,1.0,318.0,223379.0,223379.0,0.0
235,ID by expert from still images,good,14504.0,18958.0,513373.0,513373.0,0.0
236,Guild Hall,Smetana Hall,330.0,11.0,806179.0,806179.0,0.0
237,forint,Forint,496.0,765.0,100048.0,100048.0,1.0
238,France,Guam,1.0,1.0,152.0,152.0,0.0
239,SWE,IRL,2809.0,2837.0,463231.0,463231.0,0.0
240,BEULAH PARK,KILBURN,224.0,497.0,82545.0,82545.0,0.0
241,South African,Russian,23.0,2.0,842.0,842.0,0.0
242,New Zealander,German,9.0,49.0,842.0,842.0,0.0
243,"Kilowatts,  thousand","Kilowatt-hours, million",50229.0,147741.0,1189482.0,1189482.0,0.0
244,Movements & Politics,Arts & Culture,12.0,9.0,602.0,602.0,0.0
245,Dachshund,Dachshund,103.0,113.0,82545.0,82545.0,1.0
246,"San Antonio, TX 78205","San Antonio, TX",3.0,2.0,22000.0,22000.0,1.0
247,Nocciola d'Oro,Filmmaker's Award,1.0,1.0,331.0,331.0,0.0
248,21,25,77.0,2.0,191325.0,191325.0,0.0
249,No Grade Completed,First Year Post Secondary,1228.0,115.0,41544.0,41544.0,0.0
250,Dachshund,Dachshund,113.0,103.0,82545.0,82545.0,1.0
251,BLENHEIM,Blenheim,174.0,154.0,82545.0,82545.0,1.0
252,610,580,1053.0,1147.0,70964.0,70964.0,0.0
253,Poodle,Poodle,248.0,202.0,82545.0,82545.0,1.0
254,Transportation and Storage and Mail Services,Printing and Photographic and Audio and Visual Equipment and Supplies,5740.0,2274.0,346018.0,346018.0,0.0
255,Cavoodle,Cavoodle,109.0,169.0,82545.0,82545.0,1.0
256,Biotechnology/Pharmaceuticals; Manufacturing - Other; Medical Devices and Supplies,Biotechnology/PharmaceuticalsManufacturing - OtherMedical Devices and Supplies,1.0,14.0,22000.0,22000.0,1.0
257,First Year High School,Law Programs,1247.0,39.0,41544.0,41544.0,0.0
258,PETERHEAD,MEDINDIE GARDENS,240.0,17.0,82545.0,82545.0,0.0
259,morphological ID from sample by trained observer,ID by expert from video,40.0,142082.0,513373.0,513373.0,0.0
260,Red/Wheaten,Red/Wheaten,44.0,1.0,82545.0,82545.0,1.0
261,Fletchers,Fletchers/Fletchers,861.0,3.0,34857.0,34857.0,1.0
262,Winter Garden,Winter Garden Atrium (at the WFC),1.0,1.0,21607.0,21607.0,1.0
263,parking lot,antenna,67.0,115.0,198900.0,198900.0,0.0
264,Includes Administrative and support service activities.,Statistical discrepancy between Gross domestic product by production and expenditure approach.,1.0,1.0,68023.0,68023.0,0.0
265,Tibetan Mastiff,Tibetan Mastiff,4.0,4.0,82545.0,82545.0,1.0
266,CO,DC,47.0,1.0,558.0,558.0,0.0
267,leone,Libyan dinar,210.0,89.0,48269.0,48269.0,0.0
268,St. Vincent & The Grenadines,Cheshire,1.0,1071.0,50000.0,50000.0,0.0
269,Argyll,Renfrewshire,19.0,52.0,50000.0,50000.0,0.0
270,7-Day,PROHIBITED,3137.0,8.0,649231.0,649231.0,0.0
271,metical,metical,40.0,238.0,227092.0,227092.0,1.0
272,Financial derivatives,Compensation of employees,768.0,8605.0,227092.0,227092.0,0.0
273,Ecuador,Angola,414.0,405.0,81106.0,81106.0,0.0
274,Indonesian rupiah,Kazakh tenge,1.0,1.0,263.0,263.0,0.0
275,silver,silver,69.0,31.0,29421.0,29421.0,1.0
276,Chihuahua X,Chihuahua X,705.0,379.0,82545.0,82545.0,1.0
277,Huntingdale,Moorabbin,12.0,126.0,34857.0,34857.0,0.0
278,Torrontés,Terret Blanc,367.0,1.0,150930.0,150930.0,0.0
279,"11,12",52,6.0,57.0,223379.0,223379.0,0.0
280,US dollar,US dollar,868.0,1794.0,100048.0,100048.0,1.0
281,ANAKIE,ANAKIE,14.0,144.0,158026.0,158026.0,1.0
282,Jack Russell TerrierX,Jack Russell Terrier X,763.0,902.0,82545.0,82545.0,1.0
283,Fox Terrier (Smooth) X,Fox Terrier (Smooth)  X,254.0,174.0,82545.0,82545.0,1.0
284,m,M,1516.0,7766.0,158026.0,158026.0,1.0
285,22,1,2.0,788.0,191325.0,191325.0,0.0
286,New York,South Carolina,1.0,1.0,52.0,52.0,0.0
287,1999 BEF euro / euro,1999 BEF euro / euro,446.0,275.0,100048.0,100048.0,1.0
288,"Expenditure survey/budget survey (ES/BS), 2008","Priority survey (PS), 2010",1.0,1.0,263.0,263.0,0.0
289,Colombian peso,Colombian peso,479.0,256.0,100048.0,100048.0,1.0
290,FI,IM,209.0,1.0,151623.0,151623.0,0.0
291,automobile sales,jail,95.0,6.0,198900.0,198900.0,0.0
292,Brazil,Slovenia,502.0,13.0,25090.0,25090.0,0.0
293,YE,IL,2313.0,190.0,671205.0,671205.0,0.0
294,Charlotte,Sheridan,3.0,2.0,558.0,558.0,0.0
295,Uzbekistan,Brunei Darussalam,422.0,1.0,151623.0,151623.0,0.0
296,Cat,Cat,28487.0,7061.0,158026.0,158026.0,1.0
297,Belgium,Swiss,1.0,4.0,208.0,208.0,0.0
298,New Zambian kwacha,Belize dollar,1.0,1.0,263.0,263.0,0.0
299,radio & tv stations,tower,35.0,10.0,198900.0,198900.0,0.0
300,Illinois,Wisconsin,1.0,1.0,52.0,52.0,0.0
301,SWZ,EST,1.0,1.0,269.0,269.0,0.0
302,Doreen,Burwood East,39.0,60.0,34857.0,34857.0,0.0
303,Jupiter Award,Golden Eddie Filmmaker of the Year Award,5.0,2.0,331.0,331.0,0.0
304,Spaniel Cocker,Chihuahua X - Long Haired,18.0,2.0,82545.0,82545.0,0.0
305,Nevada County,Friuli Isonzo,6.0,45.0,129971.0,129971.0,0.0
306,Maremma Sheep Dog X,Maremma Sheepdog X,18.0,8.0,82545.0,82545.0,1.0
307,Presidio Heights,Lakeshore,4084.0,1308.0,198900.0,198900.0,0.0
308,Grade 2,Fourth Year College,1311.0,124.0,41544.0,41544.0,0.0
309,Ireland,Lancashire,87.0,2375.0,50000.0,50000.0,0.0
310,Sex Offenses,Vandalism,494.0,5783.0,64618.0,64618.0,0.0
311,Dominican Republic,Lesotho,10.0,10.0,2772.0,2772.0,0.0
312,Colares,Hvar,1.0,2.0,150930.0,150930.0,0.0
313,Yemen,Libya,16.0,72.0,515738.0,515738.0,0.0
314,Thursday,Saturday,3618.0,5151.0,29421.0,29421.0,0.0
315,Curly Coated Retriever X,Curly Coated Retriever X,2.0,5.0,82545.0,82545.0,1.0
316,depository_corporations_survey_monetary_survey_liabilities_included_in_definition_of_money,central_government_net_cash_inflow,17426.0,4847.0,884244.0,884244.0,0.0
317,Laurel,Hooksett,1.0,1.0,558.0,558.0,0.0
318,Teatro Lirico di Cagliari,Detroit Armory,4.0,2.0,21607.0,21607.0,0.0
319,Yorkshire Terrier Cross,YORKSHIRE TERRIER CROSS,1.0,1.0,82545.0,82545.0,1.0
320,El Salvadoran colon,Turkish lira,108.0,20.0,100048.0,100048.0,0.0
321,construction property jobs,law jobs,1859.0,1535.0,50000.0,50000.0,0.0
322,Layer 2 Down,Layer 3 Up,204.0,144.0,1668.0,1668.0,0.0
323,BULL TERRIER CROSS,Bull Terrier Cross,1.0,4.0,82545.0,82545.0,1.0
324,BY,PY,404.0,433.0,151623.0,151623.0,0.0
325,"6,77","54,55",14.0,6.0,223379.0,223379.0,0.0
326,Weekender ($15 plus tax),24-Hour-Online (Austin B-cycle),566.0,737.0,649231.0,649231.0,0.0
327,Founders Award,TFCA Award,1.0,1.0,331.0,331.0,0.0
328,1,22,788.0,2.0,191325.0,191325.0,0.0
329,Barbados,Congo,414.0,408.0,81106.0,81106.0,0.0
330,BRA,bra,3073.0,14.0,463231.0,463231.0,1.0
331,PUNTA STGO,RINCON,2.0,12.0,1351.0,1351.0,0.0
332,Cream/Gold,Tan Beige,27.0,3.0,82545.0,82545.0,0.0
333,Obrien,O'Brien,20.0,225.0,34857.0,34857.0,1.0
334,lira,Portuguese escudo,30.0,262.0,48269.0,48269.0,0.0
335,South San Francisco,San Francisco,19.0,4555.0,16330.0,16330.0,0.0
336,HPC,LMY,1.0,1.0,269.0,269.0,0.0
337,Estonian Kroon,Estonian kroon,939.0,534.0,227092.0,227092.0,1.0
338,Grade 4,Environmental Protection Programs,2282.0,8.0,41544.0,41544.0,0.0
339,2001 GRD euro / euro,2001 GRD euro / euro,622.0,1814.0,227092.0,227092.0,1.0
340,"6,16",28,4.0,10.0,191325.0,191325.0,0.0
341,Died,Transfer,680.0,23499.0,78256.0,78256.0,0.0
342,All data for GDP and its components refer to preliminary data for this year.,Includes Information and Communication.,2.0,1.0,68023.0,68023.0,0.0
343,City,Town,2233.0,886.0,21112.0,21112.0,0.0
344,Uganda shilling,Danish krone,728.0,4934.0,320551.0,320551.0,0.0
345,05H,18D,1184.0,85.0,399918.0,399918.0,0.0
346,"5,16",24,18.0,342.0,223379.0,223379.0,0.0
