Category_Set,Category_Occurrences,Total_Examples,Entity_Number
Australian Silky Terrier Cross,8,82545,50
AUSTRALIAN SILKY TERRIER CROSS,3,82545,50
Australian Silky Terrier X                        ,94,82545,51
Australian Silky Terrier X,82,82545,51
Australian Stumpy Tail Cattle Dog                 ,16,82545,52
Australian Stumpy Tail Cattle Dog,2,82545,52
Australian Stumpy Tail Cattle Dog X,1,82545,53
Australian Terrier,117,82545,54
Australian Terrier                                ,62,82545,54
Australian Terrier                      ,46,82545,54
Australian Terrier Cross,25,82545,55
AUSTRALIAN TERRIER CROSS,1,82545,55
Australian Terrier X,64,82545,56
Australian Terrier X                              ,62,82545,56
Australian Terrier X - Miniature,1,82545,57
Basenji,9,82545,58
Basenji                                 ,7,82545,58
Basenji                                           ,3,82545,58
Basenji X,7,82545,59
Basenji X                                         ,5,82545,59
Basset Fauve de Bretagne,1,82545,60
Basset Fauve de Bretagne                          ,1,82545,60
Bassett Hound                                     ,22,82545,61
Bassett Hound,8,82545,61
Basset Hound,7,82545,61
Bassett Hound                           ,3,82545,61
BASSET HOUND,2,82545,61
Bassett Hound X,2,82545,62
Beagle,554,82545,63
Beagle                                            ,473,82545,63
Beagle                                  ,186,82545,63
BEAGLE,9,82545,63
Beagle Cross,26,82545,64
BEAGLE CROSS,5,82545,64
Beagle X,182,82545,65
Beagle X                                          ,165,82545,65
Beaglier                                ,32,82545,66
Bearded Collie,32,82545,67
Bearded Collie                                    ,14,82545,67
Bearded Collie                          ,6,82545,67
BEARDED COLLIE,2,82545,67
Bearded Collie Cross,1,82545,68
Bearded Collie X,5,82545,69
Bearded Collie X                                  ,4,82545,69
Bedlington Terrier                      ,5,82545,70
Bedlington Terrier                                ,5,82545,70
Bedlington Terrier,3,82545,70
Bedlington Terrier Cross,1,82545,71
Belgian Sheepdog,8,82545,72
Belgian Sheepdog                        ,1,82545,72
Belgian Sheepdog X,1,82545,73
Belgian Shepherd                                  ,45,82545,74
Belgian Shepherd                        ,19,82545,74
Belgian Shepherd,16,82545,74
Belgian Shepherd Dog,40,82545,75
Belgian Shepherd Dog X,8,82545,76
Belgian Shepherd X                                ,9,82545,77
Belgian Shepherd X,7,82545,77
Bergamasco Shepherd Dog                           ,1,82545,78
Bernese Mountain Dog                              ,38,82545,79
Bernese Mountain Dog                    ,28,82545,79
Bernese Mountain Dog,23,82545,79
BERNESE MOUNTAIN DOG,1,82545,79
Bernese Mountain Dog X                            ,10,82545,80
Bernese Mountain Dog X,3,82545,80
Bichon Frise,107,82545,81
Bichon Frise                                      ,87,82545,81
Bichon Frise                            ,61,82545,81
BICHON FRISE,7,82545,81
Bichon Frise Cross,16,82545,82
BICHON FRISE CROSS,2,82545,82
Bichon Frise X                                    ,86,82545,83
Bichon Frise X,37,82545,83
Bichon Frise x,33,82545,83
Bloodhound                                        ,5,82545,84
Bloodhound,1,82545,84
Bloodhound                              ,1,82545,84
Bloodhound X,1,82545,85
Blue Heeler,107,82545,86
Blue Heeler X,88,82545,87
Border Collie                                     ,1212,82545,88
Border Collie,880,82545,88
Border Collie                           ,560,82545,88
BORDER COLLIE,11,82545,88
Border Collie (listed as German Coolie)           ,6,82545,89
Border Collie Cross,53,82545,90
BORDER COLLIE CROSS,7,82545,90
Border Collie X                                   ,608,82545,91
Border Collie X,463,82545,91
Border Collie X (listed as German Coolie X)       ,1,82545,92
Border Collie X (listed as Hungarian Coolie)      ,14,82545,93
Border Collie X (listed as Koolie)                ,1,82545,94
Border Terrier                                    ,44,82545,95
Border Terrier,42,82545,95
Border Terrier                          ,40,82545,95
BORDER TERRIER,3,82545,95
BORDER TERRIER CROSS,1,82545,96
Border Terrier X                                  ,5,82545,97
Border Terrier X,4,82545,97
Borzoi,8,82545,98
Borzoi                                            ,4,82545,98
Borzoi                                  ,3,82545,98
Borzoi X                                          ,2,82545,99
Borzoi X,1,82545,99
Boston Terrier,32,82545,100
Boston Terrier                                    ,19,82545,100
BOSTON TERRIER,8,82545,100
Boston Terrier                          ,7,82545,100
Boston Terrier X,2,82545,101
Boston Terrier X                                  ,2,82545,101
BOUVIER DE FLANDERS,1,82545,102
Bouvier des Flanders,2,82545,103
Bouvier Des Flandres                              ,2,82545,103
Bouvier Des Flandres,1,82545,103
Boxer                                             ,292,82545,104
Boxer,248,82545,104
Boxer                                   ,94,82545,104
BOXER,4,82545,104
Boxer Cross,4,82545,105
BOXER CROSS,2,82545,105
Boxer X                                           ,120,82545,106
Boxer X,82,82545,106
Brazilian Mastiff X,1,82545,107
BREED UNKNOWN,5,82545,108
Briard                                            ,4,82545,109
Briard,1,82545,109
Briard X                                          ,2,82545,110
British Bulldog                                   ,128,82545,111
British Bulldog,63,82545,111
British Bulldog                         ,11,82545,111
BRITISH BULLDOG,1,82545,111
British Bulldog X                                 ,54,82545,112
British Bulldog X,11,82545,112
British Bulldog X (listed as American Bull Dog X) ,13,82545,113
British Bulldog X (listed as American Bull Dog)   ,33,82545,114
British Bulldog X (listed as Aussie Bulldog)      ,14,82545,115
Brittanny Spaniel                       ,8,82545,116
Brittany                                          ,11,82545,117
Brittany,7,82545,117
BRITTANY,4,82545,117
Brittany Cross,4,82545,118
Brittany Spaniel,6,82545,119
Brittany Spaniel X,3,82545,120
Bull Arab,6,82545,121
Bull Arab                               ,6,82545,121
Bull Arab Cross,2,82545,122
Bull Arab X,5,82545,123
Bullmastiff                                       ,77,82545,124
Bullmastiff,30,82545,124
Bull Mastiff,26,82545,124
Bullmastiff                             ,16,82545,124
Bullmastiff X                                     ,92,82545,125
Bull Mastiff X,52,82545,125
Bullmastiff X,28,82545,125
Bull Terrier,139,82545,126
Bull Terrier                                      ,122,82545,126
Bull Terrier                            ,27,82545,126
Bull Terrier (listed as English Bull Terrier)     ,17,82545,127
Bull Terrier (Miniature)                          ,5,82545,128
Bull Terrier (Miniature),4,82545,128
Bull Terrier (Miniature) X                        ,1,82545,129
Bull Terrier Cross,4,82545,130
BULL TERRIER CROSS,1,82545,130
Bull Terrier X,117,82545,131
Bull Terrier X                                    ,96,82545,131
Bulldog,88,82545,132
Bulldog                                 ,16,82545,132
BULLDOG,1,82545,132
Bulldog X,2,82545,133
Bullmastiff Cross,4,82545,134
Cairn Terrier                                     ,57,82545,135
Cairn Terrier                           ,47,82545,135
Cairn Terrier,42,82545,135
Caine Terrier,19,82545,135
CAIRN TERRIER,2,82545,135
Cairn Terrier Cross,5,82545,136
Cairn Terrier X                                   ,29,82545,137
Cairn Terrier X,15,82545,137
Canaan Dog,1,82545,138
CANADIAN  ESKIMO DOG,1,82545,139
Cane Corso,9,82545,140
Cane Corso                                        ,3,82545,140
Cardigan Corgi,2,82545,141
Cardigan Corgi                          ,2,82545,141
Carshinaz                               ,1,82545,142
Cattle Dog,43,82545,143
Cattle Dog X,30,82545,144
Cavador                                 ,1,82545,145
Cavalier King Charles Spaniel,617,82545,146
Cavalier King Charles Spaniel                     ,500,82545,146
Cavalier King Charles Spaniel           ,275,82545,146
CAVALIER KING CHARLES SPANIEL,19,82545,146
Cavalier King Charles Spaniel Cross,165,82545,147
CAVALIER KING CHARLES SPANIEL CROSS,21,82545,147
Cavalier King Charles Spaniel X                   ,302,82545,148
Cavalier King Charles Spaniel X,208,82545,148
Cavocker                                ,1,82545,149
Cavoodle,169,82545,150
Cavoodle                                ,109,82545,150
Cavoodle (Cavalier X Poodle                       ,105,82545,151
Central Asian Shepherd                            ,5,82545,152
Chesapeake Bay Retriever                          ,2,82545,153
Chesapeake Bay Retriever,1,82545,153
Chihuahua,783,82545,154
Chihuahua                                         ,443,82545,154
Chihuahua                               ,145,82545,154
CHIHUAHUA,10,82545,154
Chihuahua - Long Haired,12,82545,155
Chihuahua Long Haired                   ,7,82545,155
Chihuahua - Smooth Coat,4,82545,156
Chihuahua Cross,42,82545,157
CHIHUAHUA CROSS,5,82545,157
Chihuahua X,705,82545,158
Chihuahua X                                       ,379,82545,158
Chihuahua X - Long Haired,2,82545,159
Chihuahua X - Smooth Coat,1,82545,160
Chinese Crested,19,82545,161
Chinese Crested                         ,8,82545,161
Chinese Crested Dog                               ,44,82545,162
Chinese Crested Dog,10,82545,162
CHINESE CRESTED DOG,1,82545,162
Chinese Crested Dog X                             ,3,82545,163
Chinese Crested Dog X,2,82545,163
Chow Chow,24,82545,164
Chow Chow                                         ,10,82545,164
Chow Chow                               ,5,82545,164
CHOW CHOW,1,82545,164
Chow Chow X,3,82545,165
Chow Chow X                                       ,3,82545,165
Clumber Spaniel                                   ,3,82545,166
Cocker Spaniel                                    ,395,82545,167
Cocker Spaniel,391,82545,167
Cocker Spaniel                          ,243,82545,167
COCKER SPANIEL,12,82545,167
Cocker Spaniel (American)                         ,9,82545,168
Cocker Spaniel (American)               ,5,82545,168
Cocker Spaniel American,5,82545,168
Cocker Spaniel (American),2,82545,168
Cocker Spaniel Cross,127,82545,169
COCKER SPANIEL CROSS,13,82545,169
Cocker Spaniel X                                  ,112,82545,170
Cocker Spaniel X,96,82545,170
Collie                                  ,16,82545,171
Coolie                                  ,15,82545,171
Collie,13,82545,171
Coolie,6,82545,171
Collie (Rough)                                    ,47,82545,172
Collie (Rough),34,82545,172
Collie - Rough,13,82545,172
Collie Rough                            ,8,82545,172
Collie Rough,3,82545,172
Collie (Smooth),19,82545,173
Collie (Smooth)                                   ,8,82545,173
Collie - Smooth,2,82545,173
Collie (Rough Coat) X,37,82545,174
Collie Rough Cross,4,82545,175
COLLIE (ROUGH) CROSS,1,82545,175
Collie (Rough) X                                  ,69,82545,176
Collie (Smooth) X                                 ,8,82545,177
Collie (Smooth) X,7,82545,177
Collie X,24,82545,178
Coolie X,12,82545,178
Corgi                                   ,26,82545,179
Corgi,21,82545,179
Corgi (see either Welsh Cardigan/ Welsh Pembroke) ,17,82545,180
Corgi Welsh,1,82545,181
Corgi X,52,82545,182
Corgi X(see either Welsh Cardigan/ Welsh Pembroke),27,82545,183
Cross                                   ,25,82545,184
Cross Breed,60,82545,185
Cross Breed (Unknown),2,82545,186
CROSS BREED UNKNOWN,2,82545,186
Curly Coated Retriever                            ,26,82545,187
Curly Coat Retriever                    ,13,82545,187
Curly Coated Retriever,8,82545,187
Curly-coated Retriever,4,82545,187
Curly Coated Retriever X                          ,5,82545,188
Curly Coated Retriever X,2,82545,188
Dachshund                                         ,113,82545,189
Dachshund,103,82545,189
Dachshund                               ,33,82545,189
DACHSHUND,5,82545,189
Dachshund (Miniature)                             ,53,82545,190
Dachshund - Miniature,45,82545,190
Dachshund Miniature                     ,27,82545,190
Dachshund (Miniature),23,82545,190
Dachshund Minature,22,82545,190
DACHSHUND (MINITURE),5,82545,190
Dachshund (Miniature) X                           ,3,82545,191
Dachshund Cross,3,82545,192
DACHSHUND CROSS,1,82545,192
Dachshund Long Haired                   ,1,82545,193
Dachshund Min Long Haired               ,2,82545,194
Dachshund Minature Cross,1,82545,195
Dachshund Mini,3,82545,196
Dachshund Short Haired                  ,5,82545,197
Dachshund Wire Haired                   ,1,82545,198
Dachshund X                                       ,45,82545,199
Dachshund X,25,82545,199
Dalmatian                                         ,128,82545,200
Dalmation,116,82545,200
Dalmatian                               ,56,82545,200
Dalmatian,25,82545,200
DALMATION,6,82545,200
Dalmatian Cross,3,82545,201
Dalmation X,27,82545,202
Dalmatian X                                       ,26,82545,202
Dandie Dinmont Terrier                            ,2,82545,203
Dandie Dinmont Terrier X,1,82545,204
Dandie Dinmont Terrier X                          ,1,82545,204
Deerhound,5,82545,205
Deerhound                               ,4,82545,205
DeerHound,3,82545,205
Deerhound                                         ,3,82545,205
Deerhound (listed as Staghound)                   ,2,82545,206
DeerHound Cross,2,82545,207
Deerhound X,13,82545,208
Deerhound X                                       ,10,82545,208
Dobermann                                         ,103,82545,209
Doberman,73,82545,209
Dobermann,47,82545,209
Dobermann                               ,37,82545,209
DOBERMAN,1,82545,209
Doberman - Miniature,1,82545,210
Doberman Cross,1,82545,211
Dobermann X                                       ,35,82545,212
Doberman X,20,82545,212
Dobermann X,11,82545,212
Dobermann X (listed as Huntaway X)                ,1,82545,213
Dobermann X (listed as Huntaway)                  ,2,82545,214
Dogue De Bordeaux                                 ,32,82545,215
Dogue de Bordeaux,13,82545,215
Dogue De Bordeaux,13,82545,215
Dogue De Bordeaux                       ,2,82545,215
Dogue De Bordeaux X                               ,11,82545,216
Dogue de Bordeaux X,4,82545,216
Dogue De Bordeaux X,3,82545,216
Dutch Shepherd,2,82545,217
Dutch Shepherd                                    ,1,82545,217
Elkhound,1,82545,218
Elkhound                                ,1,82545,218
English Bull Dog,3,82545,219
English Bull Terrier                    ,3,82545,220
English Bullmastiff                     ,1,82545,221
English Cocker Spaniel,14,82545,222
English Mastiff,8,82545,223
English Mastiff                         ,1,82545,223
English Mastiff X,3,82545,224
English Pointer                         ,6,82545,225
English Pointer,4,82545,225
English Pointer X,1,82545,226
English Setter                                    ,9,82545,227
English Setter,3,82545,227
English Sheepdog,3,82545,228
English Spaniel,2,82545,229
English Springer Spaniel                          ,65,82545,230
English Springer Spaniel,49,82545,230
English Springer Spaniel                ,19,82545,230
English Springer Spaniel Cross,6,82545,231
English Springer Spaniel X                        ,7,82545,232
English Springer Spaniel X,3,82545,232
English Staffordshire Bull Terrier,133,82545,233
English Staffordshire Bull Terrier      ,32,82545,233
English Staffordshire Bull Terrier X,20,82545,234
English Toy Terrier,16,82545,235
English Toy Terrier                               ,4,82545,235
ENGLISH TOY TERRIER,1,82545,235
English Toy Terrier                     ,1,82545,235
English Toy Terrier Cross,1,82545,236
English Toy Terrier X                             ,1,82545,237
Fauve De Bretagne,1,82545,238
Field Spaniel,1,82545,239
Finnish Lapphund                                  ,6,82545,240
Finnish Lapphund,5,82545,240
Finnish Lapphund                        ,3,82545,240
Finnish Spitz                           ,2,82545,241
Finnish Spitz,1,82545,241
Flatcoated Retriever,9,82545,242
Flat-coated Retriever,7,82545,242
Flat Coated Retriever                   ,5,82545,242
Flat Coated Retriever                             ,3,82545,242
Flat Coated Retriever X                           ,1,82545,243
Fox Terrier                                       ,207,82545,244
Fox Terrier,97,82545,244
Fox Terrier                             ,78,82545,244
Fox Terrier - Miniature,96,82545,245
Fox Terrier (Smooth),162,82545,246
Fox Terrier (Smooth)                              ,152,82545,246
Fox Terrier (Smooth)                    ,10,82545,246
FOX TERRIER (SMOOTH),7,82545,246
Fox Terrier Smooth,5,82545,246
Fox Terrier (Smooth) X                            ,254,82545,247
Fox Terrier (Smooth)  X,174,82545,247
Fox Terrier Wire,22,82545,248
Fox Terrier (Wire)                                ,12,82545,248
FOX TERRIER WIRE,2,82545,248
Fox Terrier (Wire),1,82545,248
Fox Terrier (Wire) X,4,82545,249
FOX TERRIER CROSS,7,82545,250
Fox Terrier Smooth Cross,7,82545,251
Fox Terrier Wire Cross,16,82545,252
Fox Terrier X,151,82545,253
Fox Terrier X                                     ,76,82545,253
Fox Terrier X - Miniature,36,82545,254
Foxhound,2,82545,255
Foxhound                                          ,2,82545,255
Foxhound                                ,1,82545,255
Foxhound X,6,82545,256
French Bulldog,51,82545,257
French Bull Dog                                   ,32,82545,257
French Bulldog                          ,18,82545,257
FRENCH BULLDOG,4,82545,257
French Bull Dog X                                 ,5,82545,258
French Bulldog X,4,82545,258
French Mastiff,6,82545,259
German Coolie,11,82545,260
German Cooly,9,82545,260
German Coolie                           ,6,82545,260
German Coolie X,11,82545,261
German Miniature Schnauzer              ,2,82545,262
German Pinscher,7,82545,263
German Pinscher                                   ,2,82545,263
GERMAN PINSCHER,1,82545,263
German Pinscher                         ,1,82545,263
German Pinscher X                                 ,7,82545,264
German Schnauzer                        ,1,82545,265
German Shepherd,357,82545,266
German Shepherd                         ,240,82545,266
German Shepherd - Long Haired,14,82545,267
German Shepherd Dog                               ,853,82545,268
German Shepherd Dog,547,82545,268
GERMAN SHEPHERD DOG,20,82545,268
German Shepherd Dog Cross,16,82545,269
GERMAN SHEPHERD DOG CROSS,3,82545,269
German Shepherd Dog X                             ,265,82545,270
German Shepherd Dog X,222,82545,270
German Shepherd X,142,82545,271
German Shepherd X - Long Haired,2,82545,272
German Shepherd X (listed as Shepherd X)          ,1,82545,273
German Sherpherd (listed as Shepherd)             ,1,82545,274
German Shorthaired Pointer                        ,141,82545,275
German Shorthaired Pointer,94,82545,275
German Shorthaired Pointer              ,93,82545,275
German Short-haired Pointer,30,82545,275
German Short-haired Pointer Cross,1,82545,276
German Shorthaired Pointer X                      ,14,82545,277
German Shorthaired Pointer X,9,82545,277
German Spitz,9,82545,278
German Spitz                                      ,3,82545,278
German Spitz                            ,2,82545,278
German Spitz X,2,82545,279
German Wirehaired Pointer               ,6,82545,280
German Wirehaired Pointer                         ,4,82545,280
German Wirehaired Pointer X                       ,1,82545,281
Golden Retriever                                  ,582,82545,282
Golden Retriever,559,82545,282
Golden Retriever                        ,378,82545,282
GOLDEN RETRIEVER,19,82545,282
Golden Retriever Cross,64,82545,283
GOLDEN RETRIEVER CROSS,1,82545,283
Golden Retriever X                                ,127,82545,284
Golden Retriever X,98,82545,284
Gordon Setter                                     ,14,82545,285
Gordon Setter,5,82545,285
Gordon Setter                           ,2,82545,285
Grand Basset Griffon Vendeen,1,82545,286
Great Dane,87,82545,287
Great Dane                                        ,67,82545,287
Great Dane                              ,19,82545,287
GREAT DANE,4,82545,287
Great Dane Cross,4,82545,288
Great Dane X,40,82545,289
Great Dane X                                      ,29,82545,289
Greyhound,241,82545,290
Greyhound                                         ,229,82545,290
Greyhound                               ,53,82545,290
GREYHOUND,9,82545,290
Greyhound Cross,2,82545,291
Greyhound Italian,2,82545,292
Greyhound X                                       ,15,82545,293
Greyhound X,11,82545,293
Greyhound X (listed as Lurcher)                   ,2,82545,294
Griffin Bruxellois                                ,15,82545,295
Griffon Bruxellois,4,82545,295
Griffon Bruxellios,2,82545,295
Griffon Bruxellois                      ,2,82545,295
Griffon Bruxellois X,4,82545,296
Griffin Bruxellois X                              ,3,82545,296
Groodle,64,82545,297
Groodle                                 ,54,82545,297
Groodle (Golden Retriever X Poodle)               ,69,82545,298
Groodle X,1,82545,299
Harrier                                           ,1,82545,300
Havanese                                          ,10,82545,301
Havanese,9,82545,301
HAVANESE,4,82545,301
Havanese                                ,4,82545,301
Heeler                                  ,148,82545,302
Heeler,28,82545,302
Heeler X,73,82545,303
Hungarian Viszla,26,82545,304
Hungarian Viszla X                                ,8,82545,305
Hungarian Viszla X,3,82545,305
Hungarian Vizsla X,2,82545,305
Hungarian Vizsla                                  ,52,82545,306
Hungarian Vizsla                        ,43,82545,306
Hungarian Vizsla,39,82545,306
HUNGARIAN VIZSLA,5,82545,306
Hungarian Wirehaired Vizsla                       ,8,82545,307
Hungarian Wirehaired Vizsla,1,82545,307
Hungarian Wirehaired Vizsla X                     ,1,82545,308
Husky,50,82545,309
Husky                                   ,32,82545,309
Husky X,32,82545,310
Irish Red and White Setter                        ,2,82545,311
Irish Red and White Setter,1,82545,311
Irish Setter                                      ,17,82545,312
Irish Setter,13,82545,312
Irish Setter                            ,11,82545,312
Irish Terrier,13,82545,313
Irish Terrier                           ,6,82545,313
Irish Terrier                                     ,4,82545,313
IRISH TERRIER,3,82545,313
Irish Terrier X,1,82545,314
Irish Water Spaniel,3,82545,315
Irish Water Spaniel                               ,1,82545,315
Irish Wolfhound                                   ,16,82545,316
Irish Wolfhound,11,82545,316
Irish Wolfhound                         ,8,82545,316
Irish Wolf Hound,2,82545,316
Irish Wolf Hound Cross,2,82545,317
Irish Wolfhound X,18,82545,318
Irish Wolfhound X                                 ,18,82545,318
Italian Cane Corso                      ,2,82545,319
Italian Greyhound,62,82545,320
Italian Greyhound                                 ,41,82545,320
Italian Greyhound                       ,19,82545,320
ITALIAN GREYHOUND,3,82545,320
Italian Greyhound Cross,2,82545,321
Italian Greyhound X,4,82545,322
Italian Greyhound X                               ,4,82545,322
Italian Spinone                                   ,2,82545,323
Jack Russell Terrier,1108,82545,324
Jack Russell Terrier                              ,946,82545,324
Jack Russell Terrier                    ,410,82545,324
JACK RUSSELL TERRIER,33,82545,324
Jack Russell Terrier - Miniature,6,82545,325
Jack Russell Terrier Cross,91,82545,326
JACK RUSSELL TERRIER CROSS,10,82545,326
Jack Russell Terrier X,902,82545,327
Jack Russell TerrierX                             ,763,82545,327
Japanese Chin                                     ,8,82545,328
Japanese Chin,2,82545,328
Japanese Chin                           ,1,82545,328
Japanese Chin X,2,82545,329
Japanese Chin X                                   ,1,82545,329
Japanese Spitz,38,82545,330
Japanese Spitz                                    ,29,82545,330
Japanese Spitz                          ,17,82545,330
Japanese Spitz X,7,82545,331
Japanese Spitz X                                  ,1,82545,331
Kangal,2,82545,332
Keeshond,43,82545,333
Keeshond                                          ,24,82545,333
Keeshond                                ,15,82545,333
KeesHond,7,82545,333
Keeshond X                                        ,3,82545,334
Keeshond X,2,82545,334
Kelpie,207,82545,335
Kelpie X,475,82545,336
Kerry Blue Terrier                                ,9,82545,337
Kerry Blue Terrier,5,82545,337
Kerry Blue Terrier                      ,4,82545,337
KERRY BLUE TERRIER,1,82545,337
King Charles Spaniel                    ,41,82545,338
King Charles Spaniel,39,82545,338
King Charles Spaniel                              ,21,82545,338
KING CHARLES SPANIEL,3,82545,338
King Charles Spaniel Cross,6,82545,339
KING CHARLES SPANIEL CROSS,1,82545,339
King Charles Spaniel X,19,82545,340
King Charles Spaniel X                            ,12,82545,340
Labradoodle                             ,128,82545,341
Labradoodle,107,82545,341
Labradoodle - Miniature,16,82545,342
Labradoodle X,12,82545,343
Labrador                                ,719,82545,344
Labrador,688,82545,344
LABRADOR CROSS,6,82545,345
Labrador Retriever                                ,1621,82545,346
Labrador Retriever,951,82545,346
Labrador Retriever                      ,141,82545,346
LABRADOR RETRIEVER,22,82545,346
Labrador Retriever Cross,167,82545,347
LABRADOR RETRIEVER CROSS,13,82545,347
Labrador Retriever X                              ,806,82545,348
Labrador Retriever X,331,82545,348
Labrador Retriever X (listed as Labradoodle)      ,95,82545,349
Labrador X,311,82545,350
Labraspoodle                            ,1,82545,351
Lagotto Romagnolo                       ,18,82545,352
Lagotto Romagnolo                                 ,14,82545,352
Lagotto Romagnolo,11,82545,352
Lagotto Romaenolo,4,82545,352
LAGOTTO ROMAGNOLO,3,82545,352
Lakeland Terrier                        ,5,82545,353
Lakeland Terrier,4,82545,353
Lakeland Terrier                                  ,2,82545,353
LAKELAND TERRIER,1,82545,353
Large Munsterlander                               ,1,82545,354
Leonberger,5,82545,355
Leonberger                                        ,1,82545,355
Leonberger X                                      ,3,82545,356
Lhasa Apso,91,82545,357
Lhasa Apso                                        ,52,82545,357
Lhasa Apso                              ,35,82545,357
LHASA APSO,1,82545,357
Lhasa Apso Cross,14,82545,358
LHASA APSO CROSS,3,82545,358
Lhasa Apso X                                      ,70,82545,359
Lhasa Apso X,55,82545,359
Lowchen                                           ,2,82545,360
LOWCHEN,1,82545,360
Lowchen                                 ,1,82545,360
Lurcher,2,82545,361
Lurcher                                 ,2,82545,361
Mahese                                  ,1,82545,362
Maitalier                               ,2,82545,363
Malamute                                ,5,82545,364
Malinois,18,82545,365
Malinois X,22,82545,366
Maltalier,14,82545,367
Maltalier                               ,3,82545,367
Maltalier (Maltese x Cavalier)                    ,39,82545,368
Maltese                                 ,1044,82545,369
Maltese,636,82545,369
Maltese                                           ,345,82545,369
MALTESE,10,82545,369
Maltese Cross,561,82545,370
MALTESE CROSS,98,82545,370
Maltese cross cavalier                  ,1,82545,371
Maltese Terrier,176,82545,372
Maltese Terrier X,323,82545,373
Maltese X,3634,82545,374
Maltese X                                         ,3609,82545,374
Maltese X Cavalier                      ,4,82545,375
Maltese X Poodle                                  ,31,82545,376
Manchester Terrier,8,82545,377
Manchester Terrier                                ,4,82545,377
Manchester Terrier Cross,1,82545,378
Manchester Terrier X,1,82545,379
Mareema - Italian Shepherd              ,8,82545,380
Maremma Sheep Dog                                 ,60,82545,381
Maremma Sheepdog,52,82545,381
Maremma Sheep Dog X                               ,18,82545,382
Maremma Sheepdog X,8,82545,382
Maremma Sheepdog Cross,1,82545,383
Mastiff,49,82545,384
Mastiff                                           ,47,82545,384
Mastiff                                 ,20,82545,384
Mastif,6,82545,384
MASTIFF,2,82545,384
Mastif Cross,3,82545,385
Mastiff X                                         ,199,82545,386
Mastiff X,163,82545,386
Mastiff X (listed as Bull Arab)                   ,10,82545,387
Minature Pinscher X                               ,3,82545,388
Mini Jack Russell Terrier               ,6,82545,389
Mini Pinscher,1,82545,390
Miniature Bull Terrier                  ,4,82545,391
