Category_Set,Category_Occurrences,Total_Examples,Entity_Number
Construction - Industrial Facilities and InfrastructureReal Estate/Property ManagementConstruction - Residential & Commercial/Office,3,22000,131
RetailBankingFinancial Services,3,22000,132
AllInsuranceGovernment and Military,3,22000,133
"Travel, Transportation and TourismLegal Services",3,22000,134
"Overland Park, KS",3,22000,135
Healthcare ServicesNonprofit Charitable OrganizationsMedical Devices and Supplies,3,22000,136
"Automotive and Parts MfgElectronics, Components, and Semiconductor MfgManufacturing - Other",3,22000,137
"Denver, CO",3,22000,138
Aerospace and DefenseGovernment and Military,3,22000,139
Aerospace and Defense; Government and Military,1,22000,139
Consumer Packaged Goods ManufacturingFood and Beverage Production,3,22000,140
"Morrisville, NC 27709",3,22000,141
"Electronics, Components, and Semiconductor MfgManufacturing - Other",3,22000,142
AllAutomotive Sales and Repair ServicesBusiness Services - Other,3,22000,143
Healthcare ServicesStaffing/Employment Agencies,3,22000,144
Manufacturing - OtherPrinting and Publishing,3,22000,145
Business Services - OtherConstruction - Residential & Commercial/Office,3,22000,146
Advertising and PR ServicesOther/Not Classified,3,22000,147
Healthcare ServicesComputer/IT Services,3,22000,150
Transport and Storage - Materials Waste Management,3,22000,151
RetailTelecommunications ServicesComputer/IT Services,3,22000,152
All; Construction - Residential & Commercial/Office; Engineering Services,3,22000,153
Real Estate/Property Management;Hotels and Lodging;Personal and Household Services,3,22000,154
Automotive and Parts Mfg;Automotive Sales and Repair Services,3,22000,155
Automotive and Parts Mfg Automotive Sales and Repair Services,1,22000,155
Automotive and Parts MfgAutomotive Sales and Repair Services,1,22000,155
AllRetailBusiness Services - Other,3,22000,157
Biotechnology/PharmaceuticalsBusiness Services - OtherMedical Devices and Supplies,3,22000,158
Advertising and PR ServicesManagement Consulting ServicesRestaurant/Food Services,3,22000,160
Restaurant/Food ServicesFood and Beverage ProductionOther/Not Classified,3,22000,162
Restaurant/Food Services;Food and Beverage Production;Other/Not Classified,2,22000,162
"Irving, TX",3,22000,163
Biotechnology/PharmaceuticalsMedical Devices and Supplies,3,22000,164
Biotechnology/Pharmaceuticals;Medical Devices and Supplies,1,22000,164
Manufacturing - OtherMedical Devices and Supplies,3,22000,166
Manufacturing - Other; Medical Devices and Supplies,1,22000,166
"AllTravel, Transportation and TourismTransport and Storage - Materials",3,22000,167
BankingFinancial ServicesMedical Devices and Supplies,3,22000,168
Signal Metal Industries,2,22000,169
"Eden Prairie, MN",2,22000,170
"Eden Prairie, MN 55344",1,22000,170
"AllTravel, Transportation and TourismBusiness Services - Other",2,22000,171
BankingReal Estate/Property ManagementRental Services,2,22000,172
Goodwill Industries,2,22000,173
Retail;Advertising and PR Services;Sports and Physical Recreation,2,22000,174
Retail Advertising and PR Services Sports and Physical Recreation,1,22000,174
RetailRestaurant/Food ServicesOther/Not Classified,2,22000,175
Healthcare ServicesFinancial Services,2,22000,176
A & E Network,2,22000,177
"Coppell, TX",2,22000,179
Real Estate/Property ManagementOther/Not Classified,2,22000,181
"New York, NY",2,22000,182
"New York, NY 10012",1,22000,182
"New York, NY 10019",1,22000,182
Management Consulting ServicesComputer/IT Services,2,22000,183
Healthcare ServicesNonprofit Charitable Organizations,2,22000,185
"Santa Clara, CA",2,22000,186
"Santa Clara, CA 95054",1,22000,186
InsuranceOther/Not Classified,2,22000,187
"Oklahoma City, OK",2,22000,188
AllManufacturing - OtherOther/Not Classified,2,22000,189
Energy and Utilities; Aerospace and Defense; Engineering Services,2,22000,190
"Ernie Green Industries, Inc.",2,22000,191
RetailOther/Not Classified,2,22000,192
"Milpitas, CA 95035",2,22000,193
"Milpitas, CA 95134",1,22000,193
Healthcare ServicesStaffing/Employment AgenciesComputer/IT Services,2,22000,194
Healthcare Services Staffing/Employment Agencies Computer/IT Services,1,22000,194
Healthcare Services Restaurant/Food Services Other/Not Classified,2,22000,195
"Hillsboro, OR 97124",2,22000,196
Energy and UtilitiesWaste Management,2,22000,197
Management Consulting Services Legal Services,2,22000,198
Energy and Utilities; Engineering Services,2,22000,199
Energy and Utilities Engineering Services,1,22000,199
"El Dorado Hills, CA",2,22000,200
"Saint Paul, MN",2,22000,201
"Washington, DC 20001",2,22000,202
"Raynham, MA 02767",2,22000,203
Manufacturing - Other; Wholesale Trade/Import-Export,2,22000,204
RetailRestaurant/Food Services,2,22000,205
"Arcadia, WI 54612",2,22000,206
AllRetailTransport and Storage - Materials,2,22000,209
"Omaha, NE",2,22000,210
"Omaha, NE 68124",1,22000,210
"Sacramento, CA",2,22000,211
Metals and MineralsManufacturing - OtherArchitectural and Design Services,2,22000,212
RetailTelecommunications ServicesAdvertising and PR Services,2,22000,213
Retail;Telecommunications Services;Advertising and PR Services,1,22000,213
"Lake Forest, IL",2,22000,214
AllRetailInsurance,2,22000,215
Accounting and Auditing ServicesBusiness Services - OtherFinancial Services,2,22000,216
Accounting and Auditing Services Business Services - Other Financial Services,1,22000,216
"Austin, TX",2,22000,217
"Austin, TX 78701",1,22000,217
"Mcminnville, OR 97128",2,22000,218
"Northbrook, IL 60062",3,22000,219
"Northbrook, IL",2,22000,219
Manufacturing - OtherHealthcare ServicesMedical Devices and Supplies,2,22000,220
AllManagement Consulting ServicesBusiness Services - Other,2,22000,221
RetailTransport and Storage - Materials Other/Not Classified,2,22000,222
InsuranceAccounting and Auditing ServicesFinancial Services,2,22000,223
Insurance; Accounting and Auditing Services; Financial Services,1,22000,223
Construction - Industrial Facilities and InfrastructureRetailConstruction - Residential & Commercial/Office,2,22000,224
Bisco Industries,2,22000,225
"New Braunfels, TX",2,22000,226
Metals and MineralsManufacturing - Other,2,22000,227
Metals and Minerals; Manufacturing - Other,1,22000,227
Hotels and Lodging Personal and Household Services,2,22000,228
"Newark, DE",2,22000,229
Energy and UtilitiesBusiness Services - Other,2,22000,230
AllTelecommunications ServicesAutomotive Sales and Repair Services,2,22000,231
BankingStaffing/Employment AgenciesFinancial Services,2,22000,232
Architectural and Design Services; Construction - Residential & Commercial/Office; Engineering Services,2,22000,233
RetailComputer SoftwareBusiness Services - Other,2,22000,234
Clothing and Textile ManufacturingRetail,2,22000,235
Retail Banking Business Services - Other,2,22000,236
"Cottage Grove, MN 55016",2,22000,237
Manufacturing - Other;Food and Beverage Production,2,22000,238
Manufacturing - OtherFood and Beverage Production,1,22000,238
RetailComputer HardwareComputer/IT Services,2,22000,239
Automotive and Parts MfgTransport and Storage - Materials Automotive Sales and Repair Services,2,22000,240
Ware Industries,2,22000,241
Energy and Utilities; Construction - Industrial Facilities and Infrastructure; Construction - Residential & Commercial/Office,2,22000,242
RetailManagement Consulting ServicesOther/Not Classified,2,22000,243
Real Estate/Property ManagementBusiness Services - Other,2,22000,244
Construction - Industrial Facilities and InfrastructureConstruction - Residential & Commercial/OfficeEngineering Services,2,22000,245
"Hebron, IL 60034",2,22000,246
Personal and Household Services; Construction - Residential & Commercial/Office; Other/Not Classified,2,22000,247
Consumer Packaged Goods Manufacturing; Manufacturing - Other; Food and Beverage Production,2,22000,248
Automotive and Parts Mfg Manufacturing - Other Automotive Sales and Repair Services,2,22000,249
Automotive and Parts MfgManufacturing - OtherAutomotive Sales and Repair Services,1,22000,249
Real Estate/Property ManagementManagement Consulting Services,2,22000,250
Manufacturing - Other;Engineering Services,2,22000,251
Manufacturing - OtherEngineering Services,1,22000,251
"San Antonio, TX 78205",3,22000,253
"San Antonio, TX",2,22000,253
Real Estate/Property ManagementNonprofit Charitable Organizations,2,22000,254
"Mill Valley, CA",1,22000,255
AllInsuranceHealthcare Services,1,22000,256
"Scottsdale, AZ 85260",1,22000,259
Telecommunications ServicesReal Estate/Property Management,1,22000,262
Telecommunications ServicesConstruction - Residential & Commercial/Office,1,22000,264
Telecommunications ServicesRestaurant/Food ServicesBusiness Services - Other,1,22000,265
AllReal Estate/Property ManagementRental Services,1,22000,266
"Tigard, OR",1,22000,267
"Minneapolis, MN 55428",1,22000,269
"Prairie Village, KS",1,22000,270
"La-Fayette, KY",1,22000,271
AllConsumer Packaged Goods ManufacturingManufacturing - Other,1,22000,272
"Montague, MI",1,22000,273
AllArchitectural and Design ServicesConstruction - Residential & Commercial/Office,1,22000,274
RetailBusiness Services - OtherOther/Not Classified,1,22000,275
Computer/IT Services Other/Not Classified,1,22000,276
Computer/IT ServicesOther/Not Classified,1,22000,276
"Branchburg, NJ",1,22000,277
Industrial/Manufacturing EngineeringMechanical EngineeringGeneral/Other: Engineering,1,22000,278
"Little Rock, AR",1,22000,279
"Foster City, CA 94404",3,22000,280
"Foster City, CA",1,22000,280
Hotels and Lodging Government and Military Food and Beverage Production,1,22000,281
Accounting and Auditing Services Healthcare Services,1,22000,282
Electrical/Electronics EngineeringIndustrial/Manufacturing EngineeringGeneral/Other: Engineering,1,22000,283
"Wichita, KS",1,22000,284
Chemicals/Petro-ChemicalsTransport and Storage - Materials,1,22000,286
Accounting and Auditing ServicesHealthcare ServicesFinancial Services,1,22000,287
AllRestaurant/Food ServicesFood and Beverage Production,1,22000,288
"Chicago, IL",9,22000,289
"Chicago, IL 60606",2,22000,289
"Chicago Heights, IL 60411",1,22000,289
"Chicago, IL 60603",1,22000,289
"Chicago, IL 60661",1,22000,289
"Appleton, WI",1,22000,290
Government and Military; Computer/IT Services,1,22000,291
AllInsuranceAutomotive Sales and Repair Services,1,22000,292
"Jacksonville, FL 32256",1,22000,293
"Weir, TX",1,22000,294
Computer SoftwareHealthcare ServicesFinancial Services,1,22000,295
RetailBusiness Services - Other,1,22000,296
Aerospace and DefenseGovernment and MilitaryComputer/IT Services,1,22000,297
Real Estate/Property Management Legal Services,1,22000,298
"Round Lake, IL 60073",1,22000,299
"Bernards, NJ",1,22000,300
"Fircrest, WA 98417",1,22000,301
"Simi Valley, CA 93065",1,22000,302
Construction - Industrial Facilities and InfrastructureGovernment and MilitaryConstruction - Residential & Commercial/Office,1,22000,303
AllStaffing/Employment AgenciesBusiness Services - Other,1,22000,304
"Lake Quivira, KS",1,22000,305
Industrial/Manufacturing EngineeringGeneral/Other: EngineeringSystems/Process Engineering,1,22000,306
"Pflugerville, TX 78753",1,22000,307
Manufacturing - OtherLegal Services,1,22000,308
Staffing/Employment Agencies;Business Services - Other;Other/Not Classified,1,22000,309
"Geismar, LA 70734",1,22000,310
Manufacturing - OtherInsuranceBusiness Services - Other,1,22000,311
Accounting and Auditing Services Financial Services Other/Not Classified,1,22000,312
US_EN_8_17304_51691595,1,22000,313
Real Estate/Property Management Business Services - Other Other/Not Classified,1,22000,314
Real Estate/Property Management;Business Services - Other;Other/Not Classified,1,22000,314
InsuranceReal Estate/Property ManagementFinancial Services,1,22000,315
Biotechnology/PharmaceuticalsManufacturing - Other,1,22000,316
Biotechnology/PharmaceuticalsManufacturing - OtherOther/Not Classified,1,22000,316
"Savannah, GA",1,22000,317
Chickasaw Nation Industries Aviation,1,22000,318
Real Estate/Property ManagementConstruction - Residential & Commercial/OfficeEngineering Services,1,22000,319
Engineering ServicesMedical Devices and Supplies,1,22000,320
Education; Business Services - Other,1,22000,321
Computer SoftwareBusiness Services - Other,1,22000,322
Rental ServicesAutomotive Sales and Repair Services,1,22000,323
All Personal and Household Services Business Services - Other,1,22000,324
"Fremont, CA 94538",1,22000,325
"Belfast, ME 04915",1,22000,326
All Healthcare Services,1,22000,327
All;Healthcare Services,1,22000,327
"Southborough, MA",1,22000,330
Aerospace and DefenseGovernment and MilitaryOther/Not Classified,1,22000,331
Retail Telecommunications Services Business Services - Other,1,22000,332
RetailTelecommunications ServicesBusiness Services - Other,1,22000,332
"Seven Hills, OH 44131",1,22000,334
Sports and Physical RecreationHotels and LodgingEntertainment Venues and Theaters,1,22000,335
Manufacturing - OtherReal Estate/Property Management,1,22000,336
Real Estate/Property ManagementHealthcare ServicesConstruction - Residential & Commercial/Office,1,22000,338
Internet ServicesBankingComputer/IT Services,1,22000,339
AllRetailRestaurant/Food Services,1,22000,340
"Consumer Packaged Goods ManufacturingElectronics, Components, and Semiconductor Mfg",1,22000,341
Construction - Industrial Facilities and InfrastructureTelecommunications ServicesOther/Not Classified,1,22000,342
Industrial Maintenance Technician,1,22000,343
"Wilmington, DE",1,22000,344
"Wilmington, DE 19803",1,22000,344
"Roseville, CA",1,22000,345
"Roseville, CA 95747",1,22000,345
"Mendota Heights, MN 55120",1,22000,346
Accudyne Industries,1,22000,347
Consumer Packaged Goods ManufacturingManufacturing - Other,1,22000,348
Automotive Sales and Repair Services; Other/Not Classified,1,22000,349
Wholesale Trade/Import-ExportAdvertising and PR Services,1,22000,350
"Largo, FL 33773",1,22000,351
"Assistant Manager, Manager, Management, Operations",1,22000,352
"Warren, IL 60064",3,22000,353
"Warren, IL",1,22000,353
Electrical/Electronics EngineeringIndustrial/Manufacturing EngineeringMechanical Engineering,1,22000,354
Bruker,1,22000,355
"Hoboken, NJ 07030",1,22000,356
RetailFood and Beverage Production,1,22000,357
Accounting and Auditing ServicesAdvertising and PR ServicesComputer Software,1,22000,358
"Macungie, PA",1,22000,359
Accounting and Auditing ServicesManagement Consulting Services,1,22000,360
AllManufacturing - OtherFood and Beverage Production,1,22000,361
Manufacturing - OtherConstruction - Residential & Commercial/OfficeOther/Not Classified,1,22000,362
RetailRental ServicesAutomotive Sales and Repair Services,1,22000,363
Manufacturing - OtherOther/Not Classified,1,22000,365
"Travel, Transportation and TourismInsuranceAutomotive Sales and Repair Services",1,22000,366
"Travel, Transportation and TourismRestaurant/Food Services",1,22000,367
Ultra Industries,1,22000,368
"Raleigh, NC 27607",2,22000,369
"Raleigh, NC",1,22000,369
"Chemicals/Petro-Chemicals Electronics, Components, and Semiconductor Mfg Healthcare Services",1,22000,370
Manufacturing - Other Restaurant/Food Services Food and Beverage Production,1,22000,371
Bruker Daltonics,1,22000,372
PPG Industries,1,22000,373
Automotive and Parts MfgManufacturing - OtherAccounting and Auditing Services,1,22000,374
Retail Telecommunications Services,1,22000,375
Specialized Staffing & Industry Recruiters,1,22000,376
Nonprofit Charitable OrganizationsOther/Not Classified,1,22000,377
RetailBusiness Services - OtherComputer/IT Services,1,22000,378
Energy and UtilitiesManufacturing - OtherOther/Not Classified,1,22000,379
"Monterey Park, CA",1,22000,380
Staffing/Employment AgenciesOther/Not Classified,1,22000,381
Retail Accounting and Auditing Services Management Consulting Services,1,22000,382
Internet ServicesTelecommunications ServicesComputer/IT Services,1,22000,383
Manufacturing - OtherBusiness Services - Other,1,22000,385
MPW Industrial Services,1,22000,386
"Hoffman Estates, IL",1,22000,387
Accounting and Auditing ServicesStaffing/Employment AgenciesFinancial Services,1,22000,388
Wholesale Trade/Import-Export; Construction - Residential & Commercial/Office,1,22000,389
Construction - Industrial Facilities and InfrastructureAerospace and Defense,1,22000,390
Education; Other/Not Classified,1,22000,391
"Erlanger, KY 41018",1,22000,392
Government and MilitaryOther/Not Classified,1,22000,393
Real Estate/Property ManagementHealthcare Services,1,22000,395
"Durham, NC",1,22000,396
"Durham, NC 27709",1,22000,396
"Seattle, WA",1,22000,397
Accounting and Auditing Services Nonprofit Charitable Organizations,1,22000,398
Accounting and Auditing ServicesNonprofit Charitable Organizations,1,22000,398
"Madison, WI 53719",1,22000,399
Education Healthcare Services Sports and Physical Recreation,1,22000,400
"City Of Industry, CA 91744",2,22000,404
"City Of Industry, CA",1,22000,404
"City Of Industry, CA 91748",1,22000,404
Banking; Real Estate/Property Management; Financial Services,1,22000,405
Retail; Personal and Household Services; Medical Devices and Supplies,1,22000,406
Internet Services Other/Not Classified,1,22000,407
"Newport News Shipbuilding, a division of Huntington Ingalls Industries",1,22000,408
Manufacturing - OtherTransport and Storage - Materials,1,22000,409
"Des Plaines, IL",1,22000,410
"Neptune Beach, FL",1,22000,411
Walter Industrial and Sanitary Supply,1,22000,412
Biotechnology/PharmaceuticalsAccounting and Auditing ServicesFinancial Services,1,22000,413
"Kentwood, MI 49508",1,22000,414
"Harrisburg, NC 28262",1,22000,415
"Charlotte, NC",1,22000,417
"Charlotte, NC 28202",1,22000,417
Government and MilitarySecurity and SurveillanceEngineering Services,1,22000,418
Advertising and PR ServicesRestaurant/Food ServicesOther/Not Classified,1,22000,419
"Tifco Industries, Inc.",1,22000,420
"Electronics, Components, and Semiconductor MfgSecurity and SurveillanceComputer/IT Services",1,22000,421
Computer HardwareComputer SoftwareEducation,1,22000,422
Hotels and Lodging Restaurant/Food Services Other/Not Classified,1,22000,423
Hotels and LodgingRestaurant/Food ServicesOther/Not Classified,1,22000,423
Real Estate/Property ManagementLegal ServicesConstruction - Residential & Commercial/Office,1,22000,424
LeMar Industries,1,22000,425
Healthcare ServicesRestaurant/Food Services,1,22000,427
"Shiloh Industies, Inc.",1,22000,428
"Sweetwater, FL 33172",1,22000,429
AllFinancial ServicesOther/Not Classified,1,22000,430
"Washington, DC",1,22000,431
Healthcare Services; Nonprofit Charitable Organizations; Personal and Household Services,1,22000,434
"Mifflin, OH 43085",1,22000,435
Manufacturing - OtherTransport and Storage - Materials Business Services - Other,1,22000,436
BankingReal Estate/Property ManagementGovernment and Military,1,22000,438
Telecommunications ServicesHealthcare Services,1,22000,439
Insurance Healthcare Services Nonprofit Charitable Organizations,1,22000,440
Aerospace and Defense; Computer/IT Services; Engineering Services,1,22000,441
Construction - Industrial Facilities and InfrastructureManufacturing - Other,1,22000,442
Construction - Industrial Facilities and Infrastructure; Manufacturing - Other; Marine Mfg & Services,1,22000,443
Printing and Publishing Advertising and PR ServicesHotels and Lodging,1,22000,444
AllHealthcare ServicesPersonal and Household Services,1,22000,445
Waste ManagementComputer/IT Services,1,22000,446
Aerospace and Defense Legal Services,1,22000,447
"AllTravel, Transportation and TourismHotels and Lodging",1,22000,448
"San Francisco, CA",3,22000,449
"San Francisco Ca, CA 94107",1,22000,449
"San Francisco, CA 94105",1,22000,449
"San Francisco, CA 94111",1,22000,449
"Richfield, MN",1,22000,450
Management Consulting ServicesSports and Physical RecreationBusiness Services - Other,1,22000,451
Printing and Publishing Internet Services,1,22000,453
Computer/IT ServicesFood and Beverage Production,1,22000,454
"Montgomery, OH",1,22000,455
"Montgomery, OH 45242",1,22000,455
"Princeton, NJ 08543",1,22000,456
Biotechnology/PharmaceuticalsEngineering ServicesMedical Devices and Supplies,1,22000,458
Chemicals/Petro-ChemicalsOther/Not Classified,1,22000,459
"Cleveland, OH",1,22000,460
Banking; Insurance; Financial Services,1,22000,461
"Boston, MA",1,22000,462
"Boston, MA 94501",1,22000,462
Industrial/Manufacturing EngineeringGeneral/Other: Engineering,1,22000,463
"Albany, NY",1,22000,464
"Iselin, NJ",1,22000,465
Chemicals/Petro-Chemicals; Manufacturing - Other; Other/Not Classified,1,22000,466
"Account Manager, Regional Manager, Manager, Marketing Manager, Sales, Management, Marketing",1,22000,467
"Frisco, TX 75034",1,22000,468
Restaurant/Food Services Other/Not Classified,1,22000,469
Restaurant/Food ServicesOther/Not Classified,1,22000,469
"Manhattan, NY",1,22000,470
"Tucker, GA",1,22000,471
Management Consulting ServicesComputer SoftwareEngineering Services,1,22000,472
Automotive and Parts MfgAutomotive Sales and Repair ServicesComputer/IT Services,1,22000,473
Energy and Utilities Education,1,22000,474
Engineering ServicesFood and Beverage Production,1,22000,475
"San Mateo, CA",1,22000,476
"Raritan, NJ",1,22000,477
Manufacturing - OtherLegal ServicesHealthcare Services,1,22000,478
"North Bend, WA 98160",1,22000,479
"Shavano Park, TX",1,22000,480
Brennan Industries,1,22000,481
