Category_Set,Category_Occurrences,Total_Examples,Entity_Number
1999 ITL euro / euro                    ,1549,227092,127
Chilean peso,1003,227092,128
Chilean peso                            ,821,227092,128
Leone,465,227092,129
leone,189,227092,129
Slovak Koruna       ,750,227092,130
Slovak koruna                           ,717,227092,130
Namibia dollar,714,227092,131
Namibia dollar                          ,594,227092,131
Costa Rican colon,183,227092,132
Costa Rican colon                       ,911,227092,132
Romanian Leu,510,227092,133
Romanian leu,429,227092,133
