Category_Set,Category_Occurrences,Total_Examples,Entity_Number
Icelandic króna,51,48269,39
Pataca,284,48269,40
pataca                                  ,157,48269,40
1999 LUF Euro / Euro     ,284,48269,41
Swiss franc,279,48269,42
Swiss franc                             ,20,48269,42
Tanzania shilling                       ,275,48269,43
Tanzanian Shilling,129,48269,43
kuna,275,48269,44
kuna                                    ,33,48269,44
1999 BEF euro / euro,274,48269,45
1999 BEF euro / euro                    ,175,48269,45
1999 ITL euro / euro,274,48269,46
1999 ITL euro / euro                    ,184,48269,46
1999 IEP euro / euro      ,273,48269,47
1999 IEP euro / euro                    ,107,48269,47
loti                                    ,272,48269,48
loti,96,48269,48
Portuguese escudo,262,48269,49
1999 ATS euro / euro,255,48269,50
1999 ATS euro / euro                    ,114,48269,50
Cyprus pound                            ,251,48269,51
Cyprus pound,102,48269,51
Trinidad and Tobago dollar              ,250,48269,52
Colombian peso                          ,250,48269,53
Costa Rican colon,240,48269,54
Costa Rican colon                       ,92,48269,54
ringgit                                 ,231,48269,55
ringgit,166,48269,55
ringgit   ,99,48269,55
Maltese liri                            ,231,48269,56
Maltese liri,132,48269,56
deutsche mark                           ,231,48269,57
deutsche mark,53,48269,57
sucre,231,48269,58
Cuban Peso,228,48269,59
tenge,226,48269,60
1999 NLG Euro / Euro     ,225,48269,61
1999 NLG euro / euro                    ,126,48269,61
1999 ESP euro / euro,224,48269,62
1999 ESP euro / euro                    ,16,48269,62
Russian ruble (re-denom. 1:1000),221,48269,63
Moldovan leu,212,48269,64
Moldovan leu                            ,18,48269,64
leone                                   ,210,48269,65
Kenya pound,208,48269,66
lev,198,48269,67
Zimbabwe dollar,183,48269,68
Saudi Arabian riyal                     ,180,48269,69
Mexican new peso,179,48269,70
Mexican new peso                        ,119,48269,70
Belarussian rouble (re-denom. 1:1000),179,48269,71
Italian lira,176,48269,72
Bermuda dollar,176,48269,73
Bermuda dollar                          ,130,48269,73
1999 LUF euro / euro                    ,175,48269,74
lats,171,48269,75
taka,170,48269,76
taka                                    ,119,48269,76
rial Omani                              ,170,48269,77
lempira                                 ,168,48269,78
boliviano                               ,167,48269,79
córdoba,166,48269,80
córdoba      ,113,48269,80
Estonian Kroon,165,48269,81
Estonian kroon                          ,63,48269,81
Estonian kroon,11,48269,81
Bahamian dollar                         ,162,48269,82
Zloty,161,48269,83
Zloty                 ,134,48269,83
zloty    ,22,48269,83
real,159,48269,84
Azerbaijan manat,158,48269,85
Azerbaijan manat                        ,127,48269,85
Seychelles rupee,158,48269,86
Seychelles rupee                        ,33,48269,86
Jordan dinar                            ,154,48269,87
drachma,154,48269,88
litas,143,48269,89
Litas,88,48269,89
litas                                   ,22,48269,89
dram,142,48269,90
bolivar,139,48269,91
bolivar                                 ,15,48269,91
Belize dollar                           ,135,48269,92
lev (re-denom. 1:1000),132,48269,93
New Zealand dollar                      ,131,48269,94
New Zealand Dollars,129,48269,94
New Zealand Dollars                     ,80,48269,94
New Zealand dollar,43,48269,94
Malawi kwacha,130,48269,95
bolivar fuerte,129,48269,96
Kenya Shillings,127,48269,97
peseta,121,48269,98
French franc,121,48269,99
Brunei dollar                           ,121,48269,100
Luxembourg franc,110,48269,101
kina                                    ,107,48269,102
Sudanese pound                          ,104,48269,103
Netherlands guilder,100,48269,104
Danish Krone (DDK.),99,48269,105
Pa 'anga                                ,96,48269,106
Cayman Islands dollar                   ,90,48269,107
Libyan dinar,89,48269,108
vatu                                    ,89,48269,109
vatu,75,48269,109
Lilangeni,88,48269,110
lilangeni                               ,9,48269,110
Chilean peso,83,48269,111
Chilean peso                            ,77,48269,111
new sol                                 ,80,48269,112
cedi (Second),79,48269,113
Metical,75,48269,114
pula                                    ,74,48269,115
Slovenian tolar,71,48269,116
Zambian Kwacha,65,48269,117
Zambia kwacha                           ,36,48269,117
dalasi                                  ,64,48269,118
New Turkish lira,62,48269,119
Nepalese rupee                          ,60,48269,120
Argentine peso                          ,60,48269,121
karbovantsy,56,48269,122
Belgian franc,55,48269,123
Russian ruble,53,48269,124
Russian rouble,12,48269,124
Romanian Leu,52,48269,125
tolar                                   ,48,48269,126
tolar,12,48269,126
rufiyaa                                 ,45,48269,127
Canadian dollar,44,48269,128
Canadian dollar                         ,35,48269,128
Turkish lira                            ,44,48269,129
Ouguiya,44,48269,130
Ouguiyas                                ,30,48269,130
Algerian dinar                          ,40,48269,131
Belarussian rouble,35,48269,132
TFYR Macedonian Denar,32,48269,133
Dominican peso                          ,30,48269,134
Dominican peso,30,48269,134
lira,30,48269,135
Slovak koruna                           ,25,48269,136
Slovak Koruna       ,22,48269,136
Georgia coupon currency,18,48269,137
dobra                                   ,16,48269,138
Guinea-Bissau peso                      ,14,48269,139
South Sudanese Pound,10,48269,140
lari,9,48269,141
Belarussian rouble (re-denom. 1:10000),7,48269,142
