Category_Set,Category_Occurrences,Total_Examples,Entity_Number
Materials Scientists,289,374362,118
Food Preparation Workers,287,374362,119
Computer Support Specialists,286,374362,120
Human Resources Managers,279,374362,121
"Education Teachers, Postsecondary",277,374362,122
Accountants,275,374362,123
Marine Engineers and Naval Architects,270,374362,124
Human Resources Specialists,268,374362,125
Childcare Workers,260,374362,126
"Political Science Teachers, Postsecondary",256,374362,127
Self-Enrichment Education Teachers,253,374362,128
Landscaping and Groundskeeping Workers,250,374362,129
"Education Administrators, Postsecondary",249,374362,130
"Chemistry Teachers, Postsecondary",246,374362,131
Advertising and Promotions Managers,244,374362,132
Interpreters and Translators,243,374362,133
Interior Designers,240,374362,134
Bakers,237,374362,135
"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",235,374362,136
"Directors, Religious Activities and Education",232,374362,137
"Preschool Teachers, Except Special Education",231,374362,138
"Physics Teachers, Postsecondary",227,374362,139
"Communications Teachers, Postsecondary",224,374362,140
Web Developers,223,374362,141
"Philosophy and Religion Teachers, Postsecondary",223,374362,142
Architectural and Civil Drafters,221,374362,143
"Secondary School Teachers, Except Special and Vocational Education",220,374362,144
"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",220,374362,145
"English Language and Literature Teachers, Postsecondary",217,374362,146
Paralegals and Legal Assistants*,214,374362,147
"Psychology Teachers, Postsecondary",210,374362,148
Electrical and Electronics Engineering Technicians,205,374362,149
Editors,204,374362,150
"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",204,374362,151
Reporters and Correspondents,201,374362,152
"Wholesale and Retail Buyers, Except Farm Products",198,374362,153
"Cooks, Private Household",193,374362,154
"Maintenance and Repair Workers, General",191,374362,155
"History Teachers, Postsecondary",191,374362,156
Computer User Support Specialists,190,374362,157
"Special Education Teachers, Preschool, Kindergarten, and Elementary School*",190,374362,158
"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",188,374362,159
"Hairdressers, Hairstylists, and Cosmetologists",187,374362,160
Anesthesiologists,186,374362,161
Personal Financial Advisors,178,374362,162
Public Relations and Fundraising Managers,178,374362,163
Mechanical Engineering Technicians,177,374362,164
"Purchasing Agents, Except Wholesale, Retail, and Farm Products",176,374362,165
Mathematicians,172,374362,166
Procurement Clerks,170,374362,167
Training and Development Managers,169,374362,168
Executive Secretaries and Executive Administrative Assistants,167,374362,169
Technical Writers,167,374362,170
Cashiers,163,374362,171
"Environmental Scientists and Specialists, Including Health",162,374362,172
"Education Administrators, Elementary and Secondary School",161,374362,173
"Computer Systems Analysts, Non R&D (ACWIA Only)",159,374362,174
"Special Education Teachers, Middle School",157,374362,175
Automotive Service Technicians and Mechanics,156,374362,176
Obstetricians and Gynecologists,156,374362,177
Social and Community Service Managers,156,374362,178
Stonemasons,152,374362,179
Administrative Services Managers,150,374362,180
Soil and Plant Scientists,149,374362,181
Carpenters,148,374362,182
"Kindergarten Teachers, Except Special Education",148,374362,183
Dental Laboratory Technicians,148,374362,184
"Office Clerks, General",148,374362,185
Lodging Managers,148,374362,186
Animal Scientists,147,374362,187
Music Directors and Composers,147,374362,188
"Farmers, Ranchers, and Other Agricultural Managers",145,374362,189
First-Line Supervisors of Food Preparation and Serving Workers,135,374362,190
First-Line Supervisors of Office and Administrative Support Workers,130,374362,191
Physicists,129,374362,192
"Recreation and Fitness Studies Teachers, Postsecondary",128,374362,193
"Computer and Information Scientists, Research",125,374362,194
"Welders, Cutters, Solderers, and Brazers",125,374362,195
Producers and Directors,124,374362,196
Jewelers and Precious Stone and Metal Workers,124,374362,197
Mental Health Counselors,124,374362,198
Driver/Sales Workers,119,374362,199
"Educational, Guidance, School, and Vocational Counselors",119,374362,200
"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",118,374362,201
"Treasurers, Controllers, and Chief Financial Officers",118,374362,202
Landscape Architects,115,374362,203
"Clinical, Counseling, and School Psychologists",115,374362,204
Chiropractors,115,374362,205
Personal Care Aides,114,374362,206
Receptionists and Information Clerks,114,374362,207
Health Educators,114,374362,208
First-Line Supervisors of Construction Trades and Extraction Workers,113,374362,209
"Farmworkers, Farm, Ranch, and Aquacultural Animals",112,374362,210
Survey Researchers,111,374362,211
First-Line Supervisors of Production and Operating Workers,111,374362,212
"Dentists, All Other Specialists",111,374362,213
Cabinetmakers and Bench Carpenters,110,374362,214
Urban and Regional Planners,110,374362,215
Network Systems and Data Communications Analysts,110,374362,216
"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",109,374362,217
Stock Clerks and Order Fillers,108,374362,218
"Managers, All Other",107,374362,219
"Architecture Teachers, Postsecondary",103,374362,221
"First-Line Supervisors of Mechanics, Installers, and Repairers",103,374362,222
"Agricultural Sciences Teachers, Postsecondary",101,374362,223
Construction Laborers,100,374362,224
Cement Masons and Concrete Finishers,94,374362,225
Billing and Posting Clerks,93,374362,226
Biological Technicians,93,374362,227
"Sociology Teachers, Postsecondary",91,374362,228
Epidemiologists,90,374362,229
Agricultural Equipment Operators,90,374362,230
"Software Developers, Applications, R&D (ACWIA Only)",89,374362,231
Multi-Media Artists and Animators,88,374362,232
Microbiologists,88,374362,233
Auditors,87,374362,234
"Geography Teachers, Postsecondary",87,374362,235
Financial Examiners,85,374362,236
Manicurists and Pedicurists,85,374362,237
File Clerks,83,374362,238
"Meeting, Convention, and Event Planners*",82,374362,239
Librarians,81,374362,240
Animal Trainers,81,374362,241
Aircraft Mechanics and Service Technicians,80,374362,242
"Compensation, Benefits, and Job Analysis Specialists",79,374362,243
Mental Health and Substance Abuse Social Workers,77,374362,244
Rehabilitation Counselors,77,374362,245
Roofers,77,374362,246
Nonfarm Animal Caretakers,76,374362,247
First-Line Supervisors of Personal Service Workers,76,374362,248
Dietitians and Nutritionists,75,374362,249
"Education Administrators, Preschool and Childcare Center/Program",74,374362,250
"Property, Real Estate, and Community Association Managers",74,374362,251
"Financial Managers, Branch or Department",73,374362,252
Retail Salespersons,73,374362,253
"Engineers, All Other",73,374362,254
"Social Work Teachers, Postsecondary",73,374362,255
Waiters and Waitresses,71,374362,256
"Mining and Geological Engineers, Including Mining Safety Engineers",70,374362,257
"Special Education Teachers, Kindergarten and Elementary School",69,374362,258
"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",68,374362,259
Nursing Assistants,68,374362,260
Industrial Engineering Technicians,67,374362,261
"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",65,374362,263
Bus and Truck Mechanics and Diesel Engine Specialists,65,374362,264
"Nursing Instructors and Teachers, Postsecondary",64,374362,265
Customer Service Representatives,64,374362,266
First-Line Supervisors of Housekeeping and Janitorial Workers,61,374362,267
Curators,61,374362,268
Automotive Body and Related Repairers,60,374362,269
Physician Assistants,60,374362,270
"Anthropology and Archeology Teachers, Postsecondary",59,374362,271
"First-Line Supervisors of Farming, Fishing, and Forestry Workers",59,374362,272
First-Line Supervisors/Managers of Retail Sales Workers,59,374362,273
"Painters, Construction and Maintenance",59,374362,274
Industrial Machinery Mechanics,57,374362,275
Tile and Marble Setters,56,374362,276
"Special Education Teachers, Preschool, Kindergarten, and Elementary School",55,374362,277
Prosthodontists,54,374362,278
"Middle School Teachers, Except Special and Vocational Education",54,374362,279
Healthcare Social Workers,54,374362,280
"Production, Planning, and Expediting Clerks",53,374362,281
Industrial-Organizational Psychologists,53,374362,282
Writers and Authors,53,374362,283
Adult Basic and Secondary Education and Literacy Teachers and Instructors,52,374362,284
Computer Network Support Specialists,50,374362,285
"Laborers and Freight, Stock, and Material Movers, Hand",50,374362,286
Laundry and Dry-Cleaning Workers,50,374362,287
"Child, Family, and School Social Workers",48,374362,288
Dental Assistants,48,374362,289
Loan Officers,48,374362,290
Executive Secretaries and Administrative Assistants,48,374362,291
Insurance Underwriters,47,374362,292
"Criminal Justice and Law Enforcement Teachers, Postsecondary",47,374362,293
Film and Video Editors,47,374362,294
Sewing Machine Operators,46,374362,295
Compensation and Benefits Managers,46,374362,296
Computer Security Specialists,46,374362,297
"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",46,374362,298
Geographers,46,374362,299
Tree Trimmers and Pruners,45,374362,300
"Shipping, Receiving, and Traffic Clerks",44,374362,301
Electricians,43,374362,302
Optometrists,43,374362,303
Fitness Trainers and Aerobics Instructors,42,374362,304
"Computer Software Engineers, Applications, Non R&D",42,374362,305
Electro-Mechanical Technicians,42,374362,306
Machinists,42,374362,307
Fabric and Apparel Patternmakers,42,374362,308
Medical Assistants,41,374362,309
"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",41,374362,310
First-Line Supervisors of Non-Retail Sales Workers,40,374362,311
Orthodontists,40,374362,312
Nuclear Engineers,40,374362,313
Agricultural Engineers,39,374362,314
Occupational Health and Safety Specialists,39,374362,315
"Biological Scientists, All Other",38,374362,316
Set and Exhibit Designers,38,374362,317
Heavy and Tractor-Trailer Truck Drivers,36,374362,319
"Library Science Teachers, Postsecondary",36,374362,320
Social and Human Service Assistants,36,374362,321
Atmospheric and Space Scientists,36,374362,322
"Environmental Science Teachers, Postsecondary",35,374362,323
Operating Engineers and Other Construction Equipment Operators,35,374362,324
Nannies,34,374362,325
Political Scientists,34,374362,326
"Cooks, All Other",34,374362,327
First-Line Supervisors/Managers of Food Preparation and Serving Workers,34,374362,328
"Software Developers, Systems Software, Non R&D (ACWIA Only)",34,374362,329
"Mechanical Engineers, R&D (ACWIA Only)",33,374362,330
"Bus Drivers, Transit and Intercity",33,374362,331
Brickmasons and Blockmasons,33,374362,332
Cleaners of Vehicles and Equipment,33,374362,333
"Inspectors, Testers, Sorters, Samplers, and Weighers",33,374362,334
Travel Agents,33,374362,335
Social Science Research Assistants,32,374362,336
"Fine Artists, Including Painters, Sculptors, and Illustrators",32,374362,337
Oral and Maxillofacial Surgeons,31,374362,338
Hydrologists,31,374362,339
"Food Servers, Nonrestaurant",31,374362,340
"Financial Specialists, All Other",31,374362,341
"Vocational Education Teachers, Postsecondary",31,374362,342
Vocational Education Teachers Postsecondary,5,374362,342
Animal Breeders,31,374362,343
Cartographers and Photogrammetrists,31,374362,344
Advertising Sales Agents,31,374362,345
Personal and Home Care Aides,31,374362,346
Registered Nurses,31,374362,347
Insurance Sales Agents,31,374362,348
First-Line Supervisors/Managers of Production and Operating Workers,30,374362,349
"Fabric Menders, Except Garment",30,374362,350
"Plumbers, Pipefitters, and Steamfitters",29,374362,351
Recreation Workers,28,374362,352
"Home Economics Teachers, Postsecondary",28,374362,353
"Teachers and Instructors, All Other",28,374362,354
"Teachers and Instructors, All Other*",4,374362,354
"Cooks, Short Order",28,374362,355
Recreational Therapists,28,374362,356
Marriage and Family Therapists,27,374362,357
Athletic Trainers,27,374362,358
First-Line Supervisors/Managers of Construction Trades and Extraction Workers,27,374362,359
Computer Operators,27,374362,360
"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",26,374362,361
"Postsecondary Teachers, All Other",26,374362,362
Cargo and Freight Agents,26,374362,363
Chemical Technicians,26,374362,364
Physical Therapists,26,374362,365
"Maintenance Workers, Machinery",25,374362,366
"Helpers--Installation, Maintenance, and Repair Workers",25,374362,367
"Law Teachers, Postsecondary",25,374362,368
"Cooks, Institution and Cafeteria",25,374362,369
Law Clerks,24,374362,370
Zoologists and Wildlife Biologists,24,374362,371
"Agents and Business Managers of Artists, Performers, and Athletes",23,374362,372
"Buyers and Purchasing Agents, Farm Products",23,374362,373
Drywall and Ceiling Tile Installers,23,374362,374
"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",23,374362,375
Sociologists,23,374362,376
"Human Resources Assistants, Except Payroll and Timekeeping",23,374362,377
"Sewers, Hand",22,374362,378
Food Batchmakers,22,374362,379
"Education Administrators, All Other",22,374362,380
Farm and Home Management Advisors,22,374362,381
Commercial Pilots,22,374362,382
Child Care Workers,22,374362,383
Audio and Video Equipment Technicians,22,374362,384
Credit Counselors,22,374362,385
Structural Metal Fabricators and Fitters,21,374362,386
Automotive Master Mechanics,21,374362,387
"Electrical and Electronics Repairers, Commercial and Industrial Equipment",21,374362,388
Hazardous Materials Removal Workers,21,374362,389
Transportation Inspectors,21,374362,390
Residential Advisors,21,374362,391
Photographers,20,374362,392
Helpers--Carpenters,20,374362,393
"First-Line Supervisors/Managers of Farming, Fishing, and Forestry Workers",20,374362,394
Appraisers and Assessors of Real Estate,20,374362,395
Podiatrists,20,374362,396
Mechanical Drafters,19,374362,397
Furniture Finishers,19,374362,398
Upholsterers,19,374362,399
Tool and Die Makers,19,374362,400
"Engineering Technicians, Except Drafters, All Other",18,374362,401
Order Clerks,18,374362,402
Structural Iron and Steel Workers,18,374362,403
"Compliance Officers, Except Agriculture, Construction, Health and Safety, and Transportation",18,374362,404
"Designers, All Other",18,374362,405
First-Line Supervisors/Managers of Non-Retail Sales Workers,18,374362,406
"Sales Representatives, Services, All Other",18,374362,407
Plasterers and Stucco Masons,18,374362,408
"Special Education Teachers, Preschool",18,374362,409
Skincare Specialists,18,374362,410
"Computer Specialists, All Other",17,374362,411
"Nursing Aides, Orderlies, and Attendants*",17,374362,412
Public Relations Managers,17,374362,413
Construction Carpenters,17,374362,414
"Hotel, Motel, and Resort Desk Clerks",17,374362,415
Civil Engineering Technicians,17,374362,416
Agricultural and Food Science Technicians,17,374362,417
Medical Equipment Repairers,17,374362,418
Medical Secretaries,17,374362,419
Medical Records and Health Information Technicians,17,374362,420
"Mobile Heavy Equipment Mechanics, Except Engines",16,374362,421
"Farmworkers, Farm and Ranch Animals",16,374362,422
"Electrical Engineers, R&D (ACWIA Only)",16,374362,423
Audiologists,16,374362,424
Dishwashers,16,374362,425
Archivists,15,374362,426
Orthotists and Prosthetists,15,374362,427
Reinforcing Iron and Rebar Workers,15,374362,428
"Pressers, Textile, Garment, and Related Materials",15,374362,429
Substance Abuse and Behavioral Disorder Counselors,15,374362,430
"Forestry and Conservation Science Teachers, Postsecondary",15,374362,431
First-Line Supervisors/Managers of Housekeeping and Janitorial Workers,15,374362,432
Geological and Petroleum Technicians,15,374362,433
Electrical and Electronics Drafters,15,374362,434
"Electronics Engineers, Except Computer, R&D (ACWIA Only)",15,374362,435
"Sales Agents, Securities and Commodities",15,374362,436
Teacher Assistants,14,374362,437
"Human Resources Managers, All Other",14,374362,438
"Insulation Workers, Floor, Ceiling, and Wall",14,374362,439
"Environmental Science and Protection Technicians, Including Health",14,374362,440
"Business Operations Specialists, All Other*",37,374362,441
"Business Operations Specialists, All Other",14,374362,441
Licensed Practical and Licensed Vocational Nurses,14,374362,442
Floral Designers,14,374362,443
Merchandise Displayers and Window Trimmers,14,374362,444
"Educational, Vocational, and School Counselors",14,374362,445
"Education Administrators, Preschool and Child Care Center/Program",14,374362,446
Computer Programmers Non R & D (ACWIA Only),14,374362,447
"Construction and Related Workers, All Other",14,374362,448
"Construction and Related Workers, All Other*",1,374362,448
"Religious Workers, All Other",14,374362,449
First-Line Supervisors/Managers of Office and Administrative Support Workers,13,374362,450
Farm Equipment Mechanics and Service Technicians,13,374362,451
Medical and Clinical Laboratory Technicians,13,374362,452
"Opticians, Dispensing",13,374362,453
"Healthcare Support Workers, All Other",13,374362,454
"Paving, Surfacing, and Tamping Equipment Operators",13,374362,455
First-Line Supervisors/Managers of Personal Service Workers,13,374362,456
"Molders, Shapers, and Casters, Except Metal and Plastic",13,374362,457
"Agricultural Workers, All Other",13,374362,458
"Computer-Controlled Machine Tool Operators, Metal and Plastic",12,374362,459
First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,12,374362,460
Architectural Drafters,12,374362,461
Bill and Account Collectors,12,374362,462
Surveyors,12,374362,463
Construction and Building Inspectors,12,374362,464
"Software Developers, Systems Software, R&D (ACWIA Only)",12,374362,465
"Painters, Transportation Equipment",12,374362,466
Glaziers,12,374362,467
Computer Systems Engineers/Architects,12,374362,468
Helpers--Roofers,12,374362,469
Massage Therapists,12,374362,470
"Electric Motor, Power Tool, and Related Repairers",12,374362,471
Software Quality Assurance Engineers and Testers,12,374362,472
Dining Room and Cafeteria Attendants and Bartender Helpers,12,374362,473
Electrical and Electronic Equipment Assemblers,12,374362,474
Printing Press Operators,12,374362,475
Watch Repairers,12,374362,476
Carpet Installers,12,374362,477
Paralegals and Legal Assistants,11,374362,478
"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",11,374362,479
"Computer, Automated Teller, and Office Machine Repairers",11,374362,480
"Social Sciences Teachers, Postsecondary, All Other",11,374362,481
Statistical Assistants,11,374362,482
Transportation Managers,11,374362,483
"Computer Systems Analysts, R&D (ACWIA Only)",11,374362,484
"First-Line Supervisors/Managers of Landscaping, Lawn Service, and Groundskeeping Workers",11,374362,485
"Painting, Coating, and Decorating Workers",11,374362,486
First-Line Supervisors and Manager/Supervisors - Landscaping Workers,11,374362,487
Legal Secretaries,11,374362,488
"Nursing Aides, Orderlies, and Attendants",11,374362,489
Musicians and Singers,10,374362,490
"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",10,374362,491
"Bakers, Bread and Pastry",10,374362,492
Museum Technicians and Conservators,10,374362,493
"Airline Pilots, Copilots, and Flight Engineers",10,374362,494
"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",10,374362,495
"Dispatchers, Except Police, Fire, and Ambulance",10,374362,496
"Floor Layers, Except Carpet, Wood, and Hard Tiles",10,374362,497
Broadcast Technicians,10,374362,498
Audio-Visual and Multimedia Collections Specialists,10,374362,499
Data Entry Keyers,10,374362,500
Electronics Engineering Technicians,10,374362,501
Medical Appliance Technicians,10,374362,502
"Grinding and Polishing Workers, Hand",10,374362,503
Diagnostic Medical Sonographers,10,374362,504
"Health Technologists and Technicians, All Other",10,374362,505
"Health Technologists and Technicians, All Other*",8,374362,505
"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",10,374362,506
"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",9,374362,507
Shop and Alteration Tailors,9,374362,508
Personnel Recruiters,9,374362,509
Telecommunications Line Installers and Repairers,9,374362,510
Shoe and Leather Workers and Repairers,9,374362,511
Dental Hygienists,9,374362,512
Judicial Law Clerks,9,374362,513
Environmental Engineering Technicians,9,374362,514
Jewelers,9,374362,515
"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",9,374362,516
Aerospace Engineering and Operations Technicians,9,374362,517
Nurse Practitioners,9,374362,518
Veterinary Technologists and Technicians,9,374362,519
"Transportation Workers, All Other",9,374362,520
Security and Fire Alarm Systems Installers,9,374362,521
Musical Instrument Repairers and Tuners,9,374362,522
"Legal Support Workers, All Other",9,374362,523
Real Estate Sales Agents,9,374362,524
Pipelayers,9,374362,525
Segmental Pavers,9,374362,526
Tax Preparers,9,374362,527
Helpers--Electricians,9,374362,528
"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",9,374362,529
Counter and Rental Clerks,8,374362,530
Marine Engineers,8,374362,531
Radiologic Technologists,8,374362,532
"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",8,374362,533
"Radio, Cellular, and Tower Equipment Installers and Repairs",8,374362,535
"Personal Care and Service Workers, All Other",8,374362,536
First-Line Supervisors/Managers of Transportation and Material-Moving Machine and Vehicle Operators,8,374362,537
Proofreaders and Copy Markers,8,374362,538
Sound Engineering Technicians,8,374362,539
Astronomers,8,374362,540
Agricultural Inspectors,8,374362,541
"First-Line Supervisors/Managers of Mechanics, Installers, and Repairers",8,374362,542
Security Guards,8,374362,543
Desktop Publishers,8,374362,544
"Telecommunications Equipment Installers and Repairers, Except Line Installers",8,374362,545
Packaging and Filling Machine Operators and Tenders,8,374362,546
Conservation Scientists,7,374362,547
"Grounds Maintenance Workers, All Other",7,374362,548
"Social Workers, All Other",7,374362,549
Forensic Science Technicians,7,374362,550
"Claims Adjusters, Examiners, and Investigators",7,374362,551
Print Binding and Finishing Workers,7,374362,552
"Cutters and Trimmers, Hand",7,374362,553
Choreographers,7,374362,554
"Employment, Recruitment, and Placement Specialists",7,374362,555
Fishers and Related Fishing Workers,7,374362,556
Medical and Public Health Social Workers,7,374362,557
Sheet Metal Workers,7,374362,558
"Civil Engineers, R&D (ACWIA Only)",7,374362,559
Private Sector Executives,7,374362,560
Craft Artists,7,374362,561
Pharmacy Technicians,7,374362,562
"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",7,374362,563
"Pesticide Handlers, Sprayers, and Applicators, Vegetation",7,374362,564
"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",7,374362,565
"Model Makers, Metal and Plastic",6,374362,566
Occupational Therapy Assistants,6,374362,567
"Secretaries, Except Legal, Medical, and Executive",6,374362,568
"Camera Operators, Television, Video, and Motion Picture",6,374362,569
Respiratory Therapists,6,374362,570
Physical Therapist Assistants,6,374362,571
Ophthalmic Laboratory Technicians,6,374362,572
Clinical Psychologists,6,374362,573
Prepress Technicians and Workers,6,374362,574
First-Line Supervisors and Manager/Supervisors- Construction Trades Workers,6,374362,575
Surveying and Mapping Technicians,6,374362,576
Payroll and Timekeeping Clerks,6,374362,577
Foresters,6,374362,578
Bartenders,6,374362,579
Real Estate Brokers,6,374362,580
"Psychologists, All Other",6,374362,581
Loan Interviewers and Clerks,6,374362,582
Electrical Engineering Technicians,6,374362,583
Tire Repairers and Changers,6,374362,584
Parking Lot Attendants,6,374362,585
"Mixing and Blending Machine Setters, Operators, and Tenders",6,374362,586
Biochemists,6,374362,587
Physical Therapist Aides,6,374362,588
"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",6,374362,589
"Rotary Drill Operators, Oil and Gas",6,374362,590
Light Truck or Delivery Services Drivers,6,374362,591
Music Directors,6,374362,592
"First-Line Supervisors/Managers of Helpers, Laborers, and Material Movers, Hand",5,374362,593
Industrial Truck and Tractor Operators,5,374362,594
"Metal Workers and Plastic Workers, All Other",5,374362,595
Brokerage Clerks,5,374362,596
"Helpers, Construction Trades, All Other",5,374362,597
Veterinary Assistants and Laboratory Animal Caretakers,5,374362,598
"Career/Technical Education Teachers, Secondary School",5,374362,599
Demonstrators and Product Promoters,5,374362,600
Concierges,5,374362,601
"Truck Drivers, Heavy and Tractor-Trailer",5,374362,602
Broadcast News Analysts,5,374362,603
Heating and Air Conditioning Mechanics,5,374362,604
Dancers,5,374362,605
"Human Resources, Training, and Labor Relations Specialists, All Other*",105,374362,606
"Human Resources, Training, and Labor Relations Specialists, All Other",5,374362,606
Electrical and Electronic Engineering Technicians,5,374362,607
Producers,5,374362,608
"Captains, Mates, and Pilots of Water Vessels",5,374362,609
Radiation Therapists,5,374362,610
"Life Scientists, R&D (ACWIA only)",5,374362,611
Emergency Management Directors,5,374362,612
"Computer Software Engineers, Systems Software, Non R&D",5,374362,613
"Electrical Engineers, Non R&D (ACWIA Only)",5,374362,614
Community Health Workers,5,374362,615
"Electronic Equipment Installers and Repairers, Motor Vehicles",5,374362,616
Pest Control Workers,5,374362,617
Automotive and Watercraft Service Attendants,5,374362,618
