Category_Set,Category_Occurrences,Total_Examples,Entity_Number
Epanomi,24,150930,168
Pirque,24,150930,169
Traisental,24,150930,170
East Coast,24,150930,171
Palmela,23,150930,172
Chile,23,150930,173
New Zealand,22,150930,174
Puente Alto,22,150930,175
Donauland,22,150930,176
Corinth,21,150930,177
Hungary,21,150930,178
Österreichischer Sekt,20,150930,179
North Carolina,20,150930,180
Štajerska,20,150930,181
Molina,20,150930,182
Halkidiki,20,150930,183
Chalkidiki,3,150930,183
Austria,19,150930,184
Macedonia,19,150930,185
Canelones,19,150930,186
Vipavska Dolina,19,150930,187
Juanico,19,150930,188
Neszmély,18,150930,189
Atalanti Valley,18,150930,190
Bulgaria,18,150930,191
Uruguay,18,150930,192
Portuguese Table Wine,17,150930,193
Patras,17,150930,194
Brda,17,150930,195
Cederberg,16,150930,196
Wagram,16,150930,197
Negev Hills,16,150930,198
Aegean,16,150930,199
Tikves,16,150930,200
Wairau Valley,16,150930,201
Cahul,16,150930,202
Vânju Mare,16,150930,203
Turkey,16,150930,204
San Jose,15,150930,205
North Dalmatia,15,150930,206
Styria,15,150930,207
Breedekloof,15,150930,208
Württemberg,15,150930,209
Romania,14,150930,210
Samson,14,150930,211
Attica,13,150930,212
Cephalonia,13,150930,213
Viile Timisului,13,150930,214
Sopron,13,150930,215
Hemel en Aarde,13,150930,216
Waiheke Island,13,150930,217
Israel,13,150930,218
South Africa,13,150930,219
Peljesac,13,150930,220
Moutere,13,150930,221
Apalta,13,150930,222
Mavrodaphne of Patras,12,150930,223
Thrace,12,150930,224
South Island,12,150930,225
Samos,12,150930,226
Marchigue,12,150930,227
Eger,12,150930,228
Georgia,12,150930,229
Algarve,11,150930,230
Jonkershoek Valley,11,150930,231
Župa,11,150930,232
Vale dos Vinhedos,11,150930,233
Massachusetts,10,150930,234
Weinland Österreich,10,150930,235
Groenekloof,10,150930,236
Requinoa,10,150930,237
Murfatlar,10,150930,238
Germany,10,150930,239
Commandaria,10,150930,240
Northwestern Italy,10,150930,241
Kathikas,10,150930,242
Korinthia,9,150930,243
Mount Athos,9,150930,244
Moselle Luxembourgeoise,9,150930,245
Simonsberg-Paarl,9,150930,246
Dealurile Munteniei,9,150930,247
Thessalikos,9,150930,248
Portugal,9,150930,249
England,9,150930,250
Florina,8,150930,251
Haut-Judeé,8,150930,252
Recas,8,150930,253
Trás-os-Montes,8,150930,254
Beotia,8,150930,255
Zenata,8,150930,256
Kutjevo,8,150930,257
Amyndeon,8,150930,258
Lithuania,8,150930,259
Rio Claro,8,150930,260
Nashik,8,150930,261
Steiermark,7,150930,262
Vin de Pays de Velvendo,7,150930,263
Ilias,7,150930,264
Alenquer,7,150930,265
Leithaberg,6,150930,266
Obidos,6,150930,267
Omaka Valley,6,150930,268
Dan,6,150930,269
Rapel Valley-Casablanca Valley,6,150930,270
Darling,6,150930,271
Moscatel de Setúbal,6,150930,272
Overberg,6,150930,273
Vin de Pays de Macédoine,6,150930,274
Brazil,6,150930,275
Podunavlje,6,150930,276
Colonia,6,150930,277
Buin,6,150930,278
Rapsani,6,150930,279
Moravia,6,150930,280
Wiener Gemischter Satz,5,150930,281
Gerania,5,150930,282
Muscat of Patras,5,150930,283
Golan Heights,5,150930,284
Philadelphia,5,150930,285
Ankara,5,150930,286
Progreso,5,150930,287
Ukraine,5,150930,288
Arcadia,5,150930,289
Távora-Varosa,5,150930,290
Pitsilia Mountains,5,150930,291
Polkadraai Hills,5,150930,292
Tulbagh,5,150930,293
Retsina,5,150930,294
Korčula,5,150930,295
Aconcagua Costa,5,150930,296
Ahr,5,150930,297
Cape Agulhas,4,150930,298
Jerusalem Hills,4,150930,299
Goumenissa,4,150930,300
Primorska,4,150930,301
Amindeo,4,150930,302
Mátra,4,150930,303
Itata Valley,4,150930,304
Mostar,4,150930,305
Eastern Bays,4,150930,306
Sliven,4,150930,307
Santa Cruz,4,150930,308
Iowa,4,150930,309
Atlantida,4,150930,310
Klein River,4,150930,311
Negev,4,150930,312
Pangeon,25,150930,313
Pageon,4,150930,313
Serra Gaúcha,4,150930,314
Ohiti Valley,4,150930,315
Kras,4,150930,316
Kentucky,4,150930,317
Moscatel do Douro,4,150930,318
Jiri Valley,4,150930,319
Canada Other,4,150930,320
Choapa Valley,4,150930,321
North Island,4,150930,322
Black Sea Coastal,3,150930,323
Vinho da Mesa,3,150930,324
Valle de Guadalupe and Santo Tomás,3,150930,325
Ismarikos,3,150930,326
Tradouw,3,150930,328
China,3,150930,329
South Styria,3,150930,330
El Colorado,3,150930,331
Middle and South Dalmatia,3,150930,332
Casablanca & Leyda Valleys,3,150930,333
Eisenberg,3,150930,334
Washington-Oregon,3,150930,335
Queensland,3,150930,336
Slovenia,3,150930,337
Elazığ,3,150930,338
Thraki,3,150930,339
Cyprus,3,150930,340
Sebes,3,150930,341
Szekszárd,3,150930,342
Montevideo,3,150930,343
Torres Vedras,3,150930,344
Danube River Plains,3,150930,345
Muzla,3,150930,346
Colinele Dobrogei,3,150930,347
Lebanon,3,150930,348
Malleco,3,150930,349
Pisatis,3,150930,350
Peza,3,150930,351
Vin de Pays d'Imathia,3,150930,352
Curicó and Leyda Valleys,3,150930,353
Egypt,3,150930,354
Lemesos,2,150930,355
Evia,2,150930,356
Guerrouane,2,150930,357
Curicó and Maipo Valleys,2,150930,358
Monemvasia,2,150930,359
Bot River,2,150930,360
Beira Atlantico,2,150930,361
Messinia,2,150930,362
Connecticut,2,150930,363
Marlborough & Hawkes Bay,2,150930,364
Cauquenes Valley,2,150930,365
Terras do Dão,2,150930,366
Imathia,2,150930,367
Vinho Espumante,2,150930,368
Santa Catarina,2,150930,369
Vinho Licoroso,2,150930,370
Croatia,2,150930,371
Krk,2,150930,372
Danube Hills Valley,2,150930,373
Transmontano,3,150930,374
Transmontanas,2,150930,374
Egilias Slopes,2,150930,375
Fruška Gora,2,150930,376
Lesbos,2,150930,377
Breede River Valley,2,150930,378
Northern Cape,2,150930,380
Aigialias Slopes,2,150930,381
Opuntia Locris,2,150930,382
Terras da Beira,2,150930,383
Kyoto,2,150930,384
Lutzville Valley,2,150930,385
Hvar,2,150930,386
Achaia,2,150930,387
Rhein-Mosel,2,150930,388
San Antonio de las Minas Valley,2,150930,389
Tarnave,2,150930,390
Hrvatsko Primorje,2,150930,391
Felso-Magyarország,2,150930,392
Dingač,2,150930,393
Table wine,2,150930,394
Napareuli,2,150930,395
San Vicente,2,150930,396
Transylvanian Plateau,2,150930,397
Murfatlar Cernavoda,2,150930,398
Dealurile Hușilor,2,150930,399
Vermont,2,150930,400
Chisinau County,2,150930,401
Cyclades,2,150930,402
Lake Skadar Valley,2,150930,403
Tunisia,2,150930,404
Plaiurile Drancei,2,150930,405
Targovishte,2,150930,406
Codru Region,2,150930,407
Lakonia,2,150930,408
Letrinon,2,150930,409
Mirditë,2,150930,410
Eilandia,2,150930,411
Langenlois,1,150930,412
Terasele Dunarii,1,150930,413
Viile Carasului,1,150930,414
Ticino,1,150930,415
Pannon,1,150930,416
Stirling,1,150930,417
Colares,1,150930,418
Dolenjska,1,150930,419
Douro Superior,1,150930,420
Elim,1,150930,421
Lemnos,1,150930,422
Limnos,1,150930,422
San Clemente,1,150930,423
Zitsa,1,150930,424
Neuchâtel,1,150930,425
Dalmatian Coast,1,150930,426
Valais,1,150930,427
Colchagua Costa,1,150930,428
Beni M'Tir,1,150930,429
Ioannina,1,150930,430
Casablanca-Curicó Valley,1,150930,431
Rose Valley,1,150930,432
Martinborough Terrace,1,150930,433
Nevada,1,150930,434
Ella Valley,1,150930,435
Vino da Tavola della Svizzera Italiana,1,150930,436
Santa Barbara County-Condrieu,1,150930,437
Ilia,1,150930,438
Central Greece,1,150930,439
Serra do Sudeste,1,150930,440
Waitaki Valley,1,150930,441
Krania Olympus,1,150930,442
Pocerina,1,150930,443
Pafos,1,150930,444
Maipo Valley-Colchagua Valley,1,150930,445
Sterea Ellada,1,150930,446
Morocco,1,150930,447
Malgas,1,150930,448
Viile Timis,1,150930,449
Vale Trentino,1,150930,450
Cape South Coast,1,150930,451
Slovenska Istra,1,150930,453
