Category_Set,Category_Occurrences,Total_Examples,Entity_Number
Doubles Club at the Sherry Netherland Hotel,4,806179,217
Dr. Sun Yat-Sen Memorial Hall,78,806179,218
Drake University,1,806179,219
Drury Auditorium,5,806179,220
Dwight Morrow High School,16,806179,221
Dyker Beach Park,18,806179,222
East Pyongyang Grand Theatre,8,806179,223
Eastman Theatre,21,806179,224
Ebbets Field,198,806179,225
Ed Sullivan Theatre,1,806179,226
Edman Memorial Chapel,3,806179,227
Edmunds Activities Center,84,806179,228
Eisenhower Hall,5,806179,229
Eisenhower Park,56,806179,230
Elbphilharmonie,9,806179,231
Electric Industry Center,109,806179,232
Ellis Auditorium,7,806179,233
Elmwood Hall,31,806179,234
Emirates Palace Auditorium,10,806179,235
Erkel Theater,28,806179,236
Esplanade,20,806179,237
Estudio Auditorio,22,806179,238
Fair Park Coliseum,6,806179,239
Falconbridge Club,6,806179,240
Family Theater,8,806179,241
Farley / Speyer Home,18,806179,242
Federal Hall,4,806179,243
Federal Reserve Bank of New York,22,806179,244
Felt Forum,4,806179,245
Festival Hall,123,806179,246
Festival Theater,8,806179,247
Festival Theatre,4,806179,247
Festspielhaus,22,806179,248
Festspielhaus und Festspiele Baden-Baden GmbH,25,806179,249
Fifth Avenue Presbyterian Church,16,806179,250
Filene Center,78,806179,251
Filharmonia Narodowa,58,806179,252
Fine Arts Concert Hall,80,806179,253
Finlandia Hall,16,806179,254
First Baptist Church,5,806179,255
Folketeatret,8,806179,256
Foot Guard Hall,37,806179,257
Fort Monmouth,5,806179,258
Forte Village Resort,100,806179,259
Fox Theatre,3,806179,260
Frauenkirche,14,806179,261
Free Trade Hall,9,806179,262
Fuji Gakuen Hall,8,806179,263
Fulton Opera House,4,806179,264
Fumonkan Hall,24,806179,265
Gaiety Theatre,6,806179,266
Gaillard Municipal Auditorium,19,806179,267
Gammage Center for the Performing Arts,7,806179,268
Garden City High School,7,806179,269
Garden State Arts Center,232,806179,270
Gasteig Philharmonie,23,806179,271
George Huff Gymnasium,6,806179,272
Georgescu Home,27,806179,273
Gerald R. Ford Amphitheater,2748,806179,274
Gerald W. Lynch Theater,51,806179,275
Gewandhaus,20,806179,276
Gill Coliseum,6,806179,277
Girls' Commercial HS,214,806179,278
Glass Center,11,806179,279
Glen Cove High School,38,806179,280
Good Shepherd Faith Presbyterian Church,38,806179,281
Gorky Cultural Park,35,806179,282
Grace Church,289,806179,283
Granada Theater,21,806179,284
Grand Masonic Lodge,5,806179,285
Grand Opera,6,806179,286
Grand Opera House,92,806179,287
Grand Theater,32,806179,288
Grand Theatre de Gand,2,806179,289
Grand Theatre de Monte Carlo,3,806179,290
Gray's Armory,123,806179,291
"Great Hall, City College of New York",607,806179,292
Great Hall - City College,221,806179,292
Great Kills Park,22,806179,293
Great Lawn,2957,806179,294
Greek Theatre,5,806179,295
Greene's Opera House,24,806179,296
Guenther residence,8,806179,297
Guild Hall,330,806179,298
Gymnasium,34,806179,299
Hala Ludowa,4,806179,300
Half Hollow Hills HS Auditorium,4,806179,301
Halic Auditorium,28,806179,302
Halifax Forum,7,806179,303
Hall of Music (Edward C. Elliott),5,806179,304
Hall of Music World's Fair Grounds,253,806179,305
Hall of the Commercial High School,220,806179,306
Halle Muensterland,5,806179,307
Halloran Hospital,5,806179,308
Hancher Auditorium,18,806179,309
Hanoi Opera House,15,806179,310
Harmanus Bleecker Hall,172,806179,311
Harmony Hall,22,806179,312
Harold M. Proshansky Auditorium,14,806179,313
Haseltine residence,34,806179,314
Hauppage High School,11,806179,315
Hayarkon Park,11,806179,316
Heckscher State Park,235,806179,317
Herodes Atticus Theatre,171,806179,318
High School,8,806179,319
High School Auditorium,141,806179,320
High School Gymnasium,27,806179,321
High School of Music & Art,54,806179,322
Hill Auditorium,113,806179,323
Hillwood Recital Hall (Tilles),434,806179,324
Hilton Coliseum,140,806179,325
Hippodrome,51,806179,326
"Hite Residence, Central Park S.",2,806179,327
Hochman residence,18,806179,328
Hochschule Fuer Musik,7,806179,329
Hoff-Barthelson Music School,80,806179,330
Hofstra University Playhouse,7,806179,331
Hollywood Bowl,121,806179,332
Holy Trinity Lutheran Church,96,806179,333
Home of Jack and Shirley Silver,5,806179,334
Home of Mr. & Mrs. James Buckman,10,806179,335
Home of Neil Westreich and Michael O'Keefe,3,806179,336
Home of Paul and Virginia Pellicci,3,806179,337
Hon. Frank and Mrs. Newman Residence,18,806179,338
Honeywell Memorial Center,5,806179,339
Hong Kong Coliseum,16,806179,340
Hong Kong Cultural Centre (Concert Hall),65,806179,341
"Hostos Center for the Arts and Culture, Hostos Community College, CUNY",695,806179,342
Hotel Astor,141,806179,343
Hotel Bristol,605,806179,344
Hotel International,44,806179,345
Hotel Plaza,576,806179,346
House of Yes,200,806179,347
Housing Works Bookstore Care,270,806179,348
Houtrusthallen,5,806179,349
Hull Room,9,806179,350
Hult Center for the Performing Arts,7,806179,351
Hunter College,37,806179,352
Hyogo Performing Arts Center (Grand Hall),6,806179,353
Ibirapuera Park,40,806179,354
Iglesia de Santa Gema,136,806179,355
Iichiko Culture Center (Grand Theatre),6,806179,356
Il Lingotto Conference Center,32,806179,357
Indiana University Auditorium,39,806179,358
Infantry Hall,42,806179,359
Interlochen Arts Center,4,806179,360
International Fair Hall,8,806179,361
Irem Temple,50,806179,362
Irving Hall,377,806179,363
Jackie Gleason Theater,80,806179,364
Jackson Hall,5,806179,365
Jahrhunderthalle Hoechst,25,806179,366
Jakarta Convention Center,23,806179,367
Jamaica Performing Arts Center,45,806179,368
Jardin des Tuileries,5,806179,369
Jefferson County Armory,5,806179,370
Jefferson Theater,12,806179,371
"Johann Strauss Concert Hall, Palais Coburg",45,806179,372
John F. Kennedy Center for the Performing Arts,237,806179,373
John M. Greene Hall,260,806179,374
Johnson Residence (Home of Ann and Charles Johnson),218,806179,375
Jolson's 59th St. Theatre,121,806179,376
Jones Hall for the Performing Arts,24,806179,377
Jorgensen Auditorium,4,806179,378
Josie Robertson Plaza (Lincoln Center),18,806179,379
Jubilee Auditorium,29,806179,380
Juilliard - Juilliard Theater,1174,806179,381
Julia Richman High School,22,806179,382
Junior (North) High School,41,806179,383
Junior High School (R.K. Toaz),12,806179,384
Juniper Valley Park,7,806179,385
Kölner Philharmonie,160,806179,386
Kan'i Hoken Hall,18,806179,387
Kanagawa Kenmin Hall,9,806179,388
Kaohsiung Cultural Center (Chih-Teh Hall),6,806179,389
Keith-Albee Theatre,6,806179,390
Kelly Walsh Auditorium,80,806179,391
Kenmin Kaikan,10,806179,392
Keylor Grand,7,806179,393
Kiel Opera House,11,806179,394
Kleinhans Music Hall,18,806179,395
Kodaira Memorial Hall,9,806179,396
Koncertuset,13,806179,397
Kongresszentrum,5,806179,398
Koninklijke Opera,9,806179,399
Konserthuset,47,806179,400
Konzerthaus,16,806179,401
Konzerthaus Berlin,6,806179,402
"Kravis Center for the Performing Arts (Alexander W. Dreyfoos, Jr. Concert Hall)",13,806179,403
Krueger Auditorium,7,806179,404
Kultur und Kongresszentrum Liederhalle Stuttgart ( Beethovensaal),30,806179,405
Kultur- und Kongresszentrum am Rosengarten,9,806179,406
Kultur- und Kongresszentrum Luzern,234,806179,407
Kulturpalast,6,806179,408
Kurhaus,24,806179,409
Kurhaus-Saal,5,806179,410
Kurtz Residence (Home of Honey M. Kurtz),80,806179,411
Kyoto Concert Hall,5,806179,412
Kyoto Kaikan,12,806179,413
L.D.S. Tabernacle,6,806179,414
L.I. Festival Tent,11,806179,415
L'Addresse Symphonique,11,806179,416
Laeiszhalle,13,806179,417
Laemmlein and Leah Buttenwiester Hall,16,806179,418
Lawrence Memorial Chapel,12,806179,419
Lehman Center for the Performing Arts,19,806179,420
Leighton Concert Hall,5,806179,421
Lewisohn Stadium,153053,806179,422
Lexington Theatre,12,806179,423
Liberty High School,5,806179,424
Library of the Performing Arts,211,806179,425
Liederkranz Hall,192,806179,426
Lincoln Auditorium,5,806179,427
Lincoln Square,294,806179,428
Lincoln Square Theatre,6,806179,429
Lincoln Theater,80,806179,430
Links Club,4,806179,431
Loeb Student Center,782,806179,432
Loew's State Theater,6,806179,433
Lucerna-Saal,7,806179,434
Lumberg Theatre,12,806179,435
Luna Park,48,806179,436
Lyceum Theatre,110,806179,437
Lyric Academy Hall,14,806179,438
Lyric Theatre,935,806179,439
Lyric Theater,6,806179,439
M.J. Wallach Home,3,806179,440
Maazel Home,105,806179,441
Macau Cultural Center,6,806179,442
Madison Square Garden,3434,806179,443
Majestic Theatre,58,806179,444
Majestic Theater,40,806179,444
Poli Theater,12,806179,919
Poli's Theatre,6,806179,919
Mann Auditorium,35,806179,445
Maracanazinho,8,806179,446
Marine Park,55,806179,447
Market Auditorium,5,806179,448
Marvin Theater,8,806179,449
Masonic Auditorium,52,806179,450
Masonic Temple,7,806179,451
Massey Hall,375,806179,452
McAlister Auditorium,5,806179,453
McArthur Court Auditorium,5,806179,454
McCallum Theatre,3,806179,455
McCarter Theatre,68,806179,456
McGuire Air Force Base,11,806179,457
Mead Memorial Chapel,6,806179,458
Meadowbrook Music Festival,81,806179,459
Mecca Auditorium,1693,806179,460
Mechanics Hall,64,806179,461
Memorial Auditorium,301,806179,462
Memorial Coliseum,5,806179,463
Memorial Hall,155,806179,464
Merkin Concert Hall,30970,806179,465
Mershon Auditorium,11,806179,466
Metropolitan Club,8,806179,467
Metropolitan Hall,45,806179,468
Metropolitan Museum of Art,3748,806179,469
Metropolitan Opera House (39th street),3429,806179,470
Metropolitan Opera House (at Lincoln Center),624,806179,471
Metropolitan Theatre,18,806179,472
Miami Beach Auditorium,14,806179,473
Miami Beach Theater,4,806179,474
Michele and Marty Cohen Residence,1,806179,475
Mid-Hudson Civic Center,4,806179,476
Middlesex Theater,29,806179,477
Midland Center for the Arts,18,806179,478
Miller Auditorium,5,806179,479
Miller Field,59,806179,480
"Miller Theatre, Columbia University",319,806179,481
"Milton Court at Guild Hall, Barbican Centre",185,806179,482
Milwaukee Auditorium,25,806179,483
Milwaukee War Memorial PAC,6,806179,484
Minato Mirai Hall,14,806179,485
Mitchel Field,4,806179,486
Monroe High School,214,806179,487
Montclair Theatre,12,806179,488
Monterey County Fairgrounds,4,806179,489
Montgomery Stadium,9,806179,490
Morgan Library,455,806179,491
Mosque Theatre,179,806179,492
Mr. and Mrs. Mike Kahn Residence,18,806179,493
Mt. Holyoke College,7,806179,494
Municipal Auditorium,197,806179,495
Municipal Theatre,12,806179,496
Municipale de Vina del Mar,6,806179,497
Muny Opera,85,806179,498
Mupa  (Bela Bartók National Concert Hall),4,806179,499
Murat Theatre,31,806179,500
Museo de Arte Contemporaneo de Monterrey (MARCO),583,806179,501
Museo Metropolitano,660,806179,502
Museo Nacional de Arte Decorativo,4,806179,503
Museo Rufino Tamayo,27,806179,504
Museum of Art,28,806179,505
"Museum of Modern Art, The",160,806179,506
Music Hall,70,806179,507
Musik- und Kongresshalle Luebeck,25,806179,508
Musikhalle,88,806179,509
Musiksaal des Kasinos,14,806179,510
Musikverein,15,806179,511
Myungsung Presbyterian Church,235,806179,512
Nassau Coliseum,14,806179,513
National Arts Centre,4,806179,514
National Centre for the Performing Arts (Concert Hall),13,806179,515
National Concert Hall,225,806179,516
National Maritime Union,5,806179,517
National Museum,30,806179,518
National Opera & Ballet Theatre,7,806179,519
National Sawdust,2199,806179,520
National Stadium,42,806179,521
National Theatre,731,806179,522
Naturemax Theater,36,806179,523
Neil Westreich and Michael O'Keefe Residence,27,806179,524
Netaji Indoor Stadium,48,806179,525
Neue Galerie,10,806179,526
New Armory,15,806179,527
New Haven Arena,25,806179,528
New Masonic Hall,55,806179,529
New Opera House,1,806179,530
New Theatre,463,806179,531
New York Institute of Technology Broadway Auditorium,40,806179,532
New York Society for Ethical Culture,2698,806179,533
New York State Amphitheatre,5,806179,534
New York State Armory,32,806179,535
New York State Theatre,35,806179,536
New York Theatre Roof,33,806179,537
Newport Casino,43,806179,538
NHK Hall,37,806179,539
Niblo's Concert Room,221,806179,540
Niblo's Concert Saloon,215,806179,541
Niblo's Garden,714,806179,542
Nieuwe Kerk,16,806179,543
Nippon Budokan Hall,14,806179,544
Nixon's Academy of Music,6,806179,545
None,2325,806179,546
Normal Auditorium,14,806179,547
North Meadow,108,806179,548
Northrop Memorial Auditorium,7,806179,549
Norton Center for the Arts (Newlin Hall),6,806179,550
NY Botanical Garden,126,806179,551
NY City Center,36,806179,552
O'Keefe Centre,33,806179,553
Odeon,20,806179,554
Official Residence of the United States Ambassador,42,806179,555
Ohio Wesleyan University,5,806179,556
Olympic Theatre,8,806179,557
One Liberty Plaza,36,806179,558
One World Financial Center,10,806179,559
Open Air Theatre,6,806179,560
Opera House,43,806179,561
Opernplatz,3520,806179,562
Orchard Beach,3132,806179,563
Orchestra Hall,10,806179,564
Orpheum Theatre,8,806179,565
Orpheus Hall,19,806179,566
Orrie De Nooyer Auditorium,6,806179,567
Osaka Gymnasium,7,806179,568
Osaka-jo Hall,16,806179,569
Ovens Auditorium,14,806179,570
P.I. Centennial Building,5,806179,571
Padang,40,806179,572
Page Auditorium,6,806179,573
Palácio de Queluz,90,806179,574
Palace of Arts  (Bela Bartók National Concert Hall),28,806179,575
Palace of Arts (Bela Bartók National Concert Hall),10,806179,575
Palace Theatre,19,806179,576
Palacio Anhembi,25,806179,577
Palacio de Bellas Artes,55,806179,578
Palacio de Congresos,8,806179,579
Palacio des Artes,20,806179,580
Palais de Chaillot,8,806179,581
Palais des Beaux-Arts,120,806179,582
Palais des Congrès,11,806179,583
Palao de la Musica,4,806179,584
Palau de la Musica Catalana,19,806179,585
Palazzo Corsini,20,806179,586
Palazzo Mauro de André,10,806179,587
Palladium Nightclub,16,806179,588
Paramount Theatre,16,806179,589
Park Avenue Armory,184,806179,590
Park Avenue Christian Church,28,806179,591
Park Opera House,86,806179,592
Park Theater,7,806179,593
Park Theatre,32,806179,594
Parsons Theatre,10,806179,595
Peabody Auditorium,5,806179,596
Penn College Auditorium,77,806179,597
People's Church,2,806179,598
Performing Arts Center,21,806179,599
Performing Arts Center (Tulsa),7,806179,600
Petronas Concert Hall,20,806179,601
Philharmonic Auditorium,12,806179,602
Philharmonic Center for the Arts (Hayes Hall),6,806179,603
Philharmonic Hall,52060,806179,604
Philharmonic Hall Karl Szymanowski,8,806179,605
Philharmonie,304,806179,606
Philharmonie (Alfried-Krupp Hall),44,806179,607
"Philharmonie de Paris, La",21,806179,608
Philharmonie Luxembourg (Joséphine-Charlotte),73,806179,609
Pickwick Theatre,5,806179,610
Pine Knob Music Theater,3,806179,611
Pine Knob Theater,5,806179,612
Place des Arts,21,806179,613
Plainfield High School,11,806179,614
Plaza Hotel,553,806179,615
PNC Bank Performing Arts Center,8492,806179,616
Poliedro,20,806179,617
Politeama,7,806179,618
Poly Preparatory Country Day school,5,806179,619
Poly Theatre,14,806179,620
Pondicheri,150,806179,621
Poplar Creek Music Theater,2,806179,622
Powers Theater,7,806179,623
Prefectural Arts Center,6,806179,624
Proctor High School Auditorium,5,806179,625
Prospect Heights High School,24,806179,626
Prospect Park,437,806179,627
Prudden Auditorium,5,806179,628
Prudential Hall,86,806179,629
Public Auditorium,5,806179,630
Public Hall,39,806179,631
Public Special,50,806179,632
Purdue Hall of Music,6,806179,633
Queen Elisabeth Hall,5,806179,634
Queen Elizabeth Theatre,6,806179,635
Queen's Hall,41,806179,636
R.P.I. Field House,18,806179,637
Racquet and Tennis Club,493,806179,638
Rajah Theatre,28,806179,639
Ravinia Park Pavilion,67,806179,640
Red Rocks Theater,8,806179,641
Regent Wall Street Hotel,7,806179,642
Residence of Deputy Chief of Mission,16,806179,643
Rheinhalle,5,806179,644
Rhode Island Auditorium,5,806179,645
Richardson Theater,5,806179,646
Richmond County Bank Ballpark,15,806179,647
Richmond Hill High School,7,806179,648
Right Track Recording,27,806179,649
Rio Theatre,6,806179,650
Riverside Church,71244,806179,651
Robinson Gymnasium,1,806179,652
Roman Theater,5,806179,653
Romig Hill Auditorium,6,806179,654
Rose Theater,585,806179,655
Rosen Home,8,806179,656
Roslyn High School,11,806179,657
Rothschild Park Pavilion,7,806179,658
Roxy Theatre,664,806179,659
Roy Thomson Hall,9,806179,660
Royal Albert Hall,121,806179,661
Royce Hall,13,806179,662
Rubenstein Home,52,806179,663
Russ Auditorium,7,806179,664
Rutgers University,4,806179,665
Ryman Auditorium,156,806179,666
Sachsische Staatstheater Opernhaus,7,806179,667
Saginaw Auditorium,5,806179,668
Sala Kongresowa,9,806179,669
Sala Nezahualcóyotl,66,806179,670
Sala Ollin Yoliztli,15,806179,671
Sala São Paulo,43,806179,672
Sala Sava,16,806179,673
Salle du conservatoire,2,806179,674
Salle du Palais des fetes,4,806179,675
Salle du Pavillon,7,806179,676
Salle Pleyel,77,806179,677
Salle Rameau,2,806179,678
Salon Alfons el Magnanim,18,806179,679
Salt Lake Tabernacle,36,806179,680
Salve Regina College,33,806179,681
Samuels Opera House,213,806179,682
Sankei Hall,7,806179,683
Santa Barbara Bowl,19,806179,684
Schauspielhaus,7,806179,685
Schimmel Center for the Arts,16,806179,686
Seaside Park,15,806179,687
Segerstrom Concert Hall (Renée and Henry),27,806179,688
Sejong Center for the Performing Arts,102,806179,689
Semperopera,20,806179,690
Senders Freies Berlin,11,806179,691
Senior (North) High School,48,806179,692
Seoul Arts Center (Concert Hall),114,806179,693
Sesquicentennial Auditorium,7,806179,694
Sha Tin Town Hall,5,806179,695
Shanghai Grand Theatre Performing Arts Centre (Lyric),497,806179,696
Shanghai Poly Grand Theatre,46,806179,697
Shanghai Symphony Hall,166,806179,698
Shanghai Symphony Hall--Chamber Hall,10,806179,699
Shanmukhananda Hall,47,806179,700
Shaw Foundation Symphony Stage,320,806179,701
Sheep Meadow,254,806179,702
Sheridan High School,80,806179,703
Shilla Hotel,33,806179,704
Shimin Kaikan,17,806179,705
Shimin Kaikan (Nagoya),31,806179,706
Shirotori Century Plaza,5,806179,707
Shrine Auditorium,11,806179,708
Shubert Theater,16,806179,709
Shubert-Majestic Theatre,45,806179,710
Sidney Lanier Auditorium,9,806179,711
Silvermine Festival,51,806179,712
Singapore Indoor Stadium,6,806179,713
Siri Fort Cultural Center,9,806179,714
Slot Zeist,136,806179,715
Small Fair Hall,8,806179,716
Smetana Hall,11,806179,717
Smith Fieldhouse (George Albert),6,806179,718
Smith Opera House,8,806179,719
Snug Harbor,6173,806179,720
Soldiers Memorial Hall,49,806179,721
Sonic City,6,806179,722
South Street Seaport,80,806179,723
Spa Theatre,267,806179,724
Spor ve Sergi Saravi Hall,36,806179,725
Sports Arena,4,806179,726
Spreckels Theatre,6,806179,727
Springer Concert Hall (College of Staten Island),1278,806179,728
St. Baafs Kathedraal,3,806179,729
St. Paul the Apostle,1,806179,730
St. Regis Hotel,406,806179,731
St. Thomas More Church,4,806179,732
Staatsoper,12,806179,733
Stadsteater,10,806179,734
Stadthalle,53,806179,735
Staedtischer Saalbau,7,806179,736
Stanley Theater,20,806179,737
State Armory,78,806179,738
State Gymnasium,7,806179,739
State Opera House (Hungarian),24,806179,740
State Street Casino,6,806179,741
Staten Island Community College,5,806179,742
Steinway Hall,1678,806179,743
Stock Pavilion,13,806179,744
Strand Theatre,38,806179,745
Students' Auditorium,41,806179,746
Studio 8H,119,806179,747
Stuyvesant High School,10,806179,748
SubCulture,390,806179,749
Sumida Triphony Hall,1,806179,750
Suntory Hall,220,806179,751
Superstar Theatre,4,806179,752
Symphony Center (Morton H. Meyerson),6,806179,753
Symphony Center (Orchestra Hall),96,806179,754
Symphony Hall,282,806179,755
Symphony Society Auditorium,6,806179,756
Symphony Space,66,806179,757
Syria Mosque,171,806179,758
Takahashi Residence (Home of Motomu and Megumi Takahashi),12,806179,759
Tanglewood,100,806179,760
Tata Theatre,3,806179,761
Tchaikovsky Conservatory Hall,138,806179,762
Teatr Wielki - Opera Narodowa,10,806179,763
Teatro 9 de Octubre,7,806179,764
Teatro alla Scala,98,806179,765
Teatro Argentina,10,806179,766
Teatro Astor,12,806179,767
