w1,w2,count1,count2,total1,total2,isDuplicate,jaccard_1,jaccard_2,jaccard_3,cosine_1,cosine_2,cosine_3,w_levenshtein
puebla uberblack,quito uberx,3.0,3.0,90287.0,90287.0,0.0,0.6666666666666667,0.7894736842105263,0.8421052631578947,0.4429933481039833,0.7098094999559954,0.75,10.0
88mph_africa,grindstonexl,5.0,97.0,24933.0,24933.0,0.0,0.8947368421052632,0.9523809523809523,1.0,0.8663693790437879,0.9090909090909091,1.0,12.0
ny,ma,7778.0,7574.0,403984.0,403984.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
al,alabama,185.0,107.0,374362.0,374362.0,1.0,0.5,0.8333333333333334,1.0,0.1888928943461875,0.5917517095361369,1.0,5.0
burglary,larceny,4255.0,22048.0,61281.0,61281.0,0.0,0.6,0.8181818181818181,0.9,0.4023856953328032,0.6913933000758161,0.8174258141649446,6.0
health care technology,property & casualty insurance,1.0,8.0,505.0,505.0,0.0,0.4117647058823529,0.9047619047619048,0.9545454545454546,0.3126902044903982,0.850303762286976,0.91695452014626,23.0
macabeo-moscatel,vespaiolo,1.0,1.0,129971.0,129971.0,0.0,0.6153846153846154,1.0,1.0,0.3944699291805016,1.0,1.0,13.0
660,hp4,801.0,1.0,61497.0,61497.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
aggravated assault,rape,1763.0,188.0,61281.0,61281.0,0.0,0.75,0.9473684210526316,1.0,0.4723551469889137,0.8599719915971991,1.0,15.0
senior partner,sr. staff attorney,29.0,5.0,374362.0,374362.0,1.0,0.3846153846153846,0.9285714285714286,1.0,0.2998599579859951,0.8654654412007374,1.0,13.0
cote d ivoire,turkmenistan,5455.0,6.0,884244.0,884244.0,0.0,0.7333333333333334,1.0,1.0,0.6181186920870133,1.0,1.0,12.0
northern metropolitan,northern victoria,9557.0,203.0,34857.0,34857.0,0.0,0.3571428571428571,0.7037037037037037,0.7407407407407407,0.10926372099418147,0.5256583509747431,0.5853557855686353,9.0
uzbekistan,chile,422.0,228.0,151623.0,151623.0,0.0,0.8461538461538461,1.0,1.0,0.7171572875253811,1.0,1.0,9.0
morocco,andorra,368.0,368.0,73646.0,73646.0,0.0,0.7142857142857143,0.9090909090909091,1.0,0.6107505279192385,0.8333333333333333,1.0,6.0
sh,bg,15.0,79.0,85881.0,85881.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
accessory cottage,day care center,5.0,40.0,198900.0,198900.0,0.0,0.41666666666666663,0.8846153846153846,0.962962962962963,0.25651558858947865,0.75,0.9283885125960567,13.0
barossa,cirò,342.0,12.0,150930.0,150930.0,0.0,0.875,1.0,1.0,0.8492443277111181,1.0,1.0,6.0
founders award,cinema for peace award,1.0,3.0,331.0,331.0,0.0,0.4,0.7857142857142857,0.8571428571428572,0.241053361559589,0.6368634803987185,0.7418011102528389,13.0
botswana,tunisia,414.0,414.0,80583.0,80583.0,0.0,0.5555555555555556,1.0,1.0,0.4729537233052701,1.0,1.0,7.0
a single firm services a geographic region,fleet,328.0,14148.0,346018.0,346018.0,0.0,0.8235294117647058,0.975609756097561,1.0,0.6345130576760964,0.9270675042510528,1.0,39.0
arts & culture,photography,9.0,5.0,602.0,602.0,0.0,0.8,1.0,1.0,0.7414561550024904,1.0,1.0,14.0
sweeping,yard trimming,72377.0,55716.0,564403.0,564403.0,0.0,0.7857142857142857,0.8823529411764706,0.9375,0.7098094999559954,0.7817821097640076,0.8769085090206672,10.0
"includes real estate activities; professional, scientific and technical activities; and administrative and support service activities.",includes other service activities (s) of isic rev. 4.,2.0,1.0,68023.0,68023.0,0.0,0.29166666666666663,0.6914893617021276,0.7936507936507937,0.09435633505775454,0.4136439052769796,0.5574862036394759,94.0
00841-2047,00831-0410,1.0,1.0,1973.0,1973.0,0.0,0.375,0.6153846153846154,0.9333333333333333,0.13397459621556118,0.4444444444444444,0.875,4.0
community,city,36.0,2233.0,21112.0,21112.0,0.0,0.5,0.7777777777777778,0.875,0.39697731084447274,0.5917517095361371,0.7327387580875757,5.0
vgb;twn,fra,2.0,1.0,24957.0,24957.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
exports_of_goods_and_services,gross_fixed_capital_formation_including_acquisitions_less_disposals_of_valuables,9213.0,9188.0,81106.0,81106.0,0.0,0.23809523809523814,0.8860759493670887,0.9693877551020408,0.17975959241138673,0.7201432809492829,0.9377427193635309,65.0
anne arundel county,hernando county,1.0,1.0,910.0,910.0,0.0,0.15384615384615385,0.6521739130434783,0.8,0.09849623955285991,0.4621471257995229,0.6636636030018437,9.0
mo,missouri,1617.0,1746.0,374362.0,374362.0,1.0,0.6666666666666667,1.0,1.0,0.5917517095361371,1.0,1.0,6.0
education,manufacturing,1148.0,2647.0,61626.0,61626.0,0.0,0.5384615384615384,1.0,1.0,0.3117527983883148,1.0,1.0,9.0
starting,prep,1.0,30.0,1055.0,1055.0,0.0,0.8888888888888888,1.0,1.0,0.8709005551264194,1.0,1.0,7.0
nv,ut,9234.0,9630.0,768922.0,768922.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
connecticut,south dakota,4142.0,3886.0,359836.0,359836.0,0.0,0.7692307692307692,0.95,1.0,0.6399588500884521,0.9046537410754407,1.0,10.0
metropolitan opera house (at lincoln center),metropolitan opera house (39th street),1.0,233.0,21607.0,21607.0,1.0,0.1578947368421053,0.5,0.5555555555555556,0.08875620989272326,0.30873944246557194,0.38278660015163235,15.0
pyrenees,pomino,12.0,12.0,129971.0,129971.0,0.0,0.7777777777777778,1.0,1.0,0.8110177634953863,1.0,1.0,6.0
x16,w15,28.0,33.0,2150.0,2150.0,0.0,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,2.0
treasure island,outer mission,81.0,2242.0,198900.0,198900.0,0.0,0.3846153846153846,0.9583333333333334,1.0,0.3302891774710842,0.9278312163512967,1.0,12.0
cym;are,jey;pan,11.0,2.0,24957.0,24957.0,0.0,0.6,1.0,1.0,0.4285714285714286,1.0,1.0,6.0
district of columbia,kansas,1.0,1.0,52.0,52.0,0.0,0.875,1.0,1.0,0.7830695421813438,1.0,1.0,20.0
social media for social good,social media for social change,3.0,7.0,31212.0,31212.0,1.0,0.1333333333333333,0.3846153846153846,0.37037037037037035,0.06321608544760848,0.11340735868838447,0.13481908730259973,6.0
dobro,dancer; choreographer,14.0,4.0,56194.0,56194.0,0.0,0.7692307692307692,1.0,1.0,0.5038139382220259,1.0,1.0,18.0
durham lead,durham lead,4.0,217.0,158026.0,158026.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cols,dubl,250569.0,210089.0,9971582.0,9971582.0,0.0,0.8571428571428572,1.0,1.0,0.75,1.0,1.0,4.0
upper middle income,low income,56.0,31.0,263.0,263.0,0.0,0.3846153846153846,0.7142857142857143,0.75,0.3168699489360267,0.5285954792089683,0.571253537143728,12.0
"attorney, berry appleman & leiden llp","attorney, berry appleman & leiden, llp",37.0,75.0,374362.0,374362.0,1.0,0.0,0.02941176470588236,0.13157894736842102,0.004139622367727913,0.035227349063226,0.0703303197986318,1.0
slovenia,republic of ireland,3.0,8.0,4572.0,4572.0,0.0,0.625,1.0,1.0,0.4091210521312485,1.0,1.0,16.0
tanzania,saudi arabia,83.0,66.0,374362.0,374362.0,0.0,0.8181818181818181,0.9375,1.0,0.3135935270163558,0.8994962184740788,1.0,8.0
mozambique,trinidad and tobago,3.0,35.0,59228.0,59228.0,0.0,0.7333333333333334,1.0,1.0,0.639332146133027,1.0,1.0,18.0
washington,indiana,7680.0,7385.0,403984.0,403984.0,0.0,0.7,0.9285714285714286,1.0,0.35948738477965136,0.8639172365120457,1.0,8.0
terre siciliane,ventoux,85.0,3.0,150930.0,150930.0,0.0,0.7857142857142857,1.0,1.0,0.6490687968282018,1.0,1.0,14.0
gap-filled total,weighted average,71.0,616.0,1518.0,1518.0,0.0,0.5625,0.9285714285714286,0.962962962962963,0.47996856603884763,0.8666666666666667,0.9285714285714286,14.0
advertising and pr servicesbusiness services - other,advertising and pr servicesbusiness services - otherother/not classified,9.0,11.0,22000.0,22000.0,1.0,0.1428571428571429,0.26,0.288135593220339,0.014079102310104119,0.08202511053276895,0.11451092096462923,20.0
workshop commercial,1 family dwelling,189.0,46766.0,198900.0,198900.0,0.0,0.65,1.0,1.0,0.5852193221078299,1.0,1.0,16.0
canada;united kingdom,bermuda;isle of man,1.0,1.0,2031.0,2031.0,0.0,0.4736842105263158,0.9142857142857143,0.9714285714285714,0.3087199467549685,0.841886116991581,0.9443585115925343,17.0
principal & managing attorney,principal and managing attorney,9.0,21.0,374362.0,374362.0,1.0,0.125,0.13793103448275867,0.25,0.018460320974065914,0.0871290708247231,0.14230997212976404,3.0
art classes,art,5.0,329.0,31212.0,31212.0,1.0,0.625,0.8,0.8888888888888888,0.47018705717398246,0.5527864045000421,0.6666666666666667,8.0
associate council,associate counsel,1.0,1.0,374362.0,374362.0,1.0,0.0,0.2777777777777778,0.33333333333333337,0.06451612903225801,0.17504208861569448,0.20000000000000007,2.0
sewing,games,8414.0,238.0,671205.0,671205.0,0.0,0.625,1.0,1.0,0.4522774424948339,1.0,1.0,6.0
minnesota,florida,1.0,1.0,52.0,52.0,0.0,0.75,1.0,1.0,0.6581182706210862,1.0,1.0,8.0
morocco,peru,28.0,16.0,129971.0,129971.0,0.0,0.8571428571428572,1.0,1.0,0.8709005551264195,1.0,1.0,6.0
7,papua new guinea,10.0,422.0,191325.0,191325.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,16.0
tt,tw,209.0,24.0,2483304.0,2483304.0,0.0,0.5,1.0,1.0,0.29289321881345254,1.0,1.0,1.0
21,"9,38",289.0,11.0,223379.0,223379.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
international income,funded ratio,1.0,1.0,280.0,280.0,0.0,0.4285714285714286,0.88,0.9230769230769231,0.3301061546967644,0.8113916159614205,0.850928801500014,16.0
writing,write,311.0,2.0,31212.0,31212.0,1.0,0.4285714285714286,0.5714285714285714,0.6666666666666667,0.2546440075000701,0.3876275643042054,0.4836022205056778,3.0
bangladesh,chad,7.0,21.0,2772.0,2772.0,0.0,0.7,0.9090909090909091,1.0,0.42264973081037416,0.8075499102701247,1.0,8.0
new caledonia,canada,10.0,7894.0,515738.0,515738.0,0.0,0.6,0.9375,1.0,0.3377338214674781,0.8709005551264195,1.0,9.0
810,141,1524.0,11.0,64618.0,64618.0,0.0,0.75,1.0,1.0,0.4836022205056778,1.0,1.0,3.0
ii,vi,95.0,1.0,425.0,425.0,0.0,0.5,1.0,1.0,0.29289321881345254,1.0,1.0,1.0
white & cream,white/cream,49.0,82.0,82545.0,82545.0,1.0,0.25,0.4285714285714286,0.5714285714285714,0.19279264720442502,0.26970325665977857,0.39697731084447274,3.0
ne,nebraska,587.0,672.0,374362.0,374362.0,1.0,0.7142857142857143,0.8571428571428572,1.0,0.5527864045000421,0.6220355269907728,1.0,6.0
bosnia and herzegovina,france,4.0,21098.0,150930.0,150930.0,0.0,0.75,0.96,1.0,0.43305329048615915,0.9024099927051467,1.0,19.0
snowshoe/ragdoll,snowshoe/domestic shorthair,2.0,1.0,29421.0,29421.0,0.0,0.4117647058823529,0.7,0.7741935483870968,0.22159319134316802,0.4814550271298652,0.5885244001010883,17.0
00902-1227,00631-0004,1.0,1.0,1351.0,1351.0,0.0,0.6666666666666667,0.9333333333333333,1.0,0.3382758974627055,0.7418011102528389,1.0,7.0
saudi arabia,falkland islands,1.0,1.0,1973.0,1973.0,0.0,0.5833333333333333,1.0,1.0,0.3609608457035032,1.0,1.0,13.0
jack russell terrier cross,jack russell terrier cross,10.0,91.0,82545.0,82545.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
me,maine,162.0,239.0,374362.0,374362.0,1.0,0.6,1.0,1.0,0.3675444679663241,1.0,1.0,3.0
712,w31,1294.0,2.0,80256.0,80256.0,0.0,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,3.0
"manufacturing, mining and quarrying and other industrial activities (b+c+d+e)",other service activities (r+s+t),6554.0,6737.0,320551.0,320551.0,0.0,0.43999999999999995,0.7714285714285715,0.8170731707317074,0.2760865846585018,0.642272620604911,0.6970870217348988,53.0
385,166,11.0,27.0,198900.0,198900.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
copd,tob,52536.0,24568.0,403984.0,403984.0,0.0,0.8333333333333334,1.0,1.0,0.7113248654051871,1.0,1.0,3.0
"26,33",71,1.0,13.0,223379.0,223379.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0
neapolitan mastiff x,neopolitan mastiff x,5.0,2.0,82545.0,82545.0,1.0,0.0,0.19047619047619047,0.2857142857142857,0.02817468419245006,0.10526315789473706,0.16666666666666652,1.0
bullet,monthly,70728.0,342717.0,671205.0,671205.0,0.0,0.8,1.0,1.0,0.5991081371313635,1.0,1.0,7.0
fraud,disorderly conduct,1663.0,4046.0,61779.0,61779.0,0.0,0.8,1.0,1.0,0.5101020514433645,1.0,1.0,16.0
new york,san diego,48.0,16.0,2720.0,2720.0,0.0,0.6923076923076923,1.0,1.0,0.5285954792089684,1.0,1.0,8.0
q20candyearexp,q25langr,1.0,3.0,452.0,452.0,0.0,0.6666666666666667,0.8888888888888888,1.0,0.5,0.7903430326556163,1.0,9.0
tennessee ridge,kihei,3.0,1.0,24591.0,24591.0,0.0,0.8181818181818181,1.0,1.0,0.5763407271318384,1.0,1.0,13.0
collins view,south tabor,237.0,750.0,80256.0,80256.0,0.0,0.8125,1.0,1.0,0.7418011102528389,1.0,1.0,11.0
pinotage-merlot,sauvignon blanc-semillon,1.0,63.0,150930.0,150930.0,0.0,0.5,0.9393939393939394,1.0,0.38278660015163235,0.9,1.0,16.0
04l,10f,27777.0,55785.0,399918.0,399918.0,0.0,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,3.0
ireland,ecuador,48.0,109.0,374362.0,374362.0,0.0,0.6,1.0,1.0,0.4285714285714286,1.0,1.0,7.0
lowchen,lowchen,2.0,1.0,82545.0,82545.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mdg,yem,1.0,1.0,269.0,269.0,0.0,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,3.0
pan,pan,2783.0,14.0,463231.0,463231.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21/10/2011,03/05/2013,45.0,45.0,8190.0,8190.0,0.0,0.33333333333333337,0.8,0.8571428571428572,0.3238765962171869,0.6666666666666667,0.75,5.0
data for this year refers to provisional data.,"includes real estate activities, education, human health and social work activities",2.0,1.0,68023.0,68023.0,0.0,0.4347826086956522,0.8433734939759037,0.9724770642201834,0.152194962862377,0.7571265532200808,0.9431119876011426,66.0
wdub,ucty,52651.0,63649.0,3313625.0,3313625.0,0.0,0.8571428571428572,1.0,1.0,0.75,1.0,1.0,4.0
201,972,1.0,1663.0,80256.0,80256.0,0.0,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,3.0
normal,psychic,4.0,29.0,801.0,801.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
rhode island,missouri,32.0,80.0,2720.0,2720.0,0.0,0.6923076923076923,0.9411764705882353,1.0,0.5370899501137243,0.886039423540362,1.0,11.0
colorado,kentucky,24.0,24.0,1224.0,1224.0,0.0,0.9166666666666666,1.0,1.0,0.9154845745271484,1.0,1.0,8.0
rich,powl,208998.0,317369.0,9971582.0,9971582.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
iowa,ia,830.0,661.0,374362.0,374362.0,1.0,0.5,1.0,1.0,0.29289321881345254,1.0,1.0,2.0
subfamily,subgenus,3720.0,542.0,513373.0,513373.0,0.0,0.75,0.8461538461538461,0.9166666666666666,0.5188747756753118,0.7327387580875757,0.8456966500379081,6.0
va,ak,7386.0,7354.0,403984.0,403984.0,0.0,0.6666666666666667,1.0,1.0,0.5000000000000001,1.0,1.0,2.0
kab,brush,1467.0,30551.0,564403.0,564403.0,0.0,0.8571428571428572,1.0,1.0,0.7418011102528389,1.0,1.0,5.0
united republic of tanzania: zanzibar,liechtenstein,26.0,46.0,9237.0,9237.0,0.0,0.6842105263157895,0.95,1.0,0.46361728027615523,0.884272487528431,1.0,30.0
zimbabwe,tajikistan,368.0,208.0,72485.0,72485.0,0.0,0.8333333333333334,1.0,1.0,0.683772233983162,1.0,1.0,9.0
"33,48",14,1.0,346.0,225363.0,225363.0,0.0,0.8,1.0,1.0,0.7327387580875757,1.0,1.0,4.0
gt,ua,7310.0,963.0,671205.0,671205.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
nerello cappuccio,elbling,6.0,4.0,129971.0,129971.0,0.0,0.6923076923076923,0.9523809523809523,1.0,0.5210525279286002,0.8979379273840342,1.0,15.0
other employee contributions,securities lending apprec.,1.0,1.0,280.0,280.0,0.0,0.44999999999999996,0.9583333333333334,1.0,0.2598043431702599,0.9285258310108137,1.0,25.0
kir,mic,1.0,1.0,269.0,269.0,0.0,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,2.0
madison south,centennial,786.0,2289.0,63279.0,63279.0,0.0,0.7142857142857143,1.0,1.0,0.6570028297149824,1.0,1.0,12.0
afrilabs,savannahfund,1453.0,12.0,24933.0,24933.0,0.0,0.75,1.0,1.0,0.4836022205056777,1.0,1.0,10.0
street cleaning-residential,bulk,38001.0,31111.0,564403.0,564403.0,0.0,0.9375,1.0,1.0,0.8829588528038694,1.0,1.0,26.0
exports_of_services,exports_of_goods_and_services,8018.0,14950.0,191325.0,191325.0,0.0,0.25,0.33333333333333337,0.4285714285714286,0.08880832407760109,0.18237018246732306,0.2531839551850614,10.0
radio & tv stations,paint store,36.0,6.0,198900.0,198900.0,0.0,0.3846153846153846,0.92,0.96,0.15618037579977762,0.8585786437626906,0.9191547916545557,12.0
orin,pitt,138891.0,225405.0,9971582.0,9971582.0,0.0,0.8333333333333334,1.0,1.0,0.7958758547680684,1.0,1.0,4.0
low,out of service,636380.0,803.0,2799914.0,2799914.0,0.0,0.9230769230769231,1.0,1.0,0.7418011102528389,1.0,1.0,13.0
trans fat / compliance inspection,trans fat / second compliance inspection,378.0,68.0,399918.0,399918.0,0.0,0.0625,0.11764705882352944,0.23076923076923073,0.014539580425490084,0.0714285714285714,0.12592517987790242,7.0
palau,australia,368.0,368.0,73646.0,73646.0,0.0,0.625,0.8,1.0,0.2192799416411736,0.6464466094067263,1.0,7.0
financial_intermediation_real_estate_renting_and_business_activities,private_households_with_employed_persons,10538.0,4864.0,223379.0,223379.0,0.0,0.36363636363636365,0.84,0.98,0.29693707153085314,0.7978642284820354,0.961221663283526,55.0
sd,tko,11323.0,89709.0,387427.0,387427.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
start-a-food-business-meetup,buildtechny,1.0,1.0,5807.0,5807.0,0.0,0.631578947368421,0.9722222222222222,1.0,0.5675500179061317,0.9391419380549816,1.0,24.0
z07,y14,33.0,33.0,2150.0,2150.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
gresham - hollybrook,crstn-kenilwth,1.0,1053.0,82958.0,82958.0,0.0,0.631578947368421,1.0,1.0,0.5957739582727783,1.0,1.0,16.0
sweden,faroe islands,3368.0,16.0,515738.0,515738.0,0.0,0.6666666666666667,1.0,1.0,0.48550424457247354,1.0,1.0,11.0
w20,961,13.0,1464.0,80256.0,80256.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
"5,14","7,22",9.0,38.0,223379.0,223379.0,0.0,0.8333333333333334,1.0,1.0,0.7958758547680684,1.0,1.0,3.0
morocco,guinea,1355.0,894.0,165808.0,165808.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0
dz,6o,118.0,212.0,151623.0,151623.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
other,artisan,338.0,55.0,15736.0,15736.0,0.0,0.7777777777777778,1.0,1.0,0.7018576030000281,1.0,1.0,6.0
retail sales,temple,5079.0,2.0,198900.0,198900.0,0.0,0.7,0.9333333333333333,1.0,0.4466014094705336,0.8651600275073515,1.0,9.0
860,882,442.0,535.0,61779.0,61779.0,0.0,0.75,1.0,1.0,0.4836022205056778,1.0,1.0,2.0
zambia,central african republic,1289.0,3973.0,165808.0,165808.0,0.0,0.8,1.0,1.0,0.558738695939086,1.0,1.0,21.0
620,810,583.0,1332.0,59853.0,59853.0,0.0,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,2.0
papua new guinea,peru,98.0,50.0,100048.0,100048.0,0.0,0.7,1.0,1.0,0.4696699141100894,1.0,1.0,13.0
ap,pw,64.0,1.0,3324.0,3324.0,0.0,0.6666666666666667,1.0,1.0,0.5000000000000001,1.0,1.0,2.0
ki,pl,208.0,319.0,151623.0,151623.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
republic of korea,"china, hong kong special administrative region",4517.0,4818.0,320551.0,320551.0,0.0,0.5454545454545454,0.9423076923076923,0.9821428571428571,0.34347456939914267,0.8751218917891075,0.9627322003750035,41.0
r2z2,x02,33.0,33.0,2117.0,2117.0,0.0,0.8,1.0,1.0,0.5285954792089682,1.0,1.0,3.0
nh,tx,7383.0,7386.0,403984.0,403984.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
q14goodreflecabilities,q26framelearnexpressjs,5.0,2.0,452.0,452.0,0.0,0.6956521739130435,0.9230769230769231,1.0,0.4380485130509836,0.8571428571428572,1.0,18.0
hp4,660,1.0,801.0,61497.0,61497.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
forint,forint,496.0,765.0,100048.0,100048.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frmt,woak,78514.0,69032.0,3313625.0,3313625.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
wyoming,puerto rico,7386.0,5635.0,403984.0,403984.0,0.0,0.8571428571428572,1.0,1.0,0.7072299781154401,1.0,1.0,9.0
western europe,eastern asia,21.0,6.0,158.0,158.0,0.0,0.5,0.7222222222222222,0.7777777777777778,0.3956327769809648,0.6153846153846153,0.6348516283298893,8.0
kerns,gresham - powell valley,730.0,6.0,64618.0,64618.0,0.0,0.8235294117647058,1.0,1.0,0.68056171750003,1.0,1.0,22.0
northwest,wslot,2047.0,2.0,61497.0,61497.0,0.0,0.5555555555555556,1.0,1.0,0.32580013753675796,1.0,1.0,8.0
group b,third place,60.0,2.0,4572.0,4572.0,0.0,0.8,1.0,1.0,0.6581182706210862,1.0,1.0,9.0
hp4,204,3.0,3.0,73590.0,73590.0,0.0,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,2.0
be,gb,274.0,6900.0,63465.0,63465.0,0.0,0.6666666666666667,1.0,1.0,0.5000000000000001,1.0,1.0,2.0
stockholm,paris,2705.0,14874.0,125527.0,125527.0,0.0,0.9166666666666666,1.0,1.0,0.8651600275073515,1.0,1.0,9.0
includes private households with employed persons.,value added refers to gdp.,2.0,1.0,68023.0,68023.0,0.0,0.40909090909090906,0.8548387096774194,0.9714285714285714,0.21642302874878805,0.7303200550147031,0.9410744349011211,37.0
galilee,elqui valley,271.0,53.0,129971.0,129971.0,0.0,0.6,0.8666666666666667,1.0,0.1909601650441095,0.7538170180413345,1.0,9.0
2011,2004-06,10.0,3.0,1518.0,1518.0,0.0,0.6666666666666667,0.875,1.0,0.5470891863421616,0.7642977396044841,1.0,5.0
republic of moldova,oman,230.0,170.0,48269.0,48269.0,0.0,0.8125,1.0,1.0,0.5357616545573702,1.0,1.0,17.0
vp operations,vp of operations,1.0,1.0,374362.0,374362.0,1.0,0.08333333333333337,0.1428571428571429,0.2142857142857143,0.048697011691011705,0.08981794538179355,0.11359473957208166,3.0
cuernavaca uberx,bogotá uberangel,16.0,11.0,90287.0,90287.0,0.0,0.5333333333333333,0.84,0.88,0.44098300562505255,0.6868878544574253,0.7857142857142857,15.0
steel,poison,27.0,28.0,800.0,800.0,0.0,0.875,1.0,1.0,0.8663693790437879,1.0,1.0,6.0
w21,w31,5.0,6.0,70964.0,70964.0,0.0,0.5,1.0,1.0,0.33333333333333326,1.0,1.0,1.0
w04,r1z3,33.0,33.0,2117.0,2117.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
sle,sle,1436.0,14.0,463231.0,463231.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gresham - north gresham,beaverton - west slope,10.0,2.0,64618.0,64618.0,0.0,0.47058823529411764,0.8787878787878788,0.9714285714285714,0.3393278887877328,0.81287970285872,0.9598390335548751,19.0
742,731,4.0,1.0,10001.0,10001.0,0.0,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,2.0
