w1,w2,count1,count2,total1,total2,isDuplicate,jaccard_1,jaccard_2,jaccard_3,cosine_1,cosine_2,cosine_3,w_levenshtein
shareholder,shareholder,954.0,18.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
category 1,category 2,1894.0,2676.0,158026.0,158026.0,0.0,0.18181818181818177,0.19999999999999996,0.2222222222222222,0.1000000000000002,0.11111111111111116,0.12500000000000022,1.0
si,fm,189.0,8.0,151623.0,151623.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
22,15,9.0,63.0,100048.0,100048.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
canadian dollar,canadian dollar,44.0,35.0,48269.0,48269.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,297,8.0,12.0,10001.0,10001.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
3604,3604,2.0,1.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7154,7154,4.0,7.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
me,gt,400.0,2104.0,151623.0,151623.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
turkey,usa,1.0,1.0,20.0,20.0,0.0,0.875,1.0,1.0,0.7642977396044841,1.0,1.0,5.0
sbd,bob,554.0,7325.0,671205.0,671205.0,0.0,0.75,1.0,1.0,0.4836022205056778,1.0,1.0,3.0
icelandic króna,icelandic króna,556.0,300.0,61626.0,61626.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ks,kansas,579.0,912.0,374362.0,374362.0,1.0,0.5,1.0,1.0,0.3291796067500631,1.0,1.0,4.0
far southwest,gresham - hollybrook,146.0,1.0,80256.0,80256.0,0.0,0.6111111111111112,0.9666666666666667,1.0,0.45927128497499314,0.9337733821467478,1.0,17.0
furnishings_household_equipment_and_routine_maintenance_of_the_house,equals_total_actual_individual_consumption,5726.0,5042.0,100048.0,100048.0,0.0,0.25,0.8961038961038961,0.9896907216494846,0.22738560038507405,0.8807748303406,0.983879352994521,54.0
benin,zambia,1.0,124.0,15736.0,15736.0,0.0,0.7142857142857143,1.0,1.0,0.7327387580875757,1.0,1.0,5.0
timor-leste,lithuania,26.0,26.0,9237.0,9237.0,0.0,0.7692307692307692,1.0,1.0,0.6419425629802835,1.0,1.0,10.0
674,582,2.0,19.0,10001.0,10001.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
"priority survey (ps), 2008","living standards measurement study survey (lsms), 1998",1.0,1.0,263.0,263.0,0.0,0.48,0.8103448275862069,0.84375,0.3193623990259947,0.5976083493910938,0.6999504009255104,36.0
8392,8392,2.0,13.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,33,7.0,2.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
czech republic,poland,193.0,191.0,8406.0,8406.0,0.0,0.8666666666666667,1.0,1.0,0.8259223440443022,1.0,1.0,13.0
local_09,local_04,2.0,56.0,425.0,425.0,0.0,0.25,0.25,0.2857142857142857,0.1000000000000002,0.14285714285714302,0.16666666666666652,1.0
hp4,560,1.0,757.0,61281.0,61281.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
usda national farmers' market directory,cms part a claims data,165.0,1872.0,403984.0,403984.0,0.0,0.4736842105263158,0.8775510204081632,1.0,0.2065308651987855,0.7839753100530713,1.0,30.0
netherlands antillean guilder,netherlands antillean guilder,285.0,100.0,48269.0,48269.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nigeria,india,5517.0,7775.0,1189482.0,1189482.0,0.0,0.5714285714285714,0.8888888888888888,1.0,0.2440710539815456,0.7958758547680684,1.0,4.0
collective_consumption_expenditure,exports_of_goods,5496.0,9268.0,188939.0,188939.0,0.0,0.5,0.9534883720930233,0.9777777777777777,0.4286624198997736,0.9173101769405277,0.9527544408738466,29.0
secretary,secretary,3.0,10.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
case manager,case manager,2.0,1.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gay,bigup,446.0,665.0,610676.0,610676.0,0.0,0.8571428571428572,1.0,1.0,0.7418011102528389,1.0,1.0,4.0
barbados,sao tome and principe,368.0,368.0,73645.0,73645.0,0.0,0.6428571428571428,1.0,1.0,0.5839748528310782,1.0,1.0,18.0
w portland park,sunnyside,250.0,830.0,73590.0,73590.0,0.0,0.875,1.0,1.0,0.8265055204101279,1.0,1.0,14.0
malta,swaziland,368.0,368.0,73645.0,73645.0,0.0,0.8,1.0,1.0,0.43019711770181024,1.0,1.0,7.0
administrative_and_support_service_activities_n,fishing_and_aquaculture_03,10709.0,5751.0,320551.0,320551.0,0.0,0.5,0.8545454545454545,0.953125,0.265069080259836,0.7067057699572934,0.9125182234720294,35.0
mining_and_quarrying_b,information_and_communication_j,11610.0,14098.0,320551.0,320551.0,0.0,0.5294117647058824,0.8333333333333334,0.925,0.23966283200119431,0.772815266301174,0.8993265917178963,21.0
partner of the firm,"partner, baird holm llp",6.0,1.0,374362.0,374362.0,1.0,0.3125,0.7878787878787878,0.8484848484848485,0.24027822383639863,0.6482367646592757,0.7353719379875184,14.0
law offices of edward r white,law offices of edward r white pc,1.0,1.0,374362.0,374362.0,1.0,0.06666666666666665,0.10344827586206895,0.10344827586206895,0.013859452717353227,0.0438171125324851,0.04802836176701153,3.0
al,mi,48.0,80.0,2720.0,2720.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
4834,4834,4.0,2.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1/f,ph2b,16.0,10.0,198900.0,198900.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
361,902,4.0,1584.0,82958.0,82958.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
chilean peso,chilean peso,821.0,1003.0,227092.0,227092.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
services,weaving,9807.0,2961.0,671205.0,671205.0,0.0,0.7,0.9166666666666666,1.0,0.5635642195280153,0.8456966500379081,1.0,5.0
france,peru,31.0,5.0,4572.0,4572.0,0.0,0.75,1.0,1.0,0.5917517095361369,1.0,1.0,6.0
beaverton - west slope,pleasant valley,3.0,536.0,82958.0,82958.0,0.0,0.4,0.9375,1.0,0.34289718616792775,0.8908910548820038,1.0,18.0
maine,me,71.0,125.0,374362.0,374362.0,1.0,0.6,1.0,1.0,0.3675444679663241,1.0,1.0,3.0
korean grand prix,brazilian grand prix,4.0,46.0,997.0,997.0,0.0,0.4,0.47619047619047616,0.5,0.14039761740812073,0.26279021922551415,0.330561318604797,7.0
tambura,stage director,1.0,2.0,56194.0,56194.0,0.0,0.7857142857142857,0.9444444444444444,1.0,0.5527864045000421,0.8867722965855405,1.0,11.0
sullivans gulch,lkos - lake grove,476.0,1.0,61779.0,61779.0,0.0,0.625,0.9259259259259259,1.0,0.4971051543250302,0.875,1.0,14.0
ngultrum,ngultum,237.0,159.0,227092.0,227092.0,1.0,0.1428571428571429,0.375,0.625,0.05131670194948623,0.22848325018954052,0.4522774424948339,1.0
dia2_2,tob10_0,1625.0,110.0,403984.0,403984.0,0.0,0.9,1.0,1.0,0.882148869802242,1.0,1.0,6.0
nv,ky,2.0,4.0,558.0,558.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
argentina,bolivia,54.0,1.0,4572.0,4572.0,0.0,0.8181818181818181,1.0,1.0,0.6301998691831805,1.0,1.0,7.0
barbados,french polynesia,116.0,1.0,59228.0,59228.0,0.0,0.75,1.0,1.0,0.6772513878160487,1.0,1.0,14.0
sub-saharan africa,central and eastern europe,40.0,29.0,158.0,158.0,0.0,0.6111111111111112,0.8918918918918919,1.0,0.43627045022368627,0.8132959887962654,1.0,20.0
seychelles,bahrain,46.0,46.0,9234.0,9234.0,0.0,0.9090909090909091,1.0,1.0,0.925464400750007,1.0,1.0,9.0
td,pm,1.0,8.0,161.0,161.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
1303,1303,5.0,11.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
equals_saving_net,gross_domestic_product,8205.0,12537.0,215337.0,215337.0,0.0,0.6111111111111112,0.9714285714285714,1.0,0.5067799747921895,0.9478713964857313,1.0,19.0
valais,nevada,2.0,4.0,129971.0,129971.0,0.0,0.75,0.8888888888888888,1.0,0.3750000000000001,0.8,1.0,5.0
state price schedule,fair and reasonable,79.0,25400.0,346018.0,346018.0,0.0,0.5294117647058824,0.9714285714285714,1.0,0.4176748639268918,0.948565550012636,1.0,15.0
104,104,132.0,180.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tajikistan,ireland,165.0,4962.0,191325.0,191325.0,0.0,0.7272727272727273,0.9230769230769231,1.0,0.527544408738466,0.8769085090206672,1.0,8.0
cook county,delaware,16.0,16.0,2720.0,2720.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,11.0
"associate, attorney at law","associate, attorney at law",76.0,2.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mcar,daly,87233.0,73957.0,3313625.0,3313625.0,0.0,0.8571428571428572,1.0,1.0,0.75,1.0,1.0,4.0
indonesia,niger,368.0,368.0,73646.0,73646.0,0.0,0.6666666666666667,1.0,1.0,0.3798263270539577,1.0,1.0,7.0
ckd,dia,11525.0,67342.0,403984.0,403984.0,0.0,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,3.0
retail advertising and pr services sports and physical recreation,retail;advertising and pr services;sports and physical recreation,1.0,2.0,22000.0,22000.0,1.0,0.05555555555555558,0.07692307692307687,0.18461538461538463,0.011839774334529096,0.040775776415591714,0.08450704225352113,2.0
fishing and aquaculture (03),accommodation and food service activities (i),5735.0,12006.0,320551.0,320551.0,0.0,0.4347826086956522,0.875,0.9545454545454546,0.3174024656216565,0.7123220191087696,0.9102777093168131,34.0
1056,1056,6.0,3.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mt,ca,10331.0,168451.0,768922.0,768922.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
5016,5016,1.0,1.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sg,ly,2.0,1.0,161.0,161.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
one-to-four family dwelling (other than manufactured housing),multifamily dwelling,450406.0,1656.0,466566.0,466566.0,0.0,0.36363636363636365,0.7543859649122807,0.7936507936507937,0.3452583441198349,0.5526315789473686,0.5774998518015801,45.0
507,507,3.0,10.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mng,gin,114.0,112.0,21477.0,21477.0,0.0,0.5,1.0,1.0,0.33333333333333326,1.0,1.0,3.0
7,7,2.0,5.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
p,cv,1.0,618.0,24957.0,24957.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
8105,8105,1.0,3.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,117,19.0,29.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5c,cm,1.0,38.0,24957.0,24957.0,0.0,0.6666666666666667,1.0,1.0,0.5000000000000001,1.0,1.0,2.0
motorcycle manufacturers,steel,1.0,1.0,505.0,505.0,0.0,0.7142857142857143,1.0,1.0,0.5635642195280153,1.0,1.0,21.0
12,"5,6",30.0,1.0,100048.0,100048.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
zloty,zloty,399.0,340.0,68023.0,68023.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pier 3,ph1e,1.0,1.0,198900.0,198900.0,0.0,0.75,1.0,1.0,0.5917517095361369,1.0,1.0,5.0
143,143,2.0,7.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
713,713,7.0,6.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ca,au,5.0,2.0,3122.0,3122.0,0.0,0.6666666666666667,1.0,1.0,0.5000000000000001,1.0,1.0,2.0
"santa clara, ca 95054","santa clara, ca",1.0,2.0,22000.0,22000.0,1.0,0.3076923076923077,0.2777777777777778,0.3157894736842105,0.08068051487170647,0.13247238276429096,0.17282980813148896,6.0
landscape architectural services,wholesale electronic markets and agents and brokers,8.0,1.0,374362.0,374362.0,0.0,0.4285714285714286,0.8135593220338984,0.9722222222222222,0.15454774184227082,0.6909678837136266,0.9286925967187707,39.0
automotive and parts mfg manufacturing - other automotive sales and repair services,automotive and parts mfgmanufacturing - otherautomotive sales and repair services,2.0,1.0,22000.0,22000.0,1.0,0.0,0.03389830508474578,0.136986301369863,0.0033473502917824582,0.02171612633442621,0.048032914705529284,2.0
kern county,los angeles city,16.0,48.0,2720.0,2720.0,0.0,0.5333333333333333,0.9090909090909091,1.0,0.4338614829277021,0.8466070022305259,1.0,13.0
"teachers and instructors, all other*","teachers and instructors, all other",4.0,28.0,374362.0,374362.0,1.0,0.0625,0.032258064516129004,0.030303030303030276,0.005012562893380035,0.01169630879647543,0.013986702816730756,1.0
layer 3 up,layer 2 up,126.0,229.0,1296.0,1296.0,0.0,0.19999999999999996,0.36363636363636365,0.5454545454545454,0.08333333333333315,0.2222222222222222,0.3750000000000001,1.0
2172,2172,98.0,36.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3030,3030,7.0,9.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,436,1.0,1.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
azerbaijan,kyrgyzstan,7.0,6.0,374362.0,374362.0,0.0,0.6923076923076923,0.9411764705882353,1.0,0.5669872981077806,0.8888888888888888,1.0,8.0
wireless (cell phone/other mobile device),wired,368110.0,203162.0,943111.0,943111.0,0.0,0.75,0.9210526315789473,0.95,0.43506731713396796,0.7788370657676543,0.8150999345915902,36.0
gross fixed capital formation (including acquisitions less disposals of valuables),changes in inventories,9188.0,7481.0,81106.0,81106.0,0.0,0.5,0.92,1.0,0.25792320740930397,0.7418011102528389,1.0,69.0
1234,1234,4.0,14.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
primary smelting and refining of nonferrous metal (except copper and aluminum),"merchant wholesalers, durable goods",1.0,2.0,374362.0,374362.0,0.0,0.43999999999999995,0.9438202247191011,1.0,0.23412169420460416,0.8403279804920791,1.0,63.0
sc,nm,4.0,4.0,558.0,558.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
1401,1401,2.0,1.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
texas,kentucky,414.0,178.0,7930.0,7930.0,0.0,0.8,1.0,1.0,0.7171572875253811,1.0,1.0,7.0
fair and reasonable,state price schedule,25400.0,79.0,346018.0,346018.0,0.0,0.5294117647058824,0.9714285714285714,1.0,0.4176748639268918,0.948565550012636,1.0,15.0
arkansas,ar,533.0,759.0,374362.0,374362.0,1.0,0.6,0.8571428571428572,1.0,0.29289321881345254,0.6220355269907728,1.0,6.0
kyrgyzstan,djibouti,26.0,46.0,9234.0,9234.0,0.0,0.9333333333333333,1.0,1.0,0.9087129070824723,1.0,1.0,9.0
wv,west virginia,1.0,2.0,374362.0,374362.0,1.0,0.8181818181818181,1.0,1.0,0.6755571577384749,1.0,1.0,11.0
8495,8495,2.0,1.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lu,mv,48.0,78.0,151623.0,151623.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
e_median,e_tcash2,1.0,52.0,11106.0,11106.0,0.0,0.75,0.9230769230769231,1.0,0.5527864045000421,0.8571428571428572,1.0,6.0
4366,4366,4.0,1.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
o06,j07,15.0,27.0,1420.0,1420.0,0.0,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,2.0
ca,ct,117835.0,12584.0,943111.0,943111.0,0.0,0.6666666666666667,1.0,1.0,0.5000000000000001,1.0,1.0,1.0
alghero,atlas peak,13.0,79.0,150930.0,150930.0,0.0,0.75,1.0,1.0,0.527544408738466,1.0,1.0,7.0
cameroon,slovakia,372.0,1225.0,100048.0,100048.0,0.0,0.8333333333333334,1.0,1.0,0.6000000000000001,1.0,1.0,8.0
managing paralegal,managing paralegal,8.0,9.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nzd,eur,355.0,817.0,108129.0,108129.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
housing,housing_water_electricity_gas_and_other_fuels,414.0,5830.0,100048.0,100048.0,0.0,0.6111111111111112,0.8536585365853658,0.8809523809523809,0.4977881435405245,0.6535898384862244,0.6666666666666667,38.0
bhutan,vietnam,1.0,687.0,15736.0,15736.0,0.0,0.7,1.0,1.0,0.5370899501137243,1.0,1.0,5.0
chicago ridge,west new york,1.0,1.0,13.0,13.0,0.0,0.75,1.0,1.0,0.6842105263157896,1.0,1.0,13.0
alc10_0,npaw11_4,109.0,109.0,403984.0,403984.0,0.0,0.7,1.0,1.0,0.5783629786442162,1.0,1.0,6.0
general managers/managing proprietors in wholesale and retail trade,"metal finishing, plating and coating machine operators",2028.0,6.0,41544.0,41544.0,0.0,0.25,0.6901408450704225,0.8865979381443299,0.10797075823106772,0.5446611340510379,0.7954841867163913,50.0
gabon,mauritania,215.0,467.0,165808.0,165808.0,0.0,0.8,1.0,1.0,0.5783629786442162,1.0,1.0,8.0
senior associate,senior associate,53.0,541.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
in,indiana,185.0,128.0,374362.0,374362.0,1.0,0.5,0.8333333333333334,1.0,0.21553545944726393,0.5917517095361369,1.0,5.0
zmb,bhs,2.0,323.0,59228.0,59228.0,0.0,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,3.0
zorkascreativeinstigators,the-chicago-entrepreneurs,1.0,3.0,5807.0,5807.0,0.0,0.4117647058823529,0.9512195121951219,1.0,0.31657173948230466,0.8964901660986468,1.0,22.0
uruguay,"yemen, rep.",1.0,1.0,269.0,269.0,0.0,0.8333333333333334,1.0,1.0,0.8654654412007374,1.0,1.0,11.0
wi,sc,26.0,26.0,11106.0,11106.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
personal housing expenses,traveling sales,32448.0,144.0,671205.0,671205.0,0.0,0.4375,0.84375,0.9411764705882353,0.25246902008669236,0.7379287908195205,0.8843370136067519,17.0
"attorney, law office of serafina sands","attorney, law offce of serafina sands",11.0,1.0,374362.0,374362.0,1.0,0.0,0.05882352941176472,0.1351351351351351,0.004139622367727913,0.033908216920704226,0.06658369264033615,1.0
greece,paraguay,368.0,368.0,73645.0,73645.0,0.0,0.75,1.0,1.0,0.8456966500379081,1.0,1.0,7.0
a1050000000pnmw,a1050000002vhni,91.0,13.0,4861.0,4861.0,0.0,0.5833333333333333,0.6428571428571428,0.6428571428571428,0.056841575770560704,0.12095092700846743,0.16442725141265035,5.0
stolen property,offenses against family,90.0,89.0,80256.0,80256.0,0.0,0.4666666666666667,0.9393939393939394,1.0,0.5142857142857142,0.8908910548820038,1.0,19.0
"miller theatre, columbia university",miller auditorium,2.0,1.0,21607.0,21607.0,1.0,0.4736842105263158,0.8048780487804879,0.8837209302325582,0.1432844227617247,0.625,0.7752667125122527,23.0
mozambique,libya,3.0,75.0,374362.0,374362.0,0.0,0.7272727272727273,1.0,1.0,0.6127016653792583,1.0,1.0,9.0
washington,south carolina,250.0,185.0,10621.0,10621.0,0.0,0.5,0.9523809523809523,1.0,0.3195861825602282,0.9075499672957952,1.0,11.0
minnesota,san diego,64.0,16.0,2720.0,2720.0,0.0,0.4545454545454546,1.0,1.0,0.29647352931855153,1.0,1.0,8.0
r1w8,y13,33.0,33.0,2117.0,2117.0,0.0,0.8333333333333334,1.0,1.0,0.7113248654051871,1.0,1.0,3.0
intron_variant&non_coding_transcript_variant,splice_region_variant&intron_variant,1.0,3393.0,65188.0,65188.0,0.0,0.1875,0.6829268292682926,0.7291666666666667,0.04138321947645529,0.23018319815206545,0.3385621722338523,25.0
stolen property,arson,72.0,146.0,61497.0,61497.0,0.0,0.6363636363636364,1.0,1.0,0.46334368540005055,1.0,1.0,14.0
ar,wv,254.0,151.0,21112.0,21112.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
206,206,20.0,14.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tanzania,nigeria,746.0,12253.0,165808.0,165808.0,0.0,0.625,0.8,1.0,0.41666666666666663,0.7278344730240913,1.0,6.0
5407,5407,23.0,47.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
track,cdp,14962.0,1962.0,21112.0,21112.0,0.0,0.8571428571428572,1.0,1.0,0.7418011102528389,1.0,1.0,5.0
ftvl,mont,1.0,1.0,46.0,46.0,0.0,0.8571428571428572,1.0,1.0,0.75,1.0,1.0,4.0
vermont,vt,270.0,163.0,374362.0,374362.0,1.0,0.7142857142857143,1.0,1.0,0.4654775161751513,1.0,1.0,5.0
882,520,594.0,705.0,61497.0,61497.0,0.0,0.75,1.0,1.0,0.7418011102528389,1.0,1.0,3.0
satb chorus,nan,1.0,46.0,56194.0,56194.0,0.0,0.9090909090909091,1.0,1.0,0.8759652654107916,1.0,1.0,10.0
zwd,lbp,2.0,2077.0,671205.0,671205.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0
kh,mw,1516.0,1054.0,151623.0,151623.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
680,570,1524.0,1089.0,82958.0,82958.0,0.0,0.8,1.0,1.0,0.6666666666666666,1.0,1.0,2.0
8730,8730,2.0,2.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
utah,michigan,1.0,1.0,52.0,52.0,0.0,0.7777777777777778,1.0,1.0,0.683772233983162,1.0,1.0,7.0
11,4,128.0,946.0,100048.0,100048.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
1336,1336,1.0,4.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arizona,az,1427.0,2153.0,374362.0,374362.0,1.0,0.6666666666666667,1.0,1.0,0.29289321881345254,1.0,1.0,5.0
30,620,23.0,814.0,70964.0,70964.0,0.0,0.75,1.0,1.0,0.5917517095361371,1.0,1.0,2.0
palau,cabo verde,46.0,46.0,9234.0,9234.0,0.0,0.9166666666666666,1.0,1.0,0.7817821097640076,1.0,1.0,9.0
honduras,falkland is. (malvinas),3409.0,1753.0,1189482.0,1189482.0,0.0,0.7777777777777778,0.9230769230769231,1.0,0.5454313549515052,0.8456966500379081,1.0,19.0
montreal protocol,global environment project,82.0,5121.0,151623.0,151623.0,0.0,0.3125,0.78125,0.9166666666666666,0.15614698431070828,0.6286093236458963,0.841886116991581,18.0
riddleton,saratoga springs,1.0,2.0,24591.0,24591.0,0.0,0.6153846153846154,0.9047619047619048,1.0,0.6801989254665843,0.8174258141649446,1.0,14.0
7148,7148,6.0,8.0,374362.0,374362.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
memorial auditorium,memorial hall,7.0,18.0,21607.0,21607.0,1.0,0.33333333333333337,0.5789473684210527,0.65,0.2654413803764044,0.3732168294719913,0.4466284289071403,10.0
sb/dvbe option,software license program,38500.0,1949.0,346018.0,346018.0,0.0,0.6,0.9705882352941176,1.0,0.4669982091109738,0.8890599607549542,1.0,20.0
auditorium theatre,auditorium hall,3.0,1.0,21607.0,21607.0,1.0,0.16666666666666663,0.5238095238095238,0.55,0.21328160616263325,0.3517962764478356,0.3759622792466172,5.0
lk,co,751.0,2247.0,151623.0,151623.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
