,w1,w2,count1,count2,total1,total2,isDuplicate
31,FLORIDA,FL,2587.0,4669.0,374362.0,374362.0,1.0
32,GA,GEORGIA,4017.0,2375.0,374362.0,374362.0,1.0
33,GEORGIA,GA,2375.0,4017.0,374362.0,374362.0,1.0
34,GU,GUAM,152.0,54.0,374362.0,374362.0,1.0
35,GUAM,GU,54.0,152.0,374362.0,374362.0,1.0
36,HI,HAWAII,123.0,87.0,374362.0,374362.0,1.0
37,HAWAII,HI,87.0,123.0,374362.0,374362.0,1.0
38,IA,IOWA,692.0,484.0,374362.0,374362.0,1.0
39,IOWA,IA,484.0,692.0,374362.0,374362.0,1.0
40,ID,IDAHO,252.0,111.0,374362.0,374362.0,1.0
41,IDAHO,ID,111.0,252.0,374362.0,374362.0,1.0
42,IL,ILLINOIS,5940.0,4047.0,374362.0,374362.0,1.0
43,ILLINOIS,IL,4047.0,5940.0,374362.0,374362.0,1.0
44,IN,INDIANA,1275.0,666.0,374362.0,374362.0,1.0
45,INDIANA,IN,666.0,1275.0,374362.0,374362.0,1.0
46,KS,KANSAS,877.0,480.0,374362.0,374362.0,1.0
47,KANSAS,KS,480.0,877.0,374362.0,374362.0,1.0
48,KY,KENTUCKY,518.0,305.0,374362.0,374362.0,1.0
49,KENTUCKY,KY,305.0,518.0,374362.0,374362.0,1.0
50,LA,LOUISIANA,376.0,269.0,374362.0,374362.0,1.0
51,LOUISIANA,LA,269.0,376.0,374362.0,374362.0,1.0
52,MA,MASSACHUSETTS,4592.0,2801.0,374362.0,374362.0,1.0
53,MASSACHUSETTS,MA,2801.0,4592.0,374362.0,374362.0,1.0
54,ME,MAINE,146.0,116.0,374362.0,374362.0,1.0
55,MAINE,ME,116.0,146.0,374362.0,374362.0,1.0
56,MH,MARSHALL ISLANDS,2.0,1.0,374362.0,374362.0,1.0
57,MARSHALL ISLANDS,MH,1.0,2.0,374362.0,374362.0,1.0
58,MD,MARYLAND,2322.0,1692.0,374362.0,374362.0,1.0
59,MARYLAND,MD,1692.0,2322.0,374362.0,374362.0,1.0
60,MI,MICHIGAN,3449.0,1763.0,374362.0,374362.0,1.0
61,MICHIGAN,MI,1763.0,3449.0,374362.0,374362.0,1.0
62,MN,MINNESOTA,1803.0,1170.0,374362.0,374362.0,1.0
63,MINNESOTA,MN,1170.0,1803.0,374362.0,374362.0,1.0
64,MS,MISSISSIPPI,186.0,83.0,374362.0,374362.0,1.0
65,MISSISSIPPI,MS,83.0,186.0,374362.0,374362.0,1.0
66,MO,MISSOURI,1090.0,658.0,374362.0,374362.0,1.0
67,MISSOURI,MO,658.0,1090.0,374362.0,374362.0,1.0
68,MT,MONTANA,65.0,19.0,374362.0,374362.0,1.0
69,MONTANA,MT,19.0,65.0,374362.0,374362.0,1.0
70,MP,NORTHERN MARIANA ISLANDS,34.0,5.0,374362.0,374362.0,1.0
71,NORTHERN MARIANA ISLANDS,MP,5.0,34.0,374362.0,374362.0,1.0
72,NC,NORTH CAROLINA,3699.0,2176.0,374362.0,374362.0,1.0
73,NORTH CAROLINA,NC,2176.0,3699.0,374362.0,374362.0,1.0
74,ND,NORTH DAKOTA,142.0,92.0,374362.0,374362.0,1.0
75,NORTH DAKOTA,ND,92.0,142.0,374362.0,374362.0,1.0
76,NE,NEBRASKA,437.0,296.0,374362.0,374362.0,1.0
77,NEBRASKA,NE,296.0,437.0,374362.0,374362.0,1.0
78,NV,NEVADA,287.0,194.0,374362.0,374362.0,1.0
79,NEVADA,NV,194.0,287.0,374362.0,374362.0,1.0
80,NH,NEW HAMPSHIRE,519.0,324.0,374362.0,374362.0,1.0
81,NEW HAMPSHIRE,NH,324.0,519.0,374362.0,374362.0,1.0
82,NJ,NEW JERSEY,10501.0,6918.0,374362.0,374362.0,1.0
83,NEW JERSEY,NJ,6918.0,10501.0,374362.0,374362.0,1.0
84,NM,NEW MEXICO,321.0,208.0,374362.0,374362.0,1.0
85,NEW MEXICO,NM,208.0,321.0,374362.0,374362.0,1.0
86,NY,NEW YORK,8051.0,5171.0,374362.0,374362.0,1.0
87,NEW YORK,NY,5171.0,8051.0,374362.0,374362.0,1.0
88,OH,OHIO,2863.0,1776.0,374362.0,374362.0,1.0
89,OHIO,OH,1776.0,2863.0,374362.0,374362.0,1.0
90,OK,OKLAHOMA,463.0,233.0,374362.0,374362.0,1.0
91,OKLAHOMA,OK,233.0,463.0,374362.0,374362.0,1.0
92,OR,OREGON,1757.0,1382.0,374362.0,374362.0,1.0
93,OREGON,OR,1382.0,1757.0,374362.0,374362.0,1.0
94,PA,PENNSYLVANIA,3567.0,2352.0,374362.0,374362.0,1.0
95,PENNSYLVANIA,PA,2352.0,3567.0,374362.0,374362.0,1.0
96,PR,PUERTO RICO,62.0,37.0,374362.0,374362.0,1.0
97,PUERTO RICO,PR,37.0,62.0,374362.0,374362.0,1.0
98,RI,RHODE ISLAND,353.0,193.0,374362.0,374362.0,1.0
99,RHODE ISLAND,RI,193.0,353.0,374362.0,374362.0,1.0
100,SC,SOUTH CAROLINA,608.0,308.0,374362.0,374362.0,1.0
101,SOUTH CAROLINA,SC,308.0,608.0,374362.0,374362.0,1.0
102,SD,SOUTH DAKOTA,103.0,66.0,374362.0,374362.0,1.0
103,SOUTH DAKOTA,SD,66.0,103.0,374362.0,374362.0,1.0
104,TN,TENNESSEE,1006.0,598.0,374362.0,374362.0,1.0
105,TENNESSEE,TN,598.0,1006.0,374362.0,374362.0,1.0
106,TX,TEXAS,12075.0,7581.0,374362.0,374362.0,1.0
107,TEXAS,TX,7581.0,12075.0,374362.0,374362.0,1.0
108,UT,UTAH,540.0,377.0,374362.0,374362.0,1.0
109,UTAH,UT,377.0,540.0,374362.0,374362.0,1.0
110,VA,VIRGINIA,4508.0,2780.0,374362.0,374362.0,1.0
111,VIRGINIA,VA,2780.0,4508.0,374362.0,374362.0,1.0
112,VT,VERMONT,53.0,42.0,374362.0,374362.0,1.0
113,VERMONT,VT,42.0,53.0,374362.0,374362.0,1.0
114,VIRGIN ISLANDS,VI,21.0,17.0,374362.0,374362.0,1.0
115,VI,VIRGIN ISLANDS,17.0,21.0,374362.0,374362.0,1.0
116,WA,WASHINGTON,8178.0,3413.0,374362.0,374362.0,1.0
117,WASHINGTON,WA,3413.0,8178.0,374362.0,374362.0,1.0
118,WV,WEST VIRGINIA,115.0,78.0,374362.0,374362.0,1.0
119,WEST VIRGINIA,WV,78.0,115.0,374362.0,374362.0,1.0
120,WI,WISCONSIN,1437.0,871.0,374362.0,374362.0,1.0
121,WISCONSIN,WI,871.0,1437.0,374362.0,374362.0,1.0
122,WY,WYOMING,36.0,14.0,374362.0,374362.0,1.0
123,WYOMING,WY,14.0,36.0,374362.0,374362.0,1.0
124,Euro,euro,10199.0,290.0,100048.0,100048.0,1.0
125,euro,Euro,290.0,10199.0,100048.0,100048.0,1.0
126,Australian dollar,Australian dollar,2210.0,882.0,100048.0,100048.0,1.0
127,Australian dollar,Australian dollar,882.0,2210.0,100048.0,100048.0,1.0
128,Hong Kong dollar,Hong Kong dollar,2152.0,807.0,100048.0,100048.0,1.0
129,Hong Kong dollar,Hong Kong dollar,807.0,2152.0,100048.0,100048.0,1.0
130,1999 FRF euro / euro,1999 FRF euro / euro,2143.0,803.0,100048.0,100048.0,1.0
131,1999 FRF euro / euro,1999 FRF euro / euro,803.0,2143.0,100048.0,100048.0,1.0
132,Korean won,Korean won,1936.0,828.0,100048.0,100048.0,1.0
133,Korean won,Korean won,828.0,1936.0,100048.0,100048.0,1.0
134,US dollar,US dollar,1794.0,868.0,100048.0,100048.0,1.0
135,US dollar,US dollar,868.0,1794.0,100048.0,100048.0,1.0
136,1999 FIM euro / euro,1999 FIM euro / euro,1535.0,533.0,100048.0,100048.0,1.0
137,1999 FIM euro / euro,1999 FIM euro / euro,533.0,1535.0,100048.0,100048.0,1.0
138,yen,yen,1469.0,838.0,100048.0,100048.0,1.0
139,yen,yen,838.0,1469.0,100048.0,100048.0,1.0
140,Norwegian krone,Norwegian krone,1376.0,693.0,100048.0,100048.0,1.0
141,Norwegian krone,Norwegian krone,693.0,1376.0,100048.0,100048.0,1.0
142,Danish krone,Danish krone,1315.0,994.0,100048.0,100048.0,1.0
143,Danish krone,Danish krone,994.0,1315.0,100048.0,100048.0,1.0
144,Swiss franc,Swiss franc,1216.0,269.0,100048.0,100048.0,1.0
145,Swiss franc,Swiss franc,269.0,1216.0,100048.0,100048.0,1.0
146,Mexican new peso,Mexican new peso,1185.0,538.0,100048.0,100048.0,1.0
147,Mexican new peso,Mexican new peso,538.0,1185.0,100048.0,100048.0,1.0
148,1999 ATS euro / euro,1999 ATS euro / euro,1124.0,469.0,100048.0,100048.0,1.0
149,1999 ATS euro / euro,1999 ATS euro / euro,469.0,1124.0,100048.0,100048.0,1.0
150,Canadian dollar,Canadian dollar,1050.0,1012.0,100048.0,100048.0,1.0
151,Canadian dollar,Canadian dollar,1012.0,1050.0,100048.0,100048.0,1.0
152,pound sterling,pound sterling,1016.0,919.0,100048.0,100048.0,1.0
153,pound sterling,pound sterling,919.0,1016.0,100048.0,100048.0,1.0
154,Czech koruna,Czech koruna,1012.0,179.0,100048.0,100048.0,1.0
155,Czech koruna,Czech koruna,179.0,1012.0,100048.0,100048.0,1.0
156,Swedish Krona,Swedish krona,999.0,610.0,100048.0,100048.0,1.0
157,Swedish krona,Swedish Krona,610.0,999.0,100048.0,100048.0,1.0
158,New Zealand dollar,New Zealand dollar,945.0,663.0,100048.0,100048.0,1.0
159,New Zealand dollar,New Zealand dollar,663.0,945.0,100048.0,100048.0,1.0
160,CFA franc,CFA Franc,867.0,208.0,100048.0,100048.0,1.0
161,CFA Franc,CFA franc,208.0,867.0,100048.0,100048.0,1.0
162,1999 ITL euro / euro,1999 ITL euro / euro,805.0,630.0,100048.0,100048.0,1.0
163,1999 ITL euro / euro,1999 ITL euro / euro,630.0,805.0,100048.0,100048.0,1.0
164,1999 PTE euro / euro,1999 PTE euro / euro,804.0,361.0,100048.0,100048.0,1.0
165,1999 PTE euro / euro,1999 PTE euro / euro,361.0,804.0,100048.0,100048.0,1.0
166,2001 GRD euro / euro,2001 GRD euro / euro,785.0,744.0,100048.0,100048.0,1.0
167,2001 GRD euro / euro,2001 GRD euro / euro,744.0,785.0,100048.0,100048.0,1.0
168,1999 DEM euro / euro,1999 DEM euro / euro,774.0,335.0,100048.0,100048.0,1.0
169,1999 DEM euro / euro,1999 DEM euro / euro,335.0,774.0,100048.0,100048.0,1.0
170,Forint,forint,765.0,496.0,100048.0,100048.0,1.0
171,forint,Forint,496.0,765.0,100048.0,100048.0,1.0
172,Rand,rand,752.0,558.0,100048.0,100048.0,1.0
173,rand,Rand,558.0,752.0,100048.0,100048.0,1.0
174,new sheqel,new sheqel,746.0,512.0,100048.0,100048.0,1.0
175,new sheqel,new sheqel,512.0,746.0,100048.0,100048.0,1.0
176,1999 NLG Euro / Euro,1999 NLG euro / euro,675.0,399.0,100048.0,100048.0,1.0
177,1999 NLG euro / euro,1999 NLG Euro / Euro,399.0,675.0,100048.0,100048.0,1.0
178,Sri Lanka rupee,Sri Lanka rupee,662.0,126.0,100048.0,100048.0,1.0
179,Sri Lanka rupee,Sri Lanka rupee,126.0,662.0,100048.0,100048.0,1.0
180,baht,baht,601.0,538.0,100048.0,100048.0,1.0
181,baht,baht,538.0,601.0,100048.0,100048.0,1.0
182,Pataca,pataca,588.0,282.0,100048.0,100048.0,1.0
183,pataca,Pataca,282.0,588.0,100048.0,100048.0,1.0
184,Icelandic króna,Icelandic króna,574.0,516.0,100048.0,100048.0,1.0
185,Icelandic króna,Icelandic króna,516.0,574.0,100048.0,100048.0,1.0
186,Colombian peso,Colombian peso,479.0,256.0,100048.0,100048.0,1.0
187,Colombian peso,Colombian peso,256.0,479.0,100048.0,100048.0,1.0
188,Indian rupee,Indian rupee,462.0,408.0,100048.0,100048.0,1.0
189,Indian rupee,Indian rupee,408.0,462.0,100048.0,100048.0,1.0
190,1999 BEF euro / euro,1999 BEF euro / euro,446.0,275.0,100048.0,100048.0,1.0
191,1999 BEF euro / euro,1999 BEF euro / euro,275.0,446.0,100048.0,100048.0,1.0
192,córdoba,córdoba,441.0,181.0,100048.0,100048.0,1.0
193,córdoba,córdoba,181.0,441.0,100048.0,100048.0,1.0
194,1999 ESP euro / euro,1999 ESP euro / euro,422.0,223.0,100048.0,100048.0,1.0
195,1999 ESP euro / euro,1999 ESP euro / euro,223.0,422.0,100048.0,100048.0,1.0
196,1999 IEP euro / euro,1999 IEP euro / euro,422.0,328.0,100048.0,100048.0,1.0
197,1999 IEP euro / euro,1999 IEP euro / euro,328.0,422.0,100048.0,100048.0,1.0
198,Zloty,Zloty,403.0,328.0,100048.0,100048.0,1.0
199,Zloty,Zloty,328.0,403.0,100048.0,100048.0,1.0
200,litas,Litas,396.0,286.0,100048.0,100048.0,1.0
201,Litas,litas,286.0,396.0,100048.0,100048.0,1.0
202,Cyprus pound,Cyprus pound,352.0,220.0,100048.0,100048.0,1.0
203,Cyprus pound,Cyprus pound,220.0,352.0,100048.0,100048.0,1.0
204,Iranian rial,Iranian rial,352.0,228.0,100048.0,100048.0,1.0
205,Iranian rial,Iranian rial,228.0,352.0,100048.0,100048.0,1.0
206,Yemeni rial,Yemeni rial,349.0,143.0,100048.0,100048.0,1.0
207,Yemeni rial,Yemeni rial,143.0,349.0,100048.0,100048.0,1.0
208,Estonian Kroon,Estonian kroon,330.0,208.0,100048.0,100048.0,1.0
209,Estonian kroon,Estonian Kroon,208.0,330.0,100048.0,100048.0,1.0
210,Azerbaijan manat,Azerbaijan manat,326.0,247.0,100048.0,100048.0,1.0
211,Azerbaijan manat,Azerbaijan manat,247.0,326.0,100048.0,100048.0,1.0
212,bolivar,bolivar,308.0,120.0,100048.0,100048.0,1.0
213,bolivar,bolivar,120.0,308.0,100048.0,100048.0,1.0
214,lempira,lempira,300.0,102.0,100048.0,100048.0,1.0
215,lempira,lempira,102.0,300.0,100048.0,100048.0,1.0
216,ringgit,ringgit,287.0,206.0,100048.0,100048.0,1.0
217,ringgit,ringgit,206.0,287.0,100048.0,100048.0,1.0
218,Maltese liri,Maltese liri,279.0,252.0,100048.0,100048.0,1.0
219,Maltese liri,Maltese liri,252.0,279.0,100048.0,100048.0,1.0
220,Philippine peso,Philippine peso,244.0,241.0,100048.0,100048.0,1.0
221,Philippine peso,Philippine peso,241.0,244.0,100048.0,100048.0,1.0
222,kuna,kuna,243.0,137.0,100048.0,100048.0,1.0
223,kuna,kuna,137.0,243.0,100048.0,100048.0,1.0
224,Slovak koruna,Slovak Koruna,234.0,228.0,100048.0,100048.0,1.0
225,Slovak Koruna,Slovak koruna,228.0,234.0,100048.0,100048.0,1.0
226,deutsche mark,deutsche mark,231.0,150.0,100048.0,100048.0,1.0
227,deutsche mark,deutsche mark,150.0,231.0,100048.0,100048.0,1.0
228,Moldovan leu,Moldovan leu,229.0,13.0,100048.0,100048.0,1.0
229,Moldovan leu,Moldovan leu,13.0,229.0,100048.0,100048.0,1.0
230,Namibia dollar,Namibia dollar,223.0,154.0,100048.0,100048.0,1.0
231,Namibia dollar,Namibia dollar,154.0,223.0,100048.0,100048.0,1.0
232,Chilean peso,Chilean peso,150.0,112.0,100048.0,100048.0,1.0
233,Chilean peso,Chilean peso,112.0,150.0,100048.0,100048.0,1.0
234,leone,Leone,144.0,105.0,100048.0,100048.0,1.0
235,Leone,leone,105.0,144.0,100048.0,100048.0,1.0
236,Dominican peso,Dominican peso,114.0,84.0,100048.0,100048.0,1.0
237,Dominican peso,Dominican peso,84.0,114.0,100048.0,100048.0,1.0
238,vatu,vatu,84.0,41.0,100048.0,100048.0,1.0
239,vatu,vatu,41.0,84.0,100048.0,100048.0,1.0
240,Zambian Kwacha,Zambia kwacha,78.0,20.0,100048.0,100048.0,1.0
241,Zambia kwacha,Zambian Kwacha,20.0,78.0,100048.0,100048.0,1.0
242,Russian ruble,Russian rouble,54.0,21.0,100048.0,100048.0,1.0
243,Russian rouble,Russian ruble,21.0,54.0,100048.0,100048.0,1.0
244,Year,yr,230591.0,19733.0,374362.0,374362.0,1.0
245,yr,Year,19733.0,230591.0,374362.0,374362.0,1.0
246,Hour,hr,7038.0,781.0,374362.0,374362.0,1.0
247,hr,Hour,781.0,7038.0,374362.0,374362.0,1.0
248,Week,wk,142.0,30.0,374362.0,374362.0,1.0
249,wk,Week,30.0,142.0,374362.0,374362.0,1.0
250,Month,mth,81.0,21.0,374362.0,374362.0,1.0
251,mth,Month,21.0,81.0,374362.0,374362.0,1.0
252,Bi-Weekly,bi,20.0,9.0,374362.0,374362.0,1.0
253,bi,Bi-Weekly,9.0,20.0,374362.0,374362.0,1.0
254,Open,open,1459.0,9.0,1518.0,1518.0,1.0
255,open,Open,9.0,1459.0,1518.0,1518.0,1.0
256,Healthcare Services,•   Healthcare Services,1919.0,3.0,22000.0,22000.0,1.0
257,•   Healthcare Services,Healthcare Services,3.0,1919.0,22000.0,22000.0,1.0
258,Business Services - Other,Business Services - OtherOther/Not Classified,410.0,6.0,22000.0,22000.0,1.0
259,Business Services - OtherOther/Not Classified,Business Services - Other,6.0,410.0,22000.0,22000.0,1.0
260,Telecommunications Services Computer/IT Services,Telecommunications Services; Computer/IT Services,1.0,1.0,22000.0,22000.0,1.0
261,Telecommunications Services; Computer/IT Services,Telecommunications Services Computer/IT Services,1.0,1.0,22000.0,22000.0,1.0
262,"Beaverton, OR","Beaverton, OR 97006",1.0,1.0,22000.0,22000.0,1.0
263,"Beaverton, OR 97006","Beaverton, OR",1.0,1.0,22000.0,22000.0,1.0
264,"Round Rock, TX","Round Rock, TX 78682",1.0,1.0,22000.0,22000.0,1.0
265,"Round Rock, TX 78682","Round Rock, TX",1.0,1.0,22000.0,22000.0,1.0
266,Healthcare Services Restaurant/Food Services Food and Beverage Production,Healthcare Services;Restaurant/Food Services;Food and Beverage Production,54.0,1.0,22000.0,22000.0,1.0
267,Healthcare Services;Restaurant/Food Services;Food and Beverage Production,Healthcare Services Restaurant/Food Services Food and Beverage Production,1.0,54.0,22000.0,22000.0,1.0
268,RetailAdvertising and PR ServicesBusiness Services - Other,Retail Advertising and PR Services Business Services - Other,36.0,8.0,22000.0,22000.0,1.0
269,Retail Advertising and PR Services Business Services - Other,RetailAdvertising and PR ServicesBusiness Services - Other,8.0,36.0,22000.0,22000.0,1.0
270,"Basking Ridge, NJ","Basking Ridge, NJ 07920",1.0,1.0,22000.0,22000.0,1.0
271,"Basking Ridge, NJ 07920","Basking Ridge, NJ",1.0,1.0,22000.0,22000.0,1.0
272,RetailAdvertising and PR ServicesManagement Consulting Services,Retail Advertising and PR Services Management Consulting Services,23.0,1.0,22000.0,22000.0,1.0
273,Retail Advertising and PR Services Management Consulting Services,RetailAdvertising and PR ServicesManagement Consulting Services,1.0,23.0,22000.0,22000.0,1.0
274,"Computer Software, Computer/IT Services",Computer SoftwareComputer/IT Services,22.0,16.0,22000.0,22000.0,1.0
275,Computer SoftwareComputer/IT Services,"Computer Software, Computer/IT Services",16.0,22.0,22000.0,22000.0,1.0
276,"Milwaukee, WI","Milwaukee, WI 53224",1.0,1.0,22000.0,22000.0,1.0
277,"Milwaukee, WI 53224","Milwaukee, WI",1.0,1.0,22000.0,22000.0,1.0
278,Computer HardwareComputer SoftwareComputer/IT Services,Computer Hardware Computer Software Computer/IT Services,18.0,11.0,22000.0,22000.0,1.0
279,Computer Hardware Computer Software Computer/IT Services,Computer HardwareComputer SoftwareComputer/IT Services,11.0,18.0,22000.0,22000.0,1.0
280,Advertising and PR ServicesManagement Consulting ServicesBusiness Services - Other,Advertising and PR Services Management Consulting Services Business Services - Other,18.0,17.0,22000.0,22000.0,1.0
281,Advertising and PR Services Management Consulting Services Business Services - Other,Advertising and PR ServicesManagement Consulting ServicesBusiness Services - Other,17.0,18.0,22000.0,22000.0,1.0
282,Construction - Industrial Facilities and InfrastructureConstruction - Residential & Commercial/Office,Construction - Industrial Facilities and Infrastructure; Construction - Residential & Commercial/Office,17.0,1.0,22000.0,22000.0,1.0
283,Construction - Industrial Facilities and Infrastructure; Construction - Residential & Commercial/Office,Construction - Industrial Facilities and InfrastructureConstruction - Residential & Commercial/Office,1.0,17.0,22000.0,22000.0,1.0
284,"Columbus, OH","Columbus, OH 43215",3.0,2.0,22000.0,22000.0,1.0
285,"Columbus, OH 43215","Columbus, OH",2.0,3.0,22000.0,22000.0,1.0
286,"Dallas, TX","Dallas, TX 75202",16.0,2.0,22000.0,22000.0,1.0
287,"Dallas, TX 75202","Dallas, TX",2.0,16.0,22000.0,22000.0,1.0
288,RetailAdvertising and PR ServicesOther/Not Classified,Retail Advertising and PR Services Other/Not Classified,15.0,5.0,22000.0,22000.0,1.0
289,Retail Advertising and PR Services Other/Not Classified,RetailAdvertising and PR ServicesOther/Not Classified,5.0,15.0,22000.0,22000.0,1.0
290,Biotechnology/PharmaceuticalsManufacturing - OtherMedical Devices and Supplies,Biotechnology/Pharmaceuticals; Manufacturing - Other; Medical Devices and Supplies,14.0,1.0,22000.0,22000.0,1.0
291,Biotechnology/Pharmaceuticals; Manufacturing - Other; Medical Devices and Supplies,Biotechnology/PharmaceuticalsManufacturing - OtherMedical Devices and Supplies,1.0,14.0,22000.0,22000.0,1.0
292,"Elk Grove Village, IL","Elk Grove Village, IL 60016",1.0,1.0,22000.0,22000.0,1.0
293,"Elk Grove Village, IL 60016","Elk Grove Village, IL",1.0,1.0,22000.0,22000.0,1.0
294,"Sunnyvale, CA","Sunnyvale, CA 94086",1.0,1.0,22000.0,22000.0,1.0
295,"Sunnyvale, CA 94086","Sunnyvale, CA",1.0,1.0,22000.0,22000.0,1.0
296,Automotive and Parts MfgManufacturing - Other,Automotive and Parts Mfg; Manufacturing - Other,12.0,1.0,22000.0,22000.0,1.0
297,Automotive and Parts Mfg; Manufacturing - Other,Automotive and Parts MfgManufacturing - Other,1.0,12.0,22000.0,22000.0,1.0
298,Telecommunications Services Advertising and PR Services Business Services - Other,Telecommunications ServicesAdvertising and PR ServicesBusiness Services - Other,11.0,4.0,22000.0,22000.0,1.0
299,Telecommunications ServicesAdvertising and PR ServicesBusiness Services - Other,Telecommunications Services Advertising and PR Services Business Services - Other,4.0,11.0,22000.0,22000.0,1.0
300,Biotechnology/PharmaceuticalsHealthcare ServicesMedical Devices and Supplies,Biotechnology/Pharmaceuticals; Healthcare Services; Medical Devices and Supplies,9.0,1.0,22000.0,22000.0,1.0
301,Biotechnology/Pharmaceuticals; Healthcare Services; Medical Devices and Supplies,Biotechnology/PharmaceuticalsHealthcare ServicesMedical Devices and Supplies,1.0,9.0,22000.0,22000.0,1.0
302,Advertising and PR ServicesBusiness Services - OtherOther/Not Classified,Advertising and PR ServicesBusiness Services - Other,11.0,9.0,22000.0,22000.0,1.0
303,Advertising and PR ServicesBusiness Services - Other,Advertising and PR ServicesBusiness Services - OtherOther/Not Classified,9.0,11.0,22000.0,22000.0,1.0
304,InsuranceFinancial Services,Insurance; Financial Services,8.0,2.0,22000.0,22000.0,1.0
305,Insurance; Financial Services,InsuranceFinancial Services,2.0,8.0,22000.0,22000.0,1.0
306,"Houston, TX","Houston, TX 77055",7.0,2.0,22000.0,22000.0,1.0
307,"Houston, TX 77055","Houston, TX",2.0,7.0,22000.0,22000.0,1.0
308,"Cincinnati, OH","Cincinnati, OH 45246",7.0,1.0,22000.0,22000.0,1.0
309,"Cincinnati, OH 45246","Cincinnati, OH",1.0,7.0,22000.0,22000.0,1.0
310,"Falls Church, VA","Falls Church, VA 22042",1.0,1.0,22000.0,22000.0,1.0
311,"Falls Church, VA 22042","Falls Church, VA",1.0,1.0,22000.0,22000.0,1.0
312,"Redmond, WA","Redmond, WA 98052",6.0,1.0,22000.0,22000.0,1.0
313,"Redmond, WA 98052","Redmond, WA",1.0,6.0,22000.0,22000.0,1.0
314,RetailManagement Consulting ServicesBusiness Services - Other,Retail Management Consulting Services Business Services - Other,6.0,1.0,22000.0,22000.0,1.0
315,Retail Management Consulting Services Business Services - Other,RetailManagement Consulting ServicesBusiness Services - Other,1.0,6.0,22000.0,22000.0,1.0
316,Restaurant/Food ServicesFood and Beverage Production,Restaurant/Food Services Food and Beverage Production,5.0,3.0,22000.0,22000.0,1.0
317,Restaurant/Food Services Food and Beverage Production,Restaurant/Food ServicesFood and Beverage Production,3.0,5.0,22000.0,22000.0,1.0
318,RetailAdvertising and PR Services,Retail; Advertising and PR Services,5.0,1.0,22000.0,22000.0,1.0
319,Retail; Advertising and PR Services,RetailAdvertising and PR Services,1.0,5.0,22000.0,22000.0,1.0
320,Healthcare ServicesNonprofit Charitable OrganizationsOther/Not Classified,Healthcare Services; Nonprofit Charitable Organizations; Other/Not Classified,5.0,1.0,22000.0,22000.0,1.0
321,Healthcare Services; Nonprofit Charitable Organizations; Other/Not Classified,Healthcare ServicesNonprofit Charitable OrganizationsOther/Not Classified,1.0,5.0,22000.0,22000.0,1.0
322,Retail; Advertising and PR Services; Restaurant/Food Services,RetailAdvertising and PR ServicesRestaurant/Food Services,5.0,3.0,22000.0,22000.0,1.0
323,RetailAdvertising and PR ServicesRestaurant/Food Services,Retail; Advertising and PR Services; Restaurant/Food Services,3.0,5.0,22000.0,22000.0,1.0
324,RetailRental ServicesRestaurant/Food Services,Retail; Rental Services; Restaurant/Food Services,4.0,1.0,22000.0,22000.0,1.0
